0-11 x 0-1 = 0-11, 0-11 x 0-2 = 0-22, 0-11 x 0-3 = 0-33, 0-11 x 0-4 = 0-44, 0-11 x 0-5 = 0-55, 0-11 x 0-6 = 0-66, 0-11 x 0-7 = 1-8, 0-11 x 0-8 = 1-19, 0-11 x 0-9 = 1-30, 0-11 x 0-10 = 1-41, 0-11 x 0-11 = 1-52, 0-11 x 0-12 = 1-63, 0-11 x 0-13 = 2-5, 0-11 x 0-14 = 2-16, 0-11 x 0-15 = 2-27, 0-11 x 0-16 = 2-38, 0-11 x 0-17 = 2-49, 0-11 x 0-18 = 2-60, 0-11 x 0-19 = 3-2, 0-11 x 0-20 = 3-13, 0-11 x 0-21 = 3-24, 0-11 x 0-22 = 3-35, 0-11 x 0-23 = 3-46, 0-11 x 0-24 = 3-57, 0-11 x 0-25 = 3-68, 0-11 x 0-26 = 4-10, 0-11 x 0-27 = 4-21, 0-11 x 0-28 = 4-32, 0-11 x 0-29 = 4-43, 0-11 x 0-30 = 4-54, 0-11 x 0-31 = 4-65, 0-11 x 0-32 = 5-7, 0-11 x 0-33 = 5-18, 0-11 x 0-34 = 5-29, 0-11 x 0-35 = 5-40, 0-11 x 0-36 = 5-51, 0-11 x 0-37 = 5-62, 0-11 x 0-38 = 6-4, 0-11 x 0-39 = 6-15, 0-11 x 0-40 = 6-26, 0-11 x 0-41 = 6-37, 0-11 x 0-42 = 6-48, 0-11 x 0-43 = 6-59, 0-11 x 0-44 = 7-1, 0-11 x 0-45 = 7-12, 0-11 x 0-46 = 7-23, 0-11 x 0-47 = 7-34, 0-11 x 0-48 = 7-45, 0-11 x 0-49 = 7-56, 0-11 x 0-50 = 7-67, 0-11 x 0-51 = 8-9, 0-11 x 0-52 = 8-20, 0-11 x 0-53 = 8-31, 0-11 x 0-54 = 8-42, 0-11 x 0-55 = 8-53, 0-11 x 0-56 = 8-64, 0-11 x 0-57 = 9-6, 0-11 x 0-58 = 9-17, 0-11 x 0-59 = 9-28, 0-11 x 0-60 = 9-39, 0-11 x 0-61 = 9-50, 0-11 x 0-62 = 9-61, 0-11 x 0-63 = 10-3, 0-11 x 0-64 = 10-14, 0-11 x 0-65 = 10-25, 0-11 x 0-66 = 10-36, 0-11 x 0-67 = 10-47, 0-11 x 0-68 = 10-58, 
0-12 x 0-1 = 0-12, 0-12 x 0-2 = 0-24, 0-12 x 0-3 = 0-36, 0-12 x 0-4 = 0-48, 0-12 x 0-5 = 0-60, 0-12 x 0-6 = 1-3, 0-12 x 0-7 = 1-15, 0-12 x 0-8 = 1-27, 0-12 x 0-9 = 1-39, 0-12 x 0-10 = 1-51, 0-12 x 0-11 = 1-63, 0-12 x 0-12 = 2-6, 0-12 x 0-13 = 2-18, 0-12 x 0-14 = 2-30, 0-12 x 0-15 = 2-42, 0-12 x 0-16 = 2-54, 0-12 x 0-17 = 2-66, 0-12 x 0-18 = 3-9, 0-12 x 0-19 = 3-21, 0-12 x 0-20 = 3-33, 0-12 x 0-21 = 3-45, 0-12 x 0-22 = 3-57, 0-12 x 0-23 = 4-0, 0-12 x 0-24 = 4-12, 0-12 x 0-25 = 4-24, 0-12 x 0-26 = 4-36, 0-12 x 0-27 = 4-48, 0-12 x 0-28 = 4-60, 0-12 x 0-29 = 5-3, 0-12 x 0-30 = 5-15, 0-12 x 0-31 = 5-27, 0-12 x 0-32 = 5-39, 0-12 x 0-33 = 5-51, 0-12 x 0-34 = 5-63, 0-12 x 0-35 = 6-6, 0-12 x 0-36 = 6-18, 0-12 x 0-37 = 6-30, 0-12 x 0-38 = 6-42, 0-12 x 0-39 = 6-54, 0-12 x 0-40 = 6-66, 0-12 x 0-41 = 7-9, 0-12 x 0-42 = 7-21, 0-12 x 0-43 = 7-33, 0-12 x 0-44 = 7-45, 0-12 x 0-45 = 7-57, 0-12 x 0-46 = 8-0, 0-12 x 0-47 = 8-12, 0-12 x 0-48 = 8-24, 0-12 x 0-49 = 8-36, 0-12 x 0-50 = 8-48, 0-12 x 0-51 = 8-60, 0-12 x 0-52 = 9-3, 0-12 x 0-53 = 9-15, 0-12 x 0-54 = 9-27, 0-12 x 0-55 = 9-39, 0-12 x 0-56 = 9-51, 0-12 x 0-57 = 9-63, 0-12 x 0-58 = 10-6, 0-12 x 0-59 = 10-18, 0-12 x 0-60 = 10-30, 0-12 x 0-61 = 10-42, 0-12 x 0-62 = 10-54, 0-12 x 0-63 = 10-66, 0-12 x 0-64 = 11-9, 0-12 x 0-65 = 11-21, 0-12 x 0-66 = 11-33, 0-12 x 0-67 = 11-45, 0-12 x 0-68 = 11-57, 
0-13 x 0-1 = 0-13, 0-13 x 0-2 = 0-26, 0-13 x 0-3 = 0-39, 0-13 x 0-4 = 0-52, 0-13 x 0-5 = 0-65, 0-13 x 0-6 = 1-9, 0-13 x 0-7 = 1-22, 0-13 x 0-8 = 1-35, 0-13 x 0-9 = 1-48, 0-13 x 0-10 = 1-61, 0-13 x 0-11 = 2-5, 0-13 x 0-12 = 2-18, 0-13 x 0-13 = 2-31, 0-13 x 0-14 = 2-44, 0-13 x 0-15 = 2-57, 0-13 x 0-16 = 3-1, 0-13 x 0-17 = 3-14, 0-13 x 0-18 = 3-27, 0-13 x 0-19 = 3-40, 0-13 x 0-20 = 3-53, 0-13 x 0-21 = 3-66, 0-13 x 0-22 = 4-10, 0-13 x 0-23 = 4-23, 0-13 x 0-24 = 4-36, 0-13 x 0-25 = 4-49, 0-13 x 0-26 = 4-62, 0-13 x 0-27 = 5-6, 0-13 x 0-28 = 5-19, 0-13 x 0-29 = 5-32, 0-13 x 0-30 = 5-45, 0-13 x 0-31 = 5-58, 0-13 x 0-32 = 6-2, 0-13 x 0-33 = 6-15, 0-13 x 0-34 = 6-28, 0-13 x 0-35 = 6-41, 0-13 x 0-36 = 6-54, 0-13 x 0-37 = 6-67, 0-13 x 0-38 = 7-11, 0-13 x 0-39 = 7-24, 0-13 x 0-40 = 7-37, 0-13 x 0-41 = 7-50, 0-13 x 0-42 = 7-63, 0-13 x 0-43 = 8-7, 0-13 x 0-44 = 8-20, 0-13 x 0-45 = 8-33, 0-13 x 0-46 = 8-46, 0-13 x 0-47 = 8-59, 0-13 x 0-48 = 9-3, 0-13 x 0-49 = 9-16, 0-13 x 0-50 = 9-29, 0-13 x 0-51 = 9-42, 0-13 x 0-52 = 9-55, 0-13 x 0-53 = 9-68, 0-13 x 0-54 = 10-12, 0-13 x 0-55 = 10-25, 0-13 x 0-56 = 10-38, 0-13 x 0-57 = 10-51, 0-13 x 0-58 = 10-64, 0-13 x 0-59 = 11-8, 0-13 x 0-60 = 11-21, 0-13 x 0-61 = 11-34, 0-13 x 0-62 = 11-47, 0-13 x 0-63 = 11-60, 0-13 x 0-64 = 12-4, 0-13 x 0-65 = 12-17, 0-13 x 0-66 = 12-30, 0-13 x 0-67 = 12-43, 0-13 x 0-68 = 12-56, 
0-14 x 0-1 = 0-14, 0-14 x 0-2 = 0-28, 0-14 x 0-3 = 0-42, 0-14 x 0-4 = 0-56, 0-14 x 0-5 = 1-1, 0-14 x 0-6 = 1-15, 0-14 x 0-7 = 1-29, 0-14 x 0-8 = 1-43, 0-14 x 0-9 = 1-57, 0-14 x 0-10 = 2-2, 0-14 x 0-11 = 2-16, 0-14 x 0-12 = 2-30, 0-14 x 0-13 = 2-44, 0-14 x 0-14 = 2-58, 0-14 x 0-15 = 3-3, 0-14 x 0-16 = 3-17, 0-14 x 0-17 = 3-31, 0-14 x 0-18 = 3-45, 0-14 x 0-19 = 3-59, 0-14 x 0-20 = 4-4, 0-14 x 0-21 = 4-18, 0-14 x 0-22 = 4-32, 0-14 x 0-23 = 4-46, 0-14 x 0-24 = 4-60, 0-14 x 0-25 = 5-5, 0-14 x 0-26 = 5-19, 0-14 x 0-27 = 5-33, 0-14 x 0-28 = 5-47, 0-14 x 0-29 = 5-61, 0-14 x 0-30 = 6-6, 0-14 x 0-31 = 6-20, 0-14 x 0-32 = 6-34, 0-14 x 0-33 = 6-48, 0-14 x 0-34 = 6-62, 0-14 x 0-35 = 7-7, 0-14 x 0-36 = 7-21, 0-14 x 0-37 = 7-35, 0-14 x 0-38 = 7-49, 0-14 x 0-39 = 7-63, 0-14 x 0-40 = 8-8, 0-14 x 0-41 = 8-22, 0-14 x 0-42 = 8-36, 0-14 x 0-43 = 8-50, 0-14 x 0-44 = 8-64, 0-14 x 0-45 = 9-9, 0-14 x 0-46 = 9-23, 0-14 x 0-47 = 9-37, 0-14 x 0-48 = 9-51, 0-14 x 0-49 = 9-65, 0-14 x 0-50 = 10-10, 0-14 x 0-51 = 10-24, 0-14 x 0-52 = 10-38, 0-14 x 0-53 = 10-52, 0-14 x 0-54 = 10-66, 0-14 x 0-55 = 11-11, 0-14 x 0-56 = 11-25, 0-14 x 0-57 = 11-39, 0-14 x 0-58 = 11-53, 0-14 x 0-59 = 11-67, 0-14 x 0-60 = 12-12, 0-14 x 0-61 = 12-26, 0-14 x 0-62 = 12-40, 0-14 x 0-63 = 12-54, 0-14 x 0-64 = 12-68, 0-14 x 0-65 = 13-13, 0-14 x 0-66 = 13-27, 0-14 x 0-67 = 13-41, 0-14 x 0-68 = 13-55, 
0-15 x 0-1 = 0-15, 0-15 x 0-2 = 0-30, 0-15 x 0-3 = 0-45, 0-15 x 0-4 = 0-60, 0-15 x 0-5 = 1-6, 0-15 x 0-6 = 1-21, 0-15 x 0-7 = 1-36, 0-15 x 0-8 = 1-51, 0-15 x 0-9 = 1-66, 0-15 x 0-10 = 2-12, 0-15 x 0-11 = 2-27, 0-15 x 0-12 = 2-42, 0-15 x 0-13 = 2-57, 0-15 x 0-14 = 3-3, 0-15 x 0-15 = 3-18, 0-15 x 0-16 = 3-33, 0-15 x 0-17 = 3-48, 0-15 x 0-18 = 3-63, 0-15 x 0-19 = 4-9, 0-15 x 0-20 = 4-24, 0-15 x 0-21 = 4-39, 0-15 x 0-22 = 4-54, 0-15 x 0-23 = 5-0, 0-15 x 0-24 = 5-15, 0-15 x 0-25 = 5-30, 0-15 x 0-26 = 5-45, 0-15 x 0-27 = 5-60, 0-15 x 0-28 = 6-6, 0-15 x 0-29 = 6-21, 0-15 x 0-30 = 6-36, 0-15 x 0-31 = 6-51, 0-15 x 0-32 = 6-66, 0-15 x 0-33 = 7-12, 0-15 x 0-34 = 7-27, 0-15 x 0-35 = 7-42, 0-15 x 0-36 = 7-57, 0-15 x 0-37 = 8-3, 0-15 x 0-38 = 8-18, 0-15 x 0-39 = 8-33, 0-15 x 0-40 = 8-48, 0-15 x 0-41 = 8-63, 0-15 x 0-42 = 9-9, 0-15 x 0-43 = 9-24, 0-15 x 0-44 = 9-39, 0-15 x 0-45 = 9-54, 0-15 x 0-46 = 10-0, 0-15 x 0-47 = 10-15, 0-15 x 0-48 = 10-30, 0-15 x 0-49 = 10-45, 0-15 x 0-50 = 10-60, 0-15 x 0-51 = 11-6, 0-15 x 0-52 = 11-21, 0-15 x 0-53 = 11-36, 0-15 x 0-54 = 11-51, 0-15 x 0-55 = 11-66, 0-15 x 0-56 = 12-12, 0-15 x 0-57 = 12-27, 0-15 x 0-58 = 12-42, 0-15 x 0-59 = 12-57, 0-15 x 0-60 = 13-3, 0-15 x 0-61 = 13-18, 0-15 x 0-62 = 13-33, 0-15 x 0-63 = 13-48, 0-15 x 0-64 = 13-63, 0-15 x 0-65 = 14-9, 0-15 x 0-66 = 14-24, 0-15 x 0-67 = 14-39, 0-15 x 0-68 = 14-54, 
0-16 x 0-1 = 0-16, 0-16 x 0-2 = 0-32, 0-16 x 0-3 = 0-48, 0-16 x 0-4 = 0-64, 0-16 x 0-5 = 1-11, 0-16 x 0-6 = 1-27, 0-16 x 0-7 = 1-43, 0-16 x 0-8 = 1-59, 0-16 x 0-9 = 2-6, 0-16 x 0-10 = 2-22, 0-16 x 0-11 = 2-38, 0-16 x 0-12 = 2-54, 0-16 x 0-13 = 3-1, 0-16 x 0-14 = 3-17, 0-16 x 0-15 = 3-33, 0-16 x 0-16 = 3-49, 0-16 x 0-17 = 3-65, 0-16 x 0-18 = 4-12, 0-16 x 0-19 = 4-28, 0-16 x 0-20 = 4-44, 0-16 x 0-21 = 4-60, 0-16 x 0-22 = 5-7, 0-16 x 0-23 = 5-23, 0-16 x 0-24 = 5-39, 0-16 x 0-25 = 5-55, 0-16 x 0-26 = 6-2, 0-16 x 0-27 = 6-18, 0-16 x 0-28 = 6-34, 0-16 x 0-29 = 6-50, 0-16 x 0-30 = 6-66, 0-16 x 0-31 = 7-13, 0-16 x 0-32 = 7-29, 0-16 x 0-33 = 7-45, 0-16 x 0-34 = 7-61, 0-16 x 0-35 = 8-8, 0-16 x 0-36 = 8-24, 0-16 x 0-37 = 8-40, 0-16 x 0-38 = 8-56, 0-16 x 0-39 = 9-3, 0-16 x 0-40 = 9-19, 0-16 x 0-41 = 9-35, 0-16 x 0-42 = 9-51, 0-16 x 0-43 = 9-67, 0-16 x 0-44 = 10-14, 0-16 x 0-45 = 10-30, 0-16 x 0-46 = 10-46, 0-16 x 0-47 = 10-62, 0-16 x 0-48 = 11-9, 0-16 x 0-49 = 11-25, 0-16 x 0-50 = 11-41, 0-16 x 0-51 = 11-57, 0-16 x 0-52 = 12-4, 0-16 x 0-53 = 12-20, 0-16 x 0-54 = 12-36, 0-16 x 0-55 = 12-52, 0-16 x 0-56 = 12-68, 0-16 x 0-57 = 13-15, 0-16 x 0-58 = 13-31, 0-16 x 0-59 = 13-47, 0-16 x 0-60 = 13-63, 0-16 x 0-61 = 14-10, 0-16 x 0-62 = 14-26, 0-16 x 0-63 = 14-42, 0-16 x 0-64 = 14-58, 0-16 x 0-65 = 15-5, 0-16 x 0-66 = 15-21, 0-16 x 0-67 = 15-37, 0-16 x 0-68 = 15-53, 
0-17 x 0-1 = 0-17, 0-17 x 0-2 = 0-34, 0-17 x 0-3 = 0-51, 0-17 x 0-4 = 0-68, 0-17 x 0-5 = 1-16, 0-17 x 0-6 = 1-33, 0-17 x 0-7 = 1-50, 0-17 x 0-8 = 1-67, 0-17 x 0-9 = 2-15, 0-17 x 0-10 = 2-32, 0-17 x 0-11 = 2-49, 0-17 x 0-12 = 2-66, 0-17 x 0-13 = 3-14, 0-17 x 0-14 = 3-31, 0-17 x 0-15 = 3-48, 0-17 x 0-16 = 3-65, 0-17 x 0-17 = 4-13, 0-17 x 0-18 = 4-30, 0-17 x 0-19 = 4-47, 0-17 x 0-20 = 4-64, 0-17 x 0-21 = 5-12, 0-17 x 0-22 = 5-29, 0-17 x 0-23 = 5-46, 0-17 x 0-24 = 5-63, 0-17 x 0-25 = 6-11, 0-17 x 0-26 = 6-28, 0-17 x 0-27 = 6-45, 0-17 x 0-28 = 6-62, 0-17 x 0-29 = 7-10, 0-17 x 0-30 = 7-27, 0-17 x 0-31 = 7-44, 0-17 x 0-32 = 7-61, 0-17 x 0-33 = 8-9, 0-17 x 0-34 = 8-26, 0-17 x 0-35 = 8-43, 0-17 x 0-36 = 8-60, 0-17 x 0-37 = 9-8, 0-17 x 0-38 = 9-25, 0-17 x 0-39 = 9-42, 0-17 x 0-40 = 9-59, 0-17 x 0-41 = 10-7, 0-17 x 0-42 = 10-24, 0-17 x 0-43 = 10-41, 0-17 x 0-44 = 10-58, 0-17 x 0-45 = 11-6, 0-17 x 0-46 = 11-23, 0-17 x 0-47 = 11-40, 0-17 x 0-48 = 11-57, 0-17 x 0-49 = 12-5, 0-17 x 0-50 = 12-22, 0-17 x 0-51 = 12-39, 0-17 x 0-52 = 12-56, 0-17 x 0-53 = 13-4, 0-17 x 0-54 = 13-21, 0-17 x 0-55 = 13-38, 0-17 x 0-56 = 13-55, 0-17 x 0-57 = 14-3, 0-17 x 0-58 = 14-20, 0-17 x 0-59 = 14-37, 0-17 x 0-60 = 14-54, 0-17 x 0-61 = 15-2, 0-17 x 0-62 = 15-19, 0-17 x 0-63 = 15-36, 0-17 x 0-64 = 15-53, 0-17 x 0-65 = 16-1, 0-17 x 0-66 = 16-18, 0-17 x 0-67 = 16-35, 0-17 x 0-68 = 16-52, 
0-18 x 0-1 = 0-18, 0-18 x 0-2 = 0-36, 0-18 x 0-3 = 0-54, 0-18 x 0-4 = 1-3, 0-18 x 0-5 = 1-21, 0-18 x 0-6 = 1-39, 0-18 x 0-7 = 1-57, 0-18 x 0-8 = 2-6, 0-18 x 0-9 = 2-24, 0-18 x 0-10 = 2-42, 0-18 x 0-11 = 2-60, 0-18 x 0-12 = 3-9, 0-18 x 0-13 = 3-27, 0-18 x 0-14 = 3-45, 0-18 x 0-15 = 3-63, 0-18 x 0-16 = 4-12, 0-18 x 0-17 = 4-30, 0-18 x 0-18 = 4-48, 0-18 x 0-19 = 4-66, 0-18 x 0-20 = 5-15, 0-18 x 0-21 = 5-33, 0-18 x 0-22 = 5-51, 0-18 x 0-23 = 6-0, 0-18 x 0-24 = 6-18, 0-18 x 0-25 = 6-36, 0-18 x 0-26 = 6-54, 0-18 x 0-27 = 7-3, 0-18 x 0-28 = 7-21, 0-18 x 0-29 = 7-39, 0-18 x 0-30 = 7-57, 0-18 x 0-31 = 8-6, 0-18 x 0-32 = 8-24, 0-18 x 0-33 = 8-42, 0-18 x 0-34 = 8-60, 0-18 x 0-35 = 9-9, 0-18 x 0-36 = 9-27, 0-18 x 0-37 = 9-45, 0-18 x 0-38 = 9-63, 0-18 x 0-39 = 10-12, 0-18 x 0-40 = 10-30, 0-18 x 0-41 = 10-48, 0-18 x 0-42 = 10-66, 0-18 x 0-43 = 11-15, 0-18 x 0-44 = 11-33, 0-18 x 0-45 = 11-51, 0-18 x 0-46 = 12-0, 0-18 x 0-47 = 12-18, 0-18 x 0-48 = 12-36, 0-18 x 0-49 = 12-54, 0-18 x 0-50 = 13-3, 0-18 x 0-51 = 13-21, 0-18 x 0-52 = 13-39, 0-18 x 0-53 = 13-57, 0-18 x 0-54 = 14-6, 0-18 x 0-55 = 14-24, 0-18 x 0-56 = 14-42, 0-18 x 0-57 = 14-60, 0-18 x 0-58 = 15-9, 0-18 x 0-59 = 15-27, 0-18 x 0-60 = 15-45, 0-18 x 0-61 = 15-63, 0-18 x 0-62 = 16-12, 0-18 x 0-63 = 16-30, 0-18 x 0-64 = 16-48, 0-18 x 0-65 = 16-66, 0-18 x 0-66 = 17-15, 0-18 x 0-67 = 17-33, 0-18 x 0-68 = 17-51, 
0-19 x 0-1 = 0-19, 0-19 x 0-2 = 0-38, 0-19 x 0-3 = 0-57, 0-19 x 0-4 = 1-7, 0-19 x 0-5 = 1-26, 0-19 x 0-6 = 1-45, 0-19 x 0-7 = 1-64, 0-19 x 0-8 = 2-14, 0-19 x 0-9 = 2-33, 0-19 x 0-10 = 2-52, 0-19 x 0-11 = 3-2, 0-19 x 0-12 = 3-21, 0-19 x 0-13 = 3-40, 0-19 x 0-14 = 3-59, 0-19 x 0-15 = 4-9, 0-19 x 0-16 = 4-28, 0-19 x 0-17 = 4-47, 0-19 x 0-18 = 4-66, 0-19 x 0-19 = 5-16, 0-19 x 0-20 = 5-35, 0-19 x 0-21 = 5-54, 0-19 x 0-22 = 6-4, 0-19 x 0-23 = 6-23, 0-19 x 0-24 = 6-42, 0-19 x 0-25 = 6-61, 0-19 x 0-26 = 7-11, 0-19 x 0-27 = 7-30, 0-19 x 0-28 = 7-49, 0-19 x 0-29 = 7-68, 0-19 x 0-30 = 8-18, 0-19 x 0-31 = 8-37, 0-19 x 0-32 = 8-56, 0-19 x 0-33 = 9-6, 0-19 x 0-34 = 9-25, 0-19 x 0-35 = 9-44, 0-19 x 0-36 = 9-63, 0-19 x 0-37 = 10-13, 0-19 x 0-38 = 10-32, 0-19 x 0-39 = 10-51, 0-19 x 0-40 = 11-1, 0-19 x 0-41 = 11-20, 0-19 x 0-42 = 11-39, 0-19 x 0-43 = 11-58, 0-19 x 0-44 = 12-8, 0-19 x 0-45 = 12-27, 0-19 x 0-46 = 12-46, 0-19 x 0-47 = 12-65, 0-19 x 0-48 = 13-15, 0-19 x 0-49 = 13-34, 0-19 x 0-50 = 13-53, 0-19 x 0-51 = 14-3, 0-19 x 0-52 = 14-22, 0-19 x 0-53 = 14-41, 0-19 x 0-54 = 14-60, 0-19 x 0-55 = 15-10, 0-19 x 0-56 = 15-29, 0-19 x 0-57 = 15-48, 0-19 x 0-58 = 15-67, 0-19 x 0-59 = 16-17, 0-19 x 0-60 = 16-36, 0-19 x 0-61 = 16-55, 0-19 x 0-62 = 17-5, 0-19 x 0-63 = 17-24, 0-19 x 0-64 = 17-43, 0-19 x 0-65 = 17-62, 0-19 x 0-66 = 18-12, 0-19 x 0-67 = 18-31, 0-19 x 0-68 = 18-50, 
0-20 x 0-1 = 0-20, 0-20 x 0-2 = 0-40, 0-20 x 0-3 = 0-60, 0-20 x 0-4 = 1-11, 0-20 x 0-5 = 1-31, 0-20 x 0-6 = 1-51, 0-20 x 0-7 = 2-2, 0-20 x 0-8 = 2-22, 0-20 x 0-9 = 2-42, 0-20 x 0-10 = 2-62, 0-20 x 0-11 = 3-13, 0-20 x 0-12 = 3-33, 0-20 x 0-13 = 3-53, 0-20 x 0-14 = 4-4, 0-20 x 0-15 = 4-24, 0-20 x 0-16 = 4-44, 0-20 x 0-17 = 4-64, 0-20 x 0-18 = 5-15, 0-20 x 0-19 = 5-35, 0-20 x 0-20 = 5-55, 0-20 x 0-21 = 6-6, 0-20 x 0-22 = 6-26, 0-20 x 0-23 = 6-46, 0-20 x 0-24 = 6-66, 0-20 x 0-25 = 7-17, 0-20 x 0-26 = 7-37, 0-20 x 0-27 = 7-57, 0-20 x 0-28 = 8-8, 0-20 x 0-29 = 8-28, 0-20 x 0-30 = 8-48, 0-20 x 0-31 = 8-68, 0-20 x 0-32 = 9-19, 0-20 x 0-33 = 9-39, 0-20 x 0-34 = 9-59, 0-20 x 0-35 = 10-10, 0-20 x 0-36 = 10-30, 0-20 x 0-37 = 10-50, 0-20 x 0-38 = 11-1, 0-20 x 0-39 = 11-21, 0-20 x 0-40 = 11-41, 0-20 x 0-41 = 11-61, 0-20 x 0-42 = 12-12, 0-20 x 0-43 = 12-32, 0-20 x 0-44 = 12-52, 0-20 x 0-45 = 13-3, 0-20 x 0-46 = 13-23, 0-20 x 0-47 = 13-43, 0-20 x 0-48 = 13-63, 0-20 x 0-49 = 14-14, 0-20 x 0-50 = 14-34, 0-20 x 0-51 = 14-54, 0-20 x 0-52 = 15-5, 0-20 x 0-53 = 15-25, 0-20 x 0-54 = 15-45, 0-20 x 0-55 = 15-65, 0-20 x 0-56 = 16-16, 0-20 x 0-57 = 16-36, 0-20 x 0-58 = 16-56, 0-20 x 0-59 = 17-7, 0-20 x 0-60 = 17-27, 0-20 x 0-61 = 17-47, 0-20 x 0-62 = 17-67, 0-20 x 0-63 = 18-18, 0-20 x 0-64 = 18-38, 0-20 x 0-65 = 18-58, 0-20 x 0-66 = 19-9, 0-20 x 0-67 = 19-29, 0-20 x 0-68 = 19-49, 
0-21 x 0-1 = 0-21, 0-21 x 0-2 = 0-42, 0-21 x 0-3 = 0-63, 0-21 x 0-4 = 1-15, 0-21 x 0-5 = 1-36, 0-21 x 0-6 = 1-57, 0-21 x 0-7 = 2-9, 0-21 x 0-8 = 2-30, 0-21 x 0-9 = 2-51, 0-21 x 0-10 = 3-3, 0-21 x 0-11 = 3-24, 0-21 x 0-12 = 3-45, 0-21 x 0-13 = 3-66, 0-21 x 0-14 = 4-18, 0-21 x 0-15 = 4-39, 0-21 x 0-16 = 4-60, 0-21 x 0-17 = 5-12, 0-21 x 0-18 = 5-33, 0-21 x 0-19 = 5-54, 0-21 x 0-20 = 6-6, 0-21 x 0-21 = 6-27, 0-21 x 0-22 = 6-48, 0-21 x 0-23 = 7-0, 0-21 x 0-24 = 7-21, 0-21 x 0-25 = 7-42, 0-21 x 0-26 = 7-63, 0-21 x 0-27 = 8-15, 0-21 x 0-28 = 8-36, 0-21 x 0-29 = 8-57, 0-21 x 0-30 = 9-9, 0-21 x 0-31 = 9-30, 0-21 x 0-32 = 9-51, 0-21 x 0-33 = 10-3, 0-21 x 0-34 = 10-24, 0-21 x 0-35 = 10-45, 0-21 x 0-36 = 10-66, 0-21 x 0-37 = 11-18, 0-21 x 0-38 = 11-39, 0-21 x 0-39 = 11-60, 0-21 x 0-40 = 12-12, 0-21 x 0-41 = 12-33, 0-21 x 0-42 = 12-54, 0-21 x 0-43 = 13-6, 0-21 x 0-44 = 13-27, 0-21 x 0-45 = 13-48, 0-21 x 0-46 = 14-0, 0-21 x 0-47 = 14-21, 0-21 x 0-48 = 14-42, 0-21 x 0-49 = 14-63, 0-21 x 0-50 = 15-15, 0-21 x 0-51 = 15-36, 0-21 x 0-52 = 15-57, 0-21 x 0-53 = 16-9, 0-21 x 0-54 = 16-30, 0-21 x 0-55 = 16-51, 0-21 x 0-56 = 17-3, 0-21 x 0-57 = 17-24, 0-21 x 0-58 = 17-45, 0-21 x 0-59 = 17-66, 0-21 x 0-60 = 18-18, 0-21 x 0-61 = 18-39, 0-21 x 0-62 = 18-60, 0-21 x 0-63 = 19-12, 0-21 x 0-64 = 19-33, 0-21 x 0-65 = 19-54, 0-21 x 0-66 = 20-6, 0-21 x 0-67 = 20-27, 0-21 x 0-68 = 20-48, 
0-22 x 0-1 = 0-22, 0-22 x 0-2 = 0-44, 0-22 x 0-3 = 0-66, 0-22 x 0-4 = 1-19, 0-22 x 0-5 = 1-41, 0-22 x 0-6 = 1-63, 0-22 x 0-7 = 2-16, 0-22 x 0-8 = 2-38, 0-22 x 0-9 = 2-60, 0-22 x 0-10 = 3-13, 0-22 x 0-11 = 3-35, 0-22 x 0-12 = 3-57, 0-22 x 0-13 = 4-10, 0-22 x 0-14 = 4-32, 0-22 x 0-15 = 4-54, 0-22 x 0-16 = 5-7, 0-22 x 0-17 = 5-29, 0-22 x 0-18 = 5-51, 0-22 x 0-19 = 6-4, 0-22 x 0-20 = 6-26, 0-22 x 0-21 = 6-48, 0-22 x 0-22 = 7-1, 0-22 x 0-23 = 7-23, 0-22 x 0-24 = 7-45, 0-22 x 0-25 = 7-67, 0-22 x 0-26 = 8-20, 0-22 x 0-27 = 8-42, 0-22 x 0-28 = 8-64, 0-22 x 0-29 = 9-17, 0-22 x 0-30 = 9-39, 0-22 x 0-31 = 9-61, 0-22 x 0-32 = 10-14, 0-22 x 0-33 = 10-36, 0-22 x 0-34 = 10-58, 0-22 x 0-35 = 11-11, 0-22 x 0-36 = 11-33, 0-22 x 0-37 = 11-55, 0-22 x 0-38 = 12-8, 0-22 x 0-39 = 12-30, 0-22 x 0-40 = 12-52, 0-22 x 0-41 = 13-5, 0-22 x 0-42 = 13-27, 0-22 x 0-43 = 13-49, 0-22 x 0-44 = 14-2, 0-22 x 0-45 = 14-24, 0-22 x 0-46 = 14-46, 0-22 x 0-47 = 14-68, 0-22 x 0-48 = 15-21, 0-22 x 0-49 = 15-43, 0-22 x 0-50 = 15-65, 0-22 x 0-51 = 16-18, 0-22 x 0-52 = 16-40, 0-22 x 0-53 = 16-62, 0-22 x 0-54 = 17-15, 0-22 x 0-55 = 17-37, 0-22 x 0-56 = 17-59, 0-22 x 0-57 = 18-12, 0-22 x 0-58 = 18-34, 0-22 x 0-59 = 18-56, 0-22 x 0-60 = 19-9, 0-22 x 0-61 = 19-31, 0-22 x 0-62 = 19-53, 0-22 x 0-63 = 20-6, 0-22 x 0-64 = 20-28, 0-22 x 0-65 = 20-50, 0-22 x 0-66 = 21-3, 0-22 x 0-67 = 21-25, 0-22 x 0-68 = 21-47, 
