23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 1-2, 23 x 5 = 1-25, 23 x 6 = 1-48, 23 x 7 = 1-71, 23 x 8 = 2-4, 23 x 9 = 2-27, 23 x 10 = 2-50, 23 x 11 = 2-73, 23 x 12 = 3-6, 23 x 13 = 3-29, 23 x 14 = 3-52, 23 x 15 = 3-75, 23 x 16 = 4-8, 23 x 17 = 4-31, 23 x 18 = 4-54, 23 x 19 = 4-77, 23 x 20 = 5-10, 23 x 21 = 5-33, 23 x 22 = 5-56, 23 x 23 = 5-79, 23 x 24 = 6-12, 23 x 25 = 6-35, 23 x 26 = 6-58, 23 x 27 = 6-81, 23 x 28 = 7-14, 23 x 29 = 7-37, 23 x 30 = 7-60, 23 x 31 = 7-83, 23 x 32 = 8-16, 23 x 33 = 8-39, 23 x 34 = 8-62, 23 x 35 = 8-85, 23 x 36 = 9-18, 23 x 37 = 9-41, 23 x 38 = 9-64, 23 x 39 = 9-87, 23 x 40 = 10-20, 23 x 41 = 10-43, 23 x 42 = 10-66, 23 x 43 = 10-89, 23 x 44 = 11-22, 23 x 45 = 11-45, 23 x 46 = 11-68, 23 x 47 = 12-1, 23 x 48 = 12-24, 23 x 49 = 12-47, 23 x 50 = 12-70, 23 x 51 = 13-3, 23 x 52 = 13-26, 23 x 53 = 13-49, 23 x 54 = 13-72, 23 x 55 = 14-5, 23 x 56 = 14-28, 23 x 57 = 14-51, 23 x 58 = 14-74, 23 x 59 = 15-7, 23 x 60 = 15-30, 23 x 61 = 15-53, 23 x 62 = 15-76, 23 x 63 = 16-9, 23 x 64 = 16-32, 23 x 65 = 16-55, 23 x 66 = 16-78, 23 x 67 = 17-11, 23 x 68 = 17-34, 23 x 69 = 17-57, 23 x 70 = 17-80, 23 x 71 = 18-13, 23 x 72 = 18-36, 23 x 73 = 18-59, 23 x 74 = 18-82, 23 x 75 = 19-15, 23 x 76 = 19-38, 23 x 77 = 19-61, 23 x 78 = 19-84, 23 x 79 = 20-17, 23 x 80 = 20-40, 23 x 81 = 20-63, 23 x 82 = 20-86, 23 x 83 = 21-19, 23 x 84 = 21-42, 23 x 85 = 21-65, 23 x 86 = 21-88, 23 x 87 = 22-21, 23 x 88 = 22-44, 23 x 89 = 22-67, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 1-6, 24 x 5 = 1-30, 24 x 6 = 1-54, 24 x 7 = 1-78, 24 x 8 = 2-12, 24 x 9 = 2-36, 24 x 10 = 2-60, 24 x 11 = 2-84, 24 x 12 = 3-18, 24 x 13 = 3-42, 24 x 14 = 3-66, 24 x 15 = 4-0, 24 x 16 = 4-24, 24 x 17 = 4-48, 24 x 18 = 4-72, 24 x 19 = 5-6, 24 x 20 = 5-30, 24 x 21 = 5-54, 24 x 22 = 5-78, 24 x 23 = 6-12, 24 x 24 = 6-36, 24 x 25 = 6-60, 24 x 26 = 6-84, 24 x 27 = 7-18, 24 x 28 = 7-42, 24 x 29 = 7-66, 24 x 30 = 8-0, 24 x 31 = 8-24, 24 x 32 = 8-48, 24 x 33 = 8-72, 24 x 34 = 9-6, 24 x 35 = 9-30, 24 x 36 = 9-54, 24 x 37 = 9-78, 24 x 38 = 10-12, 24 x 39 = 10-36, 24 x 40 = 10-60, 24 x 41 = 10-84, 24 x 42 = 11-18, 24 x 43 = 11-42, 24 x 44 = 11-66, 24 x 45 = 12-0, 24 x 46 = 12-24, 24 x 47 = 12-48, 24 x 48 = 12-72, 24 x 49 = 13-6, 24 x 50 = 13-30, 24 x 51 = 13-54, 24 x 52 = 13-78, 24 x 53 = 14-12, 24 x 54 = 14-36, 24 x 55 = 14-60, 24 x 56 = 14-84, 24 x 57 = 15-18, 24 x 58 = 15-42, 24 x 59 = 15-66, 24 x 60 = 16-0, 24 x 61 = 16-24, 24 x 62 = 16-48, 24 x 63 = 16-72, 24 x 64 = 17-6, 24 x 65 = 17-30, 24 x 66 = 17-54, 24 x 67 = 17-78, 24 x 68 = 18-12, 24 x 69 = 18-36, 24 x 70 = 18-60, 24 x 71 = 18-84, 24 x 72 = 19-18, 24 x 73 = 19-42, 24 x 74 = 19-66, 24 x 75 = 20-0, 24 x 76 = 20-24, 24 x 77 = 20-48, 24 x 78 = 20-72, 24 x 79 = 21-6, 24 x 80 = 21-30, 24 x 81 = 21-54, 24 x 82 = 21-78, 24 x 83 = 22-12, 24 x 84 = 22-36, 24 x 85 = 22-60, 24 x 86 = 22-84, 24 x 87 = 23-18, 24 x 88 = 23-42, 24 x 89 = 23-66, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-10, 25 x 5 = 1-35, 25 x 6 = 1-60, 25 x 7 = 1-85, 25 x 8 = 2-20, 25 x 9 = 2-45, 25 x 10 = 2-70, 25 x 11 = 3-5, 25 x 12 = 3-30, 25 x 13 = 3-55, 25 x 14 = 3-80, 25 x 15 = 4-15, 25 x 16 = 4-40, 25 x 17 = 4-65, 25 x 18 = 5-0, 25 x 19 = 5-25, 25 x 20 = 5-50, 25 x 21 = 5-75, 25 x 22 = 6-10, 25 x 23 = 6-35, 25 x 24 = 6-60, 25 x 25 = 6-85, 25 x 26 = 7-20, 25 x 27 = 7-45, 25 x 28 = 7-70, 25 x 29 = 8-5, 25 x 30 = 8-30, 25 x 31 = 8-55, 25 x 32 = 8-80, 25 x 33 = 9-15, 25 x 34 = 9-40, 25 x 35 = 9-65, 25 x 36 = 10-0, 25 x 37 = 10-25, 25 x 38 = 10-50, 25 x 39 = 10-75, 25 x 40 = 11-10, 25 x 41 = 11-35, 25 x 42 = 11-60, 25 x 43 = 11-85, 25 x 44 = 12-20, 25 x 45 = 12-45, 25 x 46 = 12-70, 25 x 47 = 13-5, 25 x 48 = 13-30, 25 x 49 = 13-55, 25 x 50 = 13-80, 25 x 51 = 14-15, 25 x 52 = 14-40, 25 x 53 = 14-65, 25 x 54 = 15-0, 25 x 55 = 15-25, 25 x 56 = 15-50, 25 x 57 = 15-75, 25 x 58 = 16-10, 25 x 59 = 16-35, 25 x 60 = 16-60, 25 x 61 = 16-85, 25 x 62 = 17-20, 25 x 63 = 17-45, 25 x 64 = 17-70, 25 x 65 = 18-5, 25 x 66 = 18-30, 25 x 67 = 18-55, 25 x 68 = 18-80, 25 x 69 = 19-15, 25 x 70 = 19-40, 25 x 71 = 19-65, 25 x 72 = 20-0, 25 x 73 = 20-25, 25 x 74 = 20-50, 25 x 75 = 20-75, 25 x 76 = 21-10, 25 x 77 = 21-35, 25 x 78 = 21-60, 25 x 79 = 21-85, 25 x 80 = 22-20, 25 x 81 = 22-45, 25 x 82 = 22-70, 25 x 83 = 23-5, 25 x 84 = 23-30, 25 x 85 = 23-55, 25 x 86 = 23-80, 25 x 87 = 24-15, 25 x 88 = 24-40, 25 x 89 = 24-65, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-14, 26 x 5 = 1-40, 26 x 6 = 1-66, 26 x 7 = 2-2, 26 x 8 = 2-28, 26 x 9 = 2-54, 26 x 10 = 2-80, 26 x 11 = 3-16, 26 x 12 = 3-42, 26 x 13 = 3-68, 26 x 14 = 4-4, 26 x 15 = 4-30, 26 x 16 = 4-56, 26 x 17 = 4-82, 26 x 18 = 5-18, 26 x 19 = 5-44, 26 x 20 = 5-70, 26 x 21 = 6-6, 26 x 22 = 6-32, 26 x 23 = 6-58, 26 x 24 = 6-84, 26 x 25 = 7-20, 26 x 26 = 7-46, 26 x 27 = 7-72, 26 x 28 = 8-8, 26 x 29 = 8-34, 26 x 30 = 8-60, 26 x 31 = 8-86, 26 x 32 = 9-22, 26 x 33 = 9-48, 26 x 34 = 9-74, 26 x 35 = 10-10, 26 x 36 = 10-36, 26 x 37 = 10-62, 26 x 38 = 10-88, 26 x 39 = 11-24, 26 x 40 = 11-50, 26 x 41 = 11-76, 26 x 42 = 12-12, 26 x 43 = 12-38, 26 x 44 = 12-64, 26 x 45 = 13-0, 26 x 46 = 13-26, 26 x 47 = 13-52, 26 x 48 = 13-78, 26 x 49 = 14-14, 26 x 50 = 14-40, 26 x 51 = 14-66, 26 x 52 = 15-2, 26 x 53 = 15-28, 26 x 54 = 15-54, 26 x 55 = 15-80, 26 x 56 = 16-16, 26 x 57 = 16-42, 26 x 58 = 16-68, 26 x 59 = 17-4, 26 x 60 = 17-30, 26 x 61 = 17-56, 26 x 62 = 17-82, 26 x 63 = 18-18, 26 x 64 = 18-44, 26 x 65 = 18-70, 26 x 66 = 19-6, 26 x 67 = 19-32, 26 x 68 = 19-58, 26 x 69 = 19-84, 26 x 70 = 20-20, 26 x 71 = 20-46, 26 x 72 = 20-72, 26 x 73 = 21-8, 26 x 74 = 21-34, 26 x 75 = 21-60, 26 x 76 = 21-86, 26 x 77 = 22-22, 26 x 78 = 22-48, 26 x 79 = 22-74, 26 x 80 = 23-10, 26 x 81 = 23-36, 26 x 82 = 23-62, 26 x 83 = 23-88, 26 x 84 = 24-24, 26 x 85 = 24-50, 26 x 86 = 24-76, 26 x 87 = 25-12, 26 x 88 = 25-38, 26 x 89 = 25-64, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-18, 27 x 5 = 1-45, 27 x 6 = 1-72, 27 x 7 = 2-9, 27 x 8 = 2-36, 27 x 9 = 2-63, 27 x 10 = 3-0, 27 x 11 = 3-27, 27 x 12 = 3-54, 27 x 13 = 3-81, 27 x 14 = 4-18, 27 x 15 = 4-45, 27 x 16 = 4-72, 27 x 17 = 5-9, 27 x 18 = 5-36, 27 x 19 = 5-63, 27 x 20 = 6-0, 27 x 21 = 6-27, 27 x 22 = 6-54, 27 x 23 = 6-81, 27 x 24 = 7-18, 27 x 25 = 7-45, 27 x 26 = 7-72, 27 x 27 = 8-9, 27 x 28 = 8-36, 27 x 29 = 8-63, 27 x 30 = 9-0, 27 x 31 = 9-27, 27 x 32 = 9-54, 27 x 33 = 9-81, 27 x 34 = 10-18, 27 x 35 = 10-45, 27 x 36 = 10-72, 27 x 37 = 11-9, 27 x 38 = 11-36, 27 x 39 = 11-63, 27 x 40 = 12-0, 27 x 41 = 12-27, 27 x 42 = 12-54, 27 x 43 = 12-81, 27 x 44 = 13-18, 27 x 45 = 13-45, 27 x 46 = 13-72, 27 x 47 = 14-9, 27 x 48 = 14-36, 27 x 49 = 14-63, 27 x 50 = 15-0, 27 x 51 = 15-27, 27 x 52 = 15-54, 27 x 53 = 15-81, 27 x 54 = 16-18, 27 x 55 = 16-45, 27 x 56 = 16-72, 27 x 57 = 17-9, 27 x 58 = 17-36, 27 x 59 = 17-63, 27 x 60 = 18-0, 27 x 61 = 18-27, 27 x 62 = 18-54, 27 x 63 = 18-81, 27 x 64 = 19-18, 27 x 65 = 19-45, 27 x 66 = 19-72, 27 x 67 = 20-9, 27 x 68 = 20-36, 27 x 69 = 20-63, 27 x 70 = 21-0, 27 x 71 = 21-27, 27 x 72 = 21-54, 27 x 73 = 21-81, 27 x 74 = 22-18, 27 x 75 = 22-45, 27 x 76 = 22-72, 27 x 77 = 23-9, 27 x 78 = 23-36, 27 x 79 = 23-63, 27 x 80 = 24-0, 27 x 81 = 24-27, 27 x 82 = 24-54, 27 x 83 = 24-81, 27 x 84 = 25-18, 27 x 85 = 25-45, 27 x 86 = 25-72, 27 x 87 = 26-9, 27 x 88 = 26-36, 27 x 89 = 26-63, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-22, 28 x 5 = 1-50, 28 x 6 = 1-78, 28 x 7 = 2-16, 28 x 8 = 2-44, 28 x 9 = 2-72, 28 x 10 = 3-10, 28 x 11 = 3-38, 28 x 12 = 3-66, 28 x 13 = 4-4, 28 x 14 = 4-32, 28 x 15 = 4-60, 28 x 16 = 4-88, 28 x 17 = 5-26, 28 x 18 = 5-54, 28 x 19 = 5-82, 28 x 20 = 6-20, 28 x 21 = 6-48, 28 x 22 = 6-76, 28 x 23 = 7-14, 28 x 24 = 7-42, 28 x 25 = 7-70, 28 x 26 = 8-8, 28 x 27 = 8-36, 28 x 28 = 8-64, 28 x 29 = 9-2, 28 x 30 = 9-30, 28 x 31 = 9-58, 28 x 32 = 9-86, 28 x 33 = 10-24, 28 x 34 = 10-52, 28 x 35 = 10-80, 28 x 36 = 11-18, 28 x 37 = 11-46, 28 x 38 = 11-74, 28 x 39 = 12-12, 28 x 40 = 12-40, 28 x 41 = 12-68, 28 x 42 = 13-6, 28 x 43 = 13-34, 28 x 44 = 13-62, 28 x 45 = 14-0, 28 x 46 = 14-28, 28 x 47 = 14-56, 28 x 48 = 14-84, 28 x 49 = 15-22, 28 x 50 = 15-50, 28 x 51 = 15-78, 28 x 52 = 16-16, 28 x 53 = 16-44, 28 x 54 = 16-72, 28 x 55 = 17-10, 28 x 56 = 17-38, 28 x 57 = 17-66, 28 x 58 = 18-4, 28 x 59 = 18-32, 28 x 60 = 18-60, 28 x 61 = 18-88, 28 x 62 = 19-26, 28 x 63 = 19-54, 28 x 64 = 19-82, 28 x 65 = 20-20, 28 x 66 = 20-48, 28 x 67 = 20-76, 28 x 68 = 21-14, 28 x 69 = 21-42, 28 x 70 = 21-70, 28 x 71 = 22-8, 28 x 72 = 22-36, 28 x 73 = 22-64, 28 x 74 = 23-2, 28 x 75 = 23-30, 28 x 76 = 23-58, 28 x 77 = 23-86, 28 x 78 = 24-24, 28 x 79 = 24-52, 28 x 80 = 24-80, 28 x 81 = 25-18, 28 x 82 = 25-46, 28 x 83 = 25-74, 28 x 84 = 26-12, 28 x 85 = 26-40, 28 x 86 = 26-68, 28 x 87 = 27-6, 28 x 88 = 27-34, 28 x 89 = 27-62, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-26, 29 x 5 = 1-55, 29 x 6 = 1-84, 29 x 7 = 2-23, 29 x 8 = 2-52, 29 x 9 = 2-81, 29 x 10 = 3-20, 29 x 11 = 3-49, 29 x 12 = 3-78, 29 x 13 = 4-17, 29 x 14 = 4-46, 29 x 15 = 4-75, 29 x 16 = 5-14, 29 x 17 = 5-43, 29 x 18 = 5-72, 29 x 19 = 6-11, 29 x 20 = 6-40, 29 x 21 = 6-69, 29 x 22 = 7-8, 29 x 23 = 7-37, 29 x 24 = 7-66, 29 x 25 = 8-5, 29 x 26 = 8-34, 29 x 27 = 8-63, 29 x 28 = 9-2, 29 x 29 = 9-31, 29 x 30 = 9-60, 29 x 31 = 9-89, 29 x 32 = 10-28, 29 x 33 = 10-57, 29 x 34 = 10-86, 29 x 35 = 11-25, 29 x 36 = 11-54, 29 x 37 = 11-83, 29 x 38 = 12-22, 29 x 39 = 12-51, 29 x 40 = 12-80, 29 x 41 = 13-19, 29 x 42 = 13-48, 29 x 43 = 13-77, 29 x 44 = 14-16, 29 x 45 = 14-45, 29 x 46 = 14-74, 29 x 47 = 15-13, 29 x 48 = 15-42, 29 x 49 = 15-71, 29 x 50 = 16-10, 29 x 51 = 16-39, 29 x 52 = 16-68, 29 x 53 = 17-7, 29 x 54 = 17-36, 29 x 55 = 17-65, 29 x 56 = 18-4, 29 x 57 = 18-33, 29 x 58 = 18-62, 29 x 59 = 19-1, 29 x 60 = 19-30, 29 x 61 = 19-59, 29 x 62 = 19-88, 29 x 63 = 20-27, 29 x 64 = 20-56, 29 x 65 = 20-85, 29 x 66 = 21-24, 29 x 67 = 21-53, 29 x 68 = 21-82, 29 x 69 = 22-21, 29 x 70 = 22-50, 29 x 71 = 22-79, 29 x 72 = 23-18, 29 x 73 = 23-47, 29 x 74 = 23-76, 29 x 75 = 24-15, 29 x 76 = 24-44, 29 x 77 = 24-73, 29 x 78 = 25-12, 29 x 79 = 25-41, 29 x 80 = 25-70, 29 x 81 = 26-9, 29 x 82 = 26-38, 29 x 83 = 26-67, 29 x 84 = 27-6, 29 x 85 = 27-35, 29 x 86 = 27-64, 29 x 87 = 28-3, 29 x 88 = 28-32, 29 x 89 = 28-61, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 1-0, 30 x 4 = 1-30, 30 x 5 = 1-60, 30 x 6 = 2-0, 30 x 7 = 2-30, 30 x 8 = 2-60, 30 x 9 = 3-0, 30 x 10 = 3-30, 30 x 11 = 3-60, 30 x 12 = 4-0, 30 x 13 = 4-30, 30 x 14 = 4-60, 30 x 15 = 5-0, 30 x 16 = 5-30, 30 x 17 = 5-60, 30 x 18 = 6-0, 30 x 19 = 6-30, 30 x 20 = 6-60, 30 x 21 = 7-0, 30 x 22 = 7-30, 30 x 23 = 7-60, 30 x 24 = 8-0, 30 x 25 = 8-30, 30 x 26 = 8-60, 30 x 27 = 9-0, 30 x 28 = 9-30, 30 x 29 = 9-60, 30 x 30 = 10-0, 30 x 31 = 10-30, 30 x 32 = 10-60, 30 x 33 = 11-0, 30 x 34 = 11-30, 30 x 35 = 11-60, 30 x 36 = 12-0, 30 x 37 = 12-30, 30 x 38 = 12-60, 30 x 39 = 13-0, 30 x 40 = 13-30, 30 x 41 = 13-60, 30 x 42 = 14-0, 30 x 43 = 14-30, 30 x 44 = 14-60, 30 x 45 = 15-0, 30 x 46 = 15-30, 30 x 47 = 15-60, 30 x 48 = 16-0, 30 x 49 = 16-30, 30 x 50 = 16-60, 30 x 51 = 17-0, 30 x 52 = 17-30, 30 x 53 = 17-60, 30 x 54 = 18-0, 30 x 55 = 18-30, 30 x 56 = 18-60, 30 x 57 = 19-0, 30 x 58 = 19-30, 30 x 59 = 19-60, 30 x 60 = 20-0, 30 x 61 = 20-30, 30 x 62 = 20-60, 30 x 63 = 21-0, 30 x 64 = 21-30, 30 x 65 = 21-60, 30 x 66 = 22-0, 30 x 67 = 22-30, 30 x 68 = 22-60, 30 x 69 = 23-0, 30 x 70 = 23-30, 30 x 71 = 23-60, 30 x 72 = 24-0, 30 x 73 = 24-30, 30 x 74 = 24-60, 30 x 75 = 25-0, 30 x 76 = 25-30, 30 x 77 = 25-60, 30 x 78 = 26-0, 30 x 79 = 26-30, 30 x 80 = 26-60, 30 x 81 = 27-0, 30 x 82 = 27-30, 30 x 83 = 27-60, 30 x 84 = 28-0, 30 x 85 = 28-30, 30 x 86 = 28-60, 30 x 87 = 29-0, 30 x 88 = 29-30, 30 x 89 = 29-60, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 1-3, 31 x 4 = 1-34, 31 x 5 = 1-65, 31 x 6 = 2-6, 31 x 7 = 2-37, 31 x 8 = 2-68, 31 x 9 = 3-9, 31 x 10 = 3-40, 31 x 11 = 3-71, 31 x 12 = 4-12, 31 x 13 = 4-43, 31 x 14 = 4-74, 31 x 15 = 5-15, 31 x 16 = 5-46, 31 x 17 = 5-77, 31 x 18 = 6-18, 31 x 19 = 6-49, 31 x 20 = 6-80, 31 x 21 = 7-21, 31 x 22 = 7-52, 31 x 23 = 7-83, 31 x 24 = 8-24, 31 x 25 = 8-55, 31 x 26 = 8-86, 31 x 27 = 9-27, 31 x 28 = 9-58, 31 x 29 = 9-89, 31 x 30 = 10-30, 31 x 31 = 10-61, 31 x 32 = 11-2, 31 x 33 = 11-33, 31 x 34 = 11-64, 31 x 35 = 12-5, 31 x 36 = 12-36, 31 x 37 = 12-67, 31 x 38 = 13-8, 31 x 39 = 13-39, 31 x 40 = 13-70, 31 x 41 = 14-11, 31 x 42 = 14-42, 31 x 43 = 14-73, 31 x 44 = 15-14, 31 x 45 = 15-45, 31 x 46 = 15-76, 31 x 47 = 16-17, 31 x 48 = 16-48, 31 x 49 = 16-79, 31 x 50 = 17-20, 31 x 51 = 17-51, 31 x 52 = 17-82, 31 x 53 = 18-23, 31 x 54 = 18-54, 31 x 55 = 18-85, 31 x 56 = 19-26, 31 x 57 = 19-57, 31 x 58 = 19-88, 31 x 59 = 20-29, 31 x 60 = 20-60, 31 x 61 = 21-1, 31 x 62 = 21-32, 31 x 63 = 21-63, 31 x 64 = 22-4, 31 x 65 = 22-35, 31 x 66 = 22-66, 31 x 67 = 23-7, 31 x 68 = 23-38, 31 x 69 = 23-69, 31 x 70 = 24-10, 31 x 71 = 24-41, 31 x 72 = 24-72, 31 x 73 = 25-13, 31 x 74 = 25-44, 31 x 75 = 25-75, 31 x 76 = 26-16, 31 x 77 = 26-47, 31 x 78 = 26-78, 31 x 79 = 27-19, 31 x 80 = 27-50, 31 x 81 = 27-81, 31 x 82 = 28-22, 31 x 83 = 28-53, 31 x 84 = 28-84, 31 x 85 = 29-25, 31 x 86 = 29-56, 31 x 87 = 29-87, 31 x 88 = 30-28, 31 x 89 = 30-59, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 1-6, 32 x 4 = 1-38, 32 x 5 = 1-70, 32 x 6 = 2-12, 32 x 7 = 2-44, 32 x 8 = 2-76, 32 x 9 = 3-18, 32 x 10 = 3-50, 32 x 11 = 3-82, 32 x 12 = 4-24, 32 x 13 = 4-56, 32 x 14 = 4-88, 32 x 15 = 5-30, 32 x 16 = 5-62, 32 x 17 = 6-4, 32 x 18 = 6-36, 32 x 19 = 6-68, 32 x 20 = 7-10, 32 x 21 = 7-42, 32 x 22 = 7-74, 32 x 23 = 8-16, 32 x 24 = 8-48, 32 x 25 = 8-80, 32 x 26 = 9-22, 32 x 27 = 9-54, 32 x 28 = 9-86, 32 x 29 = 10-28, 32 x 30 = 10-60, 32 x 31 = 11-2, 32 x 32 = 11-34, 32 x 33 = 11-66, 32 x 34 = 12-8, 32 x 35 = 12-40, 32 x 36 = 12-72, 32 x 37 = 13-14, 32 x 38 = 13-46, 32 x 39 = 13-78, 32 x 40 = 14-20, 32 x 41 = 14-52, 32 x 42 = 14-84, 32 x 43 = 15-26, 32 x 44 = 15-58, 32 x 45 = 16-0, 32 x 46 = 16-32, 32 x 47 = 16-64, 32 x 48 = 17-6, 32 x 49 = 17-38, 32 x 50 = 17-70, 32 x 51 = 18-12, 32 x 52 = 18-44, 32 x 53 = 18-76, 32 x 54 = 19-18, 32 x 55 = 19-50, 32 x 56 = 19-82, 32 x 57 = 20-24, 32 x 58 = 20-56, 32 x 59 = 20-88, 32 x 60 = 21-30, 32 x 61 = 21-62, 32 x 62 = 22-4, 32 x 63 = 22-36, 32 x 64 = 22-68, 32 x 65 = 23-10, 32 x 66 = 23-42, 32 x 67 = 23-74, 32 x 68 = 24-16, 32 x 69 = 24-48, 32 x 70 = 24-80, 32 x 71 = 25-22, 32 x 72 = 25-54, 32 x 73 = 25-86, 32 x 74 = 26-28, 32 x 75 = 26-60, 32 x 76 = 27-2, 32 x 77 = 27-34, 32 x 78 = 27-66, 32 x 79 = 28-8, 32 x 80 = 28-40, 32 x 81 = 28-72, 32 x 82 = 29-14, 32 x 83 = 29-46, 32 x 84 = 29-78, 32 x 85 = 30-20, 32 x 86 = 30-52, 32 x 87 = 30-84, 32 x 88 = 31-26, 32 x 89 = 31-58, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-9, 33 x 4 = 1-42, 33 x 5 = 1-75, 33 x 6 = 2-18, 33 x 7 = 2-51, 33 x 8 = 2-84, 33 x 9 = 3-27, 33 x 10 = 3-60, 33 x 11 = 4-3, 33 x 12 = 4-36, 33 x 13 = 4-69, 33 x 14 = 5-12, 33 x 15 = 5-45, 33 x 16 = 5-78, 33 x 17 = 6-21, 33 x 18 = 6-54, 33 x 19 = 6-87, 33 x 20 = 7-30, 33 x 21 = 7-63, 33 x 22 = 8-6, 33 x 23 = 8-39, 33 x 24 = 8-72, 33 x 25 = 9-15, 33 x 26 = 9-48, 33 x 27 = 9-81, 33 x 28 = 10-24, 33 x 29 = 10-57, 33 x 30 = 11-0, 33 x 31 = 11-33, 33 x 32 = 11-66, 33 x 33 = 12-9, 33 x 34 = 12-42, 33 x 35 = 12-75, 33 x 36 = 13-18, 33 x 37 = 13-51, 33 x 38 = 13-84, 33 x 39 = 14-27, 33 x 40 = 14-60, 33 x 41 = 15-3, 33 x 42 = 15-36, 33 x 43 = 15-69, 33 x 44 = 16-12, 33 x 45 = 16-45, 33 x 46 = 16-78, 33 x 47 = 17-21, 33 x 48 = 17-54, 33 x 49 = 17-87, 33 x 50 = 18-30, 33 x 51 = 18-63, 33 x 52 = 19-6, 33 x 53 = 19-39, 33 x 54 = 19-72, 33 x 55 = 20-15, 33 x 56 = 20-48, 33 x 57 = 20-81, 33 x 58 = 21-24, 33 x 59 = 21-57, 33 x 60 = 22-0, 33 x 61 = 22-33, 33 x 62 = 22-66, 33 x 63 = 23-9, 33 x 64 = 23-42, 33 x 65 = 23-75, 33 x 66 = 24-18, 33 x 67 = 24-51, 33 x 68 = 24-84, 33 x 69 = 25-27, 33 x 70 = 25-60, 33 x 71 = 26-3, 33 x 72 = 26-36, 33 x 73 = 26-69, 33 x 74 = 27-12, 33 x 75 = 27-45, 33 x 76 = 27-78, 33 x 77 = 28-21, 33 x 78 = 28-54, 33 x 79 = 28-87, 33 x 80 = 29-30, 33 x 81 = 29-63, 33 x 82 = 30-6, 33 x 83 = 30-39, 33 x 84 = 30-72, 33 x 85 = 31-15, 33 x 86 = 31-48, 33 x 87 = 31-81, 33 x 88 = 32-24, 33 x 89 = 32-57, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-12, 34 x 4 = 1-46, 34 x 5 = 1-80, 34 x 6 = 2-24, 34 x 7 = 2-58, 34 x 8 = 3-2, 34 x 9 = 3-36, 34 x 10 = 3-70, 34 x 11 = 4-14, 34 x 12 = 4-48, 34 x 13 = 4-82, 34 x 14 = 5-26, 34 x 15 = 5-60, 34 x 16 = 6-4, 34 x 17 = 6-38, 34 x 18 = 6-72, 34 x 19 = 7-16, 34 x 20 = 7-50, 34 x 21 = 7-84, 34 x 22 = 8-28, 34 x 23 = 8-62, 34 x 24 = 9-6, 34 x 25 = 9-40, 34 x 26 = 9-74, 34 x 27 = 10-18, 34 x 28 = 10-52, 34 x 29 = 10-86, 34 x 30 = 11-30, 34 x 31 = 11-64, 34 x 32 = 12-8, 34 x 33 = 12-42, 34 x 34 = 12-76, 34 x 35 = 13-20, 34 x 36 = 13-54, 34 x 37 = 13-88, 34 x 38 = 14-32, 34 x 39 = 14-66, 34 x 40 = 15-10, 34 x 41 = 15-44, 34 x 42 = 15-78, 34 x 43 = 16-22, 34 x 44 = 16-56, 34 x 45 = 17-0, 34 x 46 = 17-34, 34 x 47 = 17-68, 34 x 48 = 18-12, 34 x 49 = 18-46, 34 x 50 = 18-80, 34 x 51 = 19-24, 34 x 52 = 19-58, 34 x 53 = 20-2, 34 x 54 = 20-36, 34 x 55 = 20-70, 34 x 56 = 21-14, 34 x 57 = 21-48, 34 x 58 = 21-82, 34 x 59 = 22-26, 34 x 60 = 22-60, 34 x 61 = 23-4, 34 x 62 = 23-38, 34 x 63 = 23-72, 34 x 64 = 24-16, 34 x 65 = 24-50, 34 x 66 = 24-84, 34 x 67 = 25-28, 34 x 68 = 25-62, 34 x 69 = 26-6, 34 x 70 = 26-40, 34 x 71 = 26-74, 34 x 72 = 27-18, 34 x 73 = 27-52, 34 x 74 = 27-86, 34 x 75 = 28-30, 34 x 76 = 28-64, 34 x 77 = 29-8, 34 x 78 = 29-42, 34 x 79 = 29-76, 34 x 80 = 30-20, 34 x 81 = 30-54, 34 x 82 = 30-88, 34 x 83 = 31-32, 34 x 84 = 31-66, 34 x 85 = 32-10, 34 x 86 = 32-44, 34 x 87 = 32-78, 34 x 88 = 33-22, 34 x 89 = 33-56, 
