11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 1-9, 11 x 10 = 1-20, 11 x 11 = 1-31, 11 x 12 = 1-42, 11 x 13 = 1-53, 11 x 14 = 1-64, 11 x 15 = 1-75, 11 x 16 = 1-86, 11 x 17 = 2-7, 11 x 18 = 2-18, 11 x 19 = 2-29, 11 x 20 = 2-40, 11 x 21 = 2-51, 11 x 22 = 2-62, 11 x 23 = 2-73, 11 x 24 = 2-84, 11 x 25 = 3-5, 11 x 26 = 3-16, 11 x 27 = 3-27, 11 x 28 = 3-38, 11 x 29 = 3-49, 11 x 30 = 3-60, 11 x 31 = 3-71, 11 x 32 = 3-82, 11 x 33 = 4-3, 11 x 34 = 4-14, 11 x 35 = 4-25, 11 x 36 = 4-36, 11 x 37 = 4-47, 11 x 38 = 4-58, 11 x 39 = 4-69, 11 x 40 = 4-80, 11 x 41 = 5-1, 11 x 42 = 5-12, 11 x 43 = 5-23, 11 x 44 = 5-34, 11 x 45 = 5-45, 11 x 46 = 5-56, 11 x 47 = 5-67, 11 x 48 = 5-78, 11 x 49 = 5-89, 11 x 50 = 6-10, 11 x 51 = 6-21, 11 x 52 = 6-32, 11 x 53 = 6-43, 11 x 54 = 6-54, 11 x 55 = 6-65, 11 x 56 = 6-76, 11 x 57 = 6-87, 11 x 58 = 7-8, 11 x 59 = 7-19, 11 x 60 = 7-30, 11 x 61 = 7-41, 11 x 62 = 7-52, 11 x 63 = 7-63, 11 x 64 = 7-74, 11 x 65 = 7-85, 11 x 66 = 8-6, 11 x 67 = 8-17, 11 x 68 = 8-28, 11 x 69 = 8-39, 11 x 70 = 8-50, 11 x 71 = 8-61, 11 x 72 = 8-72, 11 x 73 = 8-83, 11 x 74 = 9-4, 11 x 75 = 9-15, 11 x 76 = 9-26, 11 x 77 = 9-37, 11 x 78 = 9-48, 11 x 79 = 9-59, 11 x 80 = 9-70, 11 x 81 = 9-81, 11 x 82 = 10-2, 11 x 83 = 10-13, 11 x 84 = 10-24, 11 x 85 = 10-35, 11 x 86 = 10-46, 11 x 87 = 10-57, 11 x 88 = 10-68, 11 x 89 = 10-79, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 1-6, 12 x 9 = 1-18, 12 x 10 = 1-30, 12 x 11 = 1-42, 12 x 12 = 1-54, 12 x 13 = 1-66, 12 x 14 = 1-78, 12 x 15 = 2-0, 12 x 16 = 2-12, 12 x 17 = 2-24, 12 x 18 = 2-36, 12 x 19 = 2-48, 12 x 20 = 2-60, 12 x 21 = 2-72, 12 x 22 = 2-84, 12 x 23 = 3-6, 12 x 24 = 3-18, 12 x 25 = 3-30, 12 x 26 = 3-42, 12 x 27 = 3-54, 12 x 28 = 3-66, 12 x 29 = 3-78, 12 x 30 = 4-0, 12 x 31 = 4-12, 12 x 32 = 4-24, 12 x 33 = 4-36, 12 x 34 = 4-48, 12 x 35 = 4-60, 12 x 36 = 4-72, 12 x 37 = 4-84, 12 x 38 = 5-6, 12 x 39 = 5-18, 12 x 40 = 5-30, 12 x 41 = 5-42, 12 x 42 = 5-54, 12 x 43 = 5-66, 12 x 44 = 5-78, 12 x 45 = 6-0, 12 x 46 = 6-12, 12 x 47 = 6-24, 12 x 48 = 6-36, 12 x 49 = 6-48, 12 x 50 = 6-60, 12 x 51 = 6-72, 12 x 52 = 6-84, 12 x 53 = 7-6, 12 x 54 = 7-18, 12 x 55 = 7-30, 12 x 56 = 7-42, 12 x 57 = 7-54, 12 x 58 = 7-66, 12 x 59 = 7-78, 12 x 60 = 8-0, 12 x 61 = 8-12, 12 x 62 = 8-24, 12 x 63 = 8-36, 12 x 64 = 8-48, 12 x 65 = 8-60, 12 x 66 = 8-72, 12 x 67 = 8-84, 12 x 68 = 9-6, 12 x 69 = 9-18, 12 x 70 = 9-30, 12 x 71 = 9-42, 12 x 72 = 9-54, 12 x 73 = 9-66, 12 x 74 = 9-78, 12 x 75 = 10-0, 12 x 76 = 10-12, 12 x 77 = 10-24, 12 x 78 = 10-36, 12 x 79 = 10-48, 12 x 80 = 10-60, 12 x 81 = 10-72, 12 x 82 = 10-84, 12 x 83 = 11-6, 12 x 84 = 11-18, 12 x 85 = 11-30, 12 x 86 = 11-42, 12 x 87 = 11-54, 12 x 88 = 11-66, 12 x 89 = 11-78, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 1-1, 13 x 8 = 1-14, 13 x 9 = 1-27, 13 x 10 = 1-40, 13 x 11 = 1-53, 13 x 12 = 1-66, 13 x 13 = 1-79, 13 x 14 = 2-2, 13 x 15 = 2-15, 13 x 16 = 2-28, 13 x 17 = 2-41, 13 x 18 = 2-54, 13 x 19 = 2-67, 13 x 20 = 2-80, 13 x 21 = 3-3, 13 x 22 = 3-16, 13 x 23 = 3-29, 13 x 24 = 3-42, 13 x 25 = 3-55, 13 x 26 = 3-68, 13 x 27 = 3-81, 13 x 28 = 4-4, 13 x 29 = 4-17, 13 x 30 = 4-30, 13 x 31 = 4-43, 13 x 32 = 4-56, 13 x 33 = 4-69, 13 x 34 = 4-82, 13 x 35 = 5-5, 13 x 36 = 5-18, 13 x 37 = 5-31, 13 x 38 = 5-44, 13 x 39 = 5-57, 13 x 40 = 5-70, 13 x 41 = 5-83, 13 x 42 = 6-6, 13 x 43 = 6-19, 13 x 44 = 6-32, 13 x 45 = 6-45, 13 x 46 = 6-58, 13 x 47 = 6-71, 13 x 48 = 6-84, 13 x 49 = 7-7, 13 x 50 = 7-20, 13 x 51 = 7-33, 13 x 52 = 7-46, 13 x 53 = 7-59, 13 x 54 = 7-72, 13 x 55 = 7-85, 13 x 56 = 8-8, 13 x 57 = 8-21, 13 x 58 = 8-34, 13 x 59 = 8-47, 13 x 60 = 8-60, 13 x 61 = 8-73, 13 x 62 = 8-86, 13 x 63 = 9-9, 13 x 64 = 9-22, 13 x 65 = 9-35, 13 x 66 = 9-48, 13 x 67 = 9-61, 13 x 68 = 9-74, 13 x 69 = 9-87, 13 x 70 = 10-10, 13 x 71 = 10-23, 13 x 72 = 10-36, 13 x 73 = 10-49, 13 x 74 = 10-62, 13 x 75 = 10-75, 13 x 76 = 10-88, 13 x 77 = 11-11, 13 x 78 = 11-24, 13 x 79 = 11-37, 13 x 80 = 11-50, 13 x 81 = 11-63, 13 x 82 = 11-76, 13 x 83 = 11-89, 13 x 84 = 12-12, 13 x 85 = 12-25, 13 x 86 = 12-38, 13 x 87 = 12-51, 13 x 88 = 12-64, 13 x 89 = 12-77, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 1-8, 14 x 8 = 1-22, 14 x 9 = 1-36, 14 x 10 = 1-50, 14 x 11 = 1-64, 14 x 12 = 1-78, 14 x 13 = 2-2, 14 x 14 = 2-16, 14 x 15 = 2-30, 14 x 16 = 2-44, 14 x 17 = 2-58, 14 x 18 = 2-72, 14 x 19 = 2-86, 14 x 20 = 3-10, 14 x 21 = 3-24, 14 x 22 = 3-38, 14 x 23 = 3-52, 14 x 24 = 3-66, 14 x 25 = 3-80, 14 x 26 = 4-4, 14 x 27 = 4-18, 14 x 28 = 4-32, 14 x 29 = 4-46, 14 x 30 = 4-60, 14 x 31 = 4-74, 14 x 32 = 4-88, 14 x 33 = 5-12, 14 x 34 = 5-26, 14 x 35 = 5-40, 14 x 36 = 5-54, 14 x 37 = 5-68, 14 x 38 = 5-82, 14 x 39 = 6-6, 14 x 40 = 6-20, 14 x 41 = 6-34, 14 x 42 = 6-48, 14 x 43 = 6-62, 14 x 44 = 6-76, 14 x 45 = 7-0, 14 x 46 = 7-14, 14 x 47 = 7-28, 14 x 48 = 7-42, 14 x 49 = 7-56, 14 x 50 = 7-70, 14 x 51 = 7-84, 14 x 52 = 8-8, 14 x 53 = 8-22, 14 x 54 = 8-36, 14 x 55 = 8-50, 14 x 56 = 8-64, 14 x 57 = 8-78, 14 x 58 = 9-2, 14 x 59 = 9-16, 14 x 60 = 9-30, 14 x 61 = 9-44, 14 x 62 = 9-58, 14 x 63 = 9-72, 14 x 64 = 9-86, 14 x 65 = 10-10, 14 x 66 = 10-24, 14 x 67 = 10-38, 14 x 68 = 10-52, 14 x 69 = 10-66, 14 x 70 = 10-80, 14 x 71 = 11-4, 14 x 72 = 11-18, 14 x 73 = 11-32, 14 x 74 = 11-46, 14 x 75 = 11-60, 14 x 76 = 11-74, 14 x 77 = 11-88, 14 x 78 = 12-12, 14 x 79 = 12-26, 14 x 80 = 12-40, 14 x 81 = 12-54, 14 x 82 = 12-68, 14 x 83 = 12-82, 14 x 84 = 13-6, 14 x 85 = 13-20, 14 x 86 = 13-34, 14 x 87 = 13-48, 14 x 88 = 13-62, 14 x 89 = 13-76, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 1-0, 15 x 7 = 1-15, 15 x 8 = 1-30, 15 x 9 = 1-45, 15 x 10 = 1-60, 15 x 11 = 1-75, 15 x 12 = 2-0, 15 x 13 = 2-15, 15 x 14 = 2-30, 15 x 15 = 2-45, 15 x 16 = 2-60, 15 x 17 = 2-75, 15 x 18 = 3-0, 15 x 19 = 3-15, 15 x 20 = 3-30, 15 x 21 = 3-45, 15 x 22 = 3-60, 15 x 23 = 3-75, 15 x 24 = 4-0, 15 x 25 = 4-15, 15 x 26 = 4-30, 15 x 27 = 4-45, 15 x 28 = 4-60, 15 x 29 = 4-75, 15 x 30 = 5-0, 15 x 31 = 5-15, 15 x 32 = 5-30, 15 x 33 = 5-45, 15 x 34 = 5-60, 15 x 35 = 5-75, 15 x 36 = 6-0, 15 x 37 = 6-15, 15 x 38 = 6-30, 15 x 39 = 6-45, 15 x 40 = 6-60, 15 x 41 = 6-75, 15 x 42 = 7-0, 15 x 43 = 7-15, 15 x 44 = 7-30, 15 x 45 = 7-45, 15 x 46 = 7-60, 15 x 47 = 7-75, 15 x 48 = 8-0, 15 x 49 = 8-15, 15 x 50 = 8-30, 15 x 51 = 8-45, 15 x 52 = 8-60, 15 x 53 = 8-75, 15 x 54 = 9-0, 15 x 55 = 9-15, 15 x 56 = 9-30, 15 x 57 = 9-45, 15 x 58 = 9-60, 15 x 59 = 9-75, 15 x 60 = 10-0, 15 x 61 = 10-15, 15 x 62 = 10-30, 15 x 63 = 10-45, 15 x 64 = 10-60, 15 x 65 = 10-75, 15 x 66 = 11-0, 15 x 67 = 11-15, 15 x 68 = 11-30, 15 x 69 = 11-45, 15 x 70 = 11-60, 15 x 71 = 11-75, 15 x 72 = 12-0, 15 x 73 = 12-15, 15 x 74 = 12-30, 15 x 75 = 12-45, 15 x 76 = 12-60, 15 x 77 = 12-75, 15 x 78 = 13-0, 15 x 79 = 13-15, 15 x 80 = 13-30, 15 x 81 = 13-45, 15 x 82 = 13-60, 15 x 83 = 13-75, 15 x 84 = 14-0, 15 x 85 = 14-15, 15 x 86 = 14-30, 15 x 87 = 14-45, 15 x 88 = 14-60, 15 x 89 = 14-75, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 1-6, 16 x 7 = 1-22, 16 x 8 = 1-38, 16 x 9 = 1-54, 16 x 10 = 1-70, 16 x 11 = 1-86, 16 x 12 = 2-12, 16 x 13 = 2-28, 16 x 14 = 2-44, 16 x 15 = 2-60, 16 x 16 = 2-76, 16 x 17 = 3-2, 16 x 18 = 3-18, 16 x 19 = 3-34, 16 x 20 = 3-50, 16 x 21 = 3-66, 16 x 22 = 3-82, 16 x 23 = 4-8, 16 x 24 = 4-24, 16 x 25 = 4-40, 16 x 26 = 4-56, 16 x 27 = 4-72, 16 x 28 = 4-88, 16 x 29 = 5-14, 16 x 30 = 5-30, 16 x 31 = 5-46, 16 x 32 = 5-62, 16 x 33 = 5-78, 16 x 34 = 6-4, 16 x 35 = 6-20, 16 x 36 = 6-36, 16 x 37 = 6-52, 16 x 38 = 6-68, 16 x 39 = 6-84, 16 x 40 = 7-10, 16 x 41 = 7-26, 16 x 42 = 7-42, 16 x 43 = 7-58, 16 x 44 = 7-74, 16 x 45 = 8-0, 16 x 46 = 8-16, 16 x 47 = 8-32, 16 x 48 = 8-48, 16 x 49 = 8-64, 16 x 50 = 8-80, 16 x 51 = 9-6, 16 x 52 = 9-22, 16 x 53 = 9-38, 16 x 54 = 9-54, 16 x 55 = 9-70, 16 x 56 = 9-86, 16 x 57 = 10-12, 16 x 58 = 10-28, 16 x 59 = 10-44, 16 x 60 = 10-60, 16 x 61 = 10-76, 16 x 62 = 11-2, 16 x 63 = 11-18, 16 x 64 = 11-34, 16 x 65 = 11-50, 16 x 66 = 11-66, 16 x 67 = 11-82, 16 x 68 = 12-8, 16 x 69 = 12-24, 16 x 70 = 12-40, 16 x 71 = 12-56, 16 x 72 = 12-72, 16 x 73 = 12-88, 16 x 74 = 13-14, 16 x 75 = 13-30, 16 x 76 = 13-46, 16 x 77 = 13-62, 16 x 78 = 13-78, 16 x 79 = 14-4, 16 x 80 = 14-20, 16 x 81 = 14-36, 16 x 82 = 14-52, 16 x 83 = 14-68, 16 x 84 = 14-84, 16 x 85 = 15-10, 16 x 86 = 15-26, 16 x 87 = 15-42, 16 x 88 = 15-58, 16 x 89 = 15-74, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-12, 17 x 7 = 1-29, 17 x 8 = 1-46, 17 x 9 = 1-63, 17 x 10 = 1-80, 17 x 11 = 2-7, 17 x 12 = 2-24, 17 x 13 = 2-41, 17 x 14 = 2-58, 17 x 15 = 2-75, 17 x 16 = 3-2, 17 x 17 = 3-19, 17 x 18 = 3-36, 17 x 19 = 3-53, 17 x 20 = 3-70, 17 x 21 = 3-87, 17 x 22 = 4-14, 17 x 23 = 4-31, 17 x 24 = 4-48, 17 x 25 = 4-65, 17 x 26 = 4-82, 17 x 27 = 5-9, 17 x 28 = 5-26, 17 x 29 = 5-43, 17 x 30 = 5-60, 17 x 31 = 5-77, 17 x 32 = 6-4, 17 x 33 = 6-21, 17 x 34 = 6-38, 17 x 35 = 6-55, 17 x 36 = 6-72, 17 x 37 = 6-89, 17 x 38 = 7-16, 17 x 39 = 7-33, 17 x 40 = 7-50, 17 x 41 = 7-67, 17 x 42 = 7-84, 17 x 43 = 8-11, 17 x 44 = 8-28, 17 x 45 = 8-45, 17 x 46 = 8-62, 17 x 47 = 8-79, 17 x 48 = 9-6, 17 x 49 = 9-23, 17 x 50 = 9-40, 17 x 51 = 9-57, 17 x 52 = 9-74, 17 x 53 = 10-1, 17 x 54 = 10-18, 17 x 55 = 10-35, 17 x 56 = 10-52, 17 x 57 = 10-69, 17 x 58 = 10-86, 17 x 59 = 11-13, 17 x 60 = 11-30, 17 x 61 = 11-47, 17 x 62 = 11-64, 17 x 63 = 11-81, 17 x 64 = 12-8, 17 x 65 = 12-25, 17 x 66 = 12-42, 17 x 67 = 12-59, 17 x 68 = 12-76, 17 x 69 = 13-3, 17 x 70 = 13-20, 17 x 71 = 13-37, 17 x 72 = 13-54, 17 x 73 = 13-71, 17 x 74 = 13-88, 17 x 75 = 14-15, 17 x 76 = 14-32, 17 x 77 = 14-49, 17 x 78 = 14-66, 17 x 79 = 14-83, 17 x 80 = 15-10, 17 x 81 = 15-27, 17 x 82 = 15-44, 17 x 83 = 15-61, 17 x 84 = 15-78, 17 x 85 = 16-5, 17 x 86 = 16-22, 17 x 87 = 16-39, 17 x 88 = 16-56, 17 x 89 = 16-73, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 1-0, 18 x 6 = 1-18, 18 x 7 = 1-36, 18 x 8 = 1-54, 18 x 9 = 1-72, 18 x 10 = 2-0, 18 x 11 = 2-18, 18 x 12 = 2-36, 18 x 13 = 2-54, 18 x 14 = 2-72, 18 x 15 = 3-0, 18 x 16 = 3-18, 18 x 17 = 3-36, 18 x 18 = 3-54, 18 x 19 = 3-72, 18 x 20 = 4-0, 18 x 21 = 4-18, 18 x 22 = 4-36, 18 x 23 = 4-54, 18 x 24 = 4-72, 18 x 25 = 5-0, 18 x 26 = 5-18, 18 x 27 = 5-36, 18 x 28 = 5-54, 18 x 29 = 5-72, 18 x 30 = 6-0, 18 x 31 = 6-18, 18 x 32 = 6-36, 18 x 33 = 6-54, 18 x 34 = 6-72, 18 x 35 = 7-0, 18 x 36 = 7-18, 18 x 37 = 7-36, 18 x 38 = 7-54, 18 x 39 = 7-72, 18 x 40 = 8-0, 18 x 41 = 8-18, 18 x 42 = 8-36, 18 x 43 = 8-54, 18 x 44 = 8-72, 18 x 45 = 9-0, 18 x 46 = 9-18, 18 x 47 = 9-36, 18 x 48 = 9-54, 18 x 49 = 9-72, 18 x 50 = 10-0, 18 x 51 = 10-18, 18 x 52 = 10-36, 18 x 53 = 10-54, 18 x 54 = 10-72, 18 x 55 = 11-0, 18 x 56 = 11-18, 18 x 57 = 11-36, 18 x 58 = 11-54, 18 x 59 = 11-72, 18 x 60 = 12-0, 18 x 61 = 12-18, 18 x 62 = 12-36, 18 x 63 = 12-54, 18 x 64 = 12-72, 18 x 65 = 13-0, 18 x 66 = 13-18, 18 x 67 = 13-36, 18 x 68 = 13-54, 18 x 69 = 13-72, 18 x 70 = 14-0, 18 x 71 = 14-18, 18 x 72 = 14-36, 18 x 73 = 14-54, 18 x 74 = 14-72, 18 x 75 = 15-0, 18 x 76 = 15-18, 18 x 77 = 15-36, 18 x 78 = 15-54, 18 x 79 = 15-72, 18 x 80 = 16-0, 18 x 81 = 16-18, 18 x 82 = 16-36, 18 x 83 = 16-54, 18 x 84 = 16-72, 18 x 85 = 17-0, 18 x 86 = 17-18, 18 x 87 = 17-36, 18 x 88 = 17-54, 18 x 89 = 17-72, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 1-5, 19 x 6 = 1-24, 19 x 7 = 1-43, 19 x 8 = 1-62, 19 x 9 = 1-81, 19 x 10 = 2-10, 19 x 11 = 2-29, 19 x 12 = 2-48, 19 x 13 = 2-67, 19 x 14 = 2-86, 19 x 15 = 3-15, 19 x 16 = 3-34, 19 x 17 = 3-53, 19 x 18 = 3-72, 19 x 19 = 4-1, 19 x 20 = 4-20, 19 x 21 = 4-39, 19 x 22 = 4-58, 19 x 23 = 4-77, 19 x 24 = 5-6, 19 x 25 = 5-25, 19 x 26 = 5-44, 19 x 27 = 5-63, 19 x 28 = 5-82, 19 x 29 = 6-11, 19 x 30 = 6-30, 19 x 31 = 6-49, 19 x 32 = 6-68, 19 x 33 = 6-87, 19 x 34 = 7-16, 19 x 35 = 7-35, 19 x 36 = 7-54, 19 x 37 = 7-73, 19 x 38 = 8-2, 19 x 39 = 8-21, 19 x 40 = 8-40, 19 x 41 = 8-59, 19 x 42 = 8-78, 19 x 43 = 9-7, 19 x 44 = 9-26, 19 x 45 = 9-45, 19 x 46 = 9-64, 19 x 47 = 9-83, 19 x 48 = 10-12, 19 x 49 = 10-31, 19 x 50 = 10-50, 19 x 51 = 10-69, 19 x 52 = 10-88, 19 x 53 = 11-17, 19 x 54 = 11-36, 19 x 55 = 11-55, 19 x 56 = 11-74, 19 x 57 = 12-3, 19 x 58 = 12-22, 19 x 59 = 12-41, 19 x 60 = 12-60, 19 x 61 = 12-79, 19 x 62 = 13-8, 19 x 63 = 13-27, 19 x 64 = 13-46, 19 x 65 = 13-65, 19 x 66 = 13-84, 19 x 67 = 14-13, 19 x 68 = 14-32, 19 x 69 = 14-51, 19 x 70 = 14-70, 19 x 71 = 14-89, 19 x 72 = 15-18, 19 x 73 = 15-37, 19 x 74 = 15-56, 19 x 75 = 15-75, 19 x 76 = 16-4, 19 x 77 = 16-23, 19 x 78 = 16-42, 19 x 79 = 16-61, 19 x 80 = 16-80, 19 x 81 = 17-9, 19 x 82 = 17-28, 19 x 83 = 17-47, 19 x 84 = 17-66, 19 x 85 = 17-85, 19 x 86 = 18-14, 19 x 87 = 18-33, 19 x 88 = 18-52, 19 x 89 = 18-71, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-10, 20 x 6 = 1-30, 20 x 7 = 1-50, 20 x 8 = 1-70, 20 x 9 = 2-0, 20 x 10 = 2-20, 20 x 11 = 2-40, 20 x 12 = 2-60, 20 x 13 = 2-80, 20 x 14 = 3-10, 20 x 15 = 3-30, 20 x 16 = 3-50, 20 x 17 = 3-70, 20 x 18 = 4-0, 20 x 19 = 4-20, 20 x 20 = 4-40, 20 x 21 = 4-60, 20 x 22 = 4-80, 20 x 23 = 5-10, 20 x 24 = 5-30, 20 x 25 = 5-50, 20 x 26 = 5-70, 20 x 27 = 6-0, 20 x 28 = 6-20, 20 x 29 = 6-40, 20 x 30 = 6-60, 20 x 31 = 6-80, 20 x 32 = 7-10, 20 x 33 = 7-30, 20 x 34 = 7-50, 20 x 35 = 7-70, 20 x 36 = 8-0, 20 x 37 = 8-20, 20 x 38 = 8-40, 20 x 39 = 8-60, 20 x 40 = 8-80, 20 x 41 = 9-10, 20 x 42 = 9-30, 20 x 43 = 9-50, 20 x 44 = 9-70, 20 x 45 = 10-0, 20 x 46 = 10-20, 20 x 47 = 10-40, 20 x 48 = 10-60, 20 x 49 = 10-80, 20 x 50 = 11-10, 20 x 51 = 11-30, 20 x 52 = 11-50, 20 x 53 = 11-70, 20 x 54 = 12-0, 20 x 55 = 12-20, 20 x 56 = 12-40, 20 x 57 = 12-60, 20 x 58 = 12-80, 20 x 59 = 13-10, 20 x 60 = 13-30, 20 x 61 = 13-50, 20 x 62 = 13-70, 20 x 63 = 14-0, 20 x 64 = 14-20, 20 x 65 = 14-40, 20 x 66 = 14-60, 20 x 67 = 14-80, 20 x 68 = 15-10, 20 x 69 = 15-30, 20 x 70 = 15-50, 20 x 71 = 15-70, 20 x 72 = 16-0, 20 x 73 = 16-20, 20 x 74 = 16-40, 20 x 75 = 16-60, 20 x 76 = 16-80, 20 x 77 = 17-10, 20 x 78 = 17-30, 20 x 79 = 17-50, 20 x 80 = 17-70, 20 x 81 = 18-0, 20 x 82 = 18-20, 20 x 83 = 18-40, 20 x 84 = 18-60, 20 x 85 = 18-80, 20 x 86 = 19-10, 20 x 87 = 19-30, 20 x 88 = 19-50, 20 x 89 = 19-70, 
21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-15, 21 x 6 = 1-36, 21 x 7 = 1-57, 21 x 8 = 1-78, 21 x 9 = 2-9, 21 x 10 = 2-30, 21 x 11 = 2-51, 21 x 12 = 2-72, 21 x 13 = 3-3, 21 x 14 = 3-24, 21 x 15 = 3-45, 21 x 16 = 3-66, 21 x 17 = 3-87, 21 x 18 = 4-18, 21 x 19 = 4-39, 21 x 20 = 4-60, 21 x 21 = 4-81, 21 x 22 = 5-12, 21 x 23 = 5-33, 21 x 24 = 5-54, 21 x 25 = 5-75, 21 x 26 = 6-6, 21 x 27 = 6-27, 21 x 28 = 6-48, 21 x 29 = 6-69, 21 x 30 = 7-0, 21 x 31 = 7-21, 21 x 32 = 7-42, 21 x 33 = 7-63, 21 x 34 = 7-84, 21 x 35 = 8-15, 21 x 36 = 8-36, 21 x 37 = 8-57, 21 x 38 = 8-78, 21 x 39 = 9-9, 21 x 40 = 9-30, 21 x 41 = 9-51, 21 x 42 = 9-72, 21 x 43 = 10-3, 21 x 44 = 10-24, 21 x 45 = 10-45, 21 x 46 = 10-66, 21 x 47 = 10-87, 21 x 48 = 11-18, 21 x 49 = 11-39, 21 x 50 = 11-60, 21 x 51 = 11-81, 21 x 52 = 12-12, 21 x 53 = 12-33, 21 x 54 = 12-54, 21 x 55 = 12-75, 21 x 56 = 13-6, 21 x 57 = 13-27, 21 x 58 = 13-48, 21 x 59 = 13-69, 21 x 60 = 14-0, 21 x 61 = 14-21, 21 x 62 = 14-42, 21 x 63 = 14-63, 21 x 64 = 14-84, 21 x 65 = 15-15, 21 x 66 = 15-36, 21 x 67 = 15-57, 21 x 68 = 15-78, 21 x 69 = 16-9, 21 x 70 = 16-30, 21 x 71 = 16-51, 21 x 72 = 16-72, 21 x 73 = 17-3, 21 x 74 = 17-24, 21 x 75 = 17-45, 21 x 76 = 17-66, 21 x 77 = 17-87, 21 x 78 = 18-18, 21 x 79 = 18-39, 21 x 80 = 18-60, 21 x 81 = 18-81, 21 x 82 = 19-12, 21 x 83 = 19-33, 21 x 84 = 19-54, 21 x 85 = 19-75, 21 x 86 = 20-6, 21 x 87 = 20-27, 21 x 88 = 20-48, 21 x 89 = 20-69, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-20, 22 x 6 = 1-42, 22 x 7 = 1-64, 22 x 8 = 1-86, 22 x 9 = 2-18, 22 x 10 = 2-40, 22 x 11 = 2-62, 22 x 12 = 2-84, 22 x 13 = 3-16, 22 x 14 = 3-38, 22 x 15 = 3-60, 22 x 16 = 3-82, 22 x 17 = 4-14, 22 x 18 = 4-36, 22 x 19 = 4-58, 22 x 20 = 4-80, 22 x 21 = 5-12, 22 x 22 = 5-34, 22 x 23 = 5-56, 22 x 24 = 5-78, 22 x 25 = 6-10, 22 x 26 = 6-32, 22 x 27 = 6-54, 22 x 28 = 6-76, 22 x 29 = 7-8, 22 x 30 = 7-30, 22 x 31 = 7-52, 22 x 32 = 7-74, 22 x 33 = 8-6, 22 x 34 = 8-28, 22 x 35 = 8-50, 22 x 36 = 8-72, 22 x 37 = 9-4, 22 x 38 = 9-26, 22 x 39 = 9-48, 22 x 40 = 9-70, 22 x 41 = 10-2, 22 x 42 = 10-24, 22 x 43 = 10-46, 22 x 44 = 10-68, 22 x 45 = 11-0, 22 x 46 = 11-22, 22 x 47 = 11-44, 22 x 48 = 11-66, 22 x 49 = 11-88, 22 x 50 = 12-20, 22 x 51 = 12-42, 22 x 52 = 12-64, 22 x 53 = 12-86, 22 x 54 = 13-18, 22 x 55 = 13-40, 22 x 56 = 13-62, 22 x 57 = 13-84, 22 x 58 = 14-16, 22 x 59 = 14-38, 22 x 60 = 14-60, 22 x 61 = 14-82, 22 x 62 = 15-14, 22 x 63 = 15-36, 22 x 64 = 15-58, 22 x 65 = 15-80, 22 x 66 = 16-12, 22 x 67 = 16-34, 22 x 68 = 16-56, 22 x 69 = 16-78, 22 x 70 = 17-10, 22 x 71 = 17-32, 22 x 72 = 17-54, 22 x 73 = 17-76, 22 x 74 = 18-8, 22 x 75 = 18-30, 22 x 76 = 18-52, 22 x 77 = 18-74, 22 x 78 = 19-6, 22 x 79 = 19-28, 22 x 80 = 19-50, 22 x 81 = 19-72, 22 x 82 = 20-4, 22 x 83 = 20-26, 22 x 84 = 20-48, 22 x 85 = 20-70, 22 x 86 = 21-2, 22 x 87 = 21-24, 22 x 88 = 21-46, 22 x 89 = 21-68, 
