27 x 1 = 0-27, 27 x 2 = 1-12, 27 x 3 = 1-39, 27 x 4 = 2-24, 27 x 5 = 3-9, 27 x 6 = 3-36, 27 x 7 = 4-21, 27 x 8 = 5-6, 27 x 9 = 5-33, 27 x 10 = 6-18, 27 x 11 = 7-3, 27 x 12 = 7-30, 27 x 13 = 8-15, 27 x 14 = 9-0, 27 x 15 = 9-27, 27 x 16 = 10-12, 27 x 17 = 10-39, 27 x 18 = 11-24, 27 x 19 = 12-9, 27 x 20 = 12-36, 27 x 21 = 13-21, 27 x 22 = 14-6, 27 x 23 = 14-33, 27 x 24 = 15-18, 27 x 25 = 16-3, 27 x 26 = 16-30, 27 x 27 = 17-15, 27 x 28 = 18-0, 27 x 29 = 18-27, 27 x 30 = 19-12, 27 x 31 = 19-39, 27 x 32 = 20-24, 27 x 33 = 21-9, 27 x 34 = 21-36, 27 x 35 = 22-21, 27 x 36 = 23-6, 27 x 37 = 23-33, 27 x 38 = 24-18, 27 x 39 = 25-3, 27 x 40 = 25-30, 27 x 41 = 26-15, 
28 x 1 = 0-28, 28 x 2 = 1-14, 28 x 3 = 2-0, 28 x 4 = 2-28, 28 x 5 = 3-14, 28 x 6 = 4-0, 28 x 7 = 4-28, 28 x 8 = 5-14, 28 x 9 = 6-0, 28 x 10 = 6-28, 28 x 11 = 7-14, 28 x 12 = 8-0, 28 x 13 = 8-28, 28 x 14 = 9-14, 28 x 15 = 10-0, 28 x 16 = 10-28, 28 x 17 = 11-14, 28 x 18 = 12-0, 28 x 19 = 12-28, 28 x 20 = 13-14, 28 x 21 = 14-0, 28 x 22 = 14-28, 28 x 23 = 15-14, 28 x 24 = 16-0, 28 x 25 = 16-28, 28 x 26 = 17-14, 28 x 27 = 18-0, 28 x 28 = 18-28, 28 x 29 = 19-14, 28 x 30 = 20-0, 28 x 31 = 20-28, 28 x 32 = 21-14, 28 x 33 = 22-0, 28 x 34 = 22-28, 28 x 35 = 23-14, 28 x 36 = 24-0, 28 x 37 = 24-28, 28 x 38 = 25-14, 28 x 39 = 26-0, 28 x 40 = 26-28, 28 x 41 = 27-14, 
29 x 1 = 0-29, 29 x 2 = 1-16, 29 x 3 = 2-3, 29 x 4 = 2-32, 29 x 5 = 3-19, 29 x 6 = 4-6, 29 x 7 = 4-35, 29 x 8 = 5-22, 29 x 9 = 6-9, 29 x 10 = 6-38, 29 x 11 = 7-25, 29 x 12 = 8-12, 29 x 13 = 8-41, 29 x 14 = 9-28, 29 x 15 = 10-15, 29 x 16 = 11-2, 29 x 17 = 11-31, 29 x 18 = 12-18, 29 x 19 = 13-5, 29 x 20 = 13-34, 29 x 21 = 14-21, 29 x 22 = 15-8, 29 x 23 = 15-37, 29 x 24 = 16-24, 29 x 25 = 17-11, 29 x 26 = 17-40, 29 x 27 = 18-27, 29 x 28 = 19-14, 29 x 29 = 20-1, 29 x 30 = 20-30, 29 x 31 = 21-17, 29 x 32 = 22-4, 29 x 33 = 22-33, 29 x 34 = 23-20, 29 x 35 = 24-7, 29 x 36 = 24-36, 29 x 37 = 25-23, 29 x 38 = 26-10, 29 x 39 = 26-39, 29 x 40 = 27-26, 29 x 41 = 28-13, 
30 x 1 = 0-30, 30 x 2 = 1-18, 30 x 3 = 2-6, 30 x 4 = 2-36, 30 x 5 = 3-24, 30 x 6 = 4-12, 30 x 7 = 5-0, 30 x 8 = 5-30, 30 x 9 = 6-18, 30 x 10 = 7-6, 30 x 11 = 7-36, 30 x 12 = 8-24, 30 x 13 = 9-12, 30 x 14 = 10-0, 30 x 15 = 10-30, 30 x 16 = 11-18, 30 x 17 = 12-6, 30 x 18 = 12-36, 30 x 19 = 13-24, 30 x 20 = 14-12, 30 x 21 = 15-0, 30 x 22 = 15-30, 30 x 23 = 16-18, 30 x 24 = 17-6, 30 x 25 = 17-36, 30 x 26 = 18-24, 30 x 27 = 19-12, 30 x 28 = 20-0, 30 x 29 = 20-30, 30 x 30 = 21-18, 30 x 31 = 22-6, 30 x 32 = 22-36, 30 x 33 = 23-24, 30 x 34 = 24-12, 30 x 35 = 25-0, 30 x 36 = 25-30, 30 x 37 = 26-18, 30 x 38 = 27-6, 30 x 39 = 27-36, 30 x 40 = 28-24, 30 x 41 = 29-12, 
31 x 1 = 0-31, 31 x 2 = 1-20, 31 x 3 = 2-9, 31 x 4 = 2-40, 31 x 5 = 3-29, 31 x 6 = 4-18, 31 x 7 = 5-7, 31 x 8 = 5-38, 31 x 9 = 6-27, 31 x 10 = 7-16, 31 x 11 = 8-5, 31 x 12 = 8-36, 31 x 13 = 9-25, 31 x 14 = 10-14, 31 x 15 = 11-3, 31 x 16 = 11-34, 31 x 17 = 12-23, 31 x 18 = 13-12, 31 x 19 = 14-1, 31 x 20 = 14-32, 31 x 21 = 15-21, 31 x 22 = 16-10, 31 x 23 = 16-41, 31 x 24 = 17-30, 31 x 25 = 18-19, 31 x 26 = 19-8, 31 x 27 = 19-39, 31 x 28 = 20-28, 31 x 29 = 21-17, 31 x 30 = 22-6, 31 x 31 = 22-37, 31 x 32 = 23-26, 31 x 33 = 24-15, 31 x 34 = 25-4, 31 x 35 = 25-35, 31 x 36 = 26-24, 31 x 37 = 27-13, 31 x 38 = 28-2, 31 x 39 = 28-33, 31 x 40 = 29-22, 31 x 41 = 30-11, 
32 x 1 = 0-32, 32 x 2 = 1-22, 32 x 3 = 2-12, 32 x 4 = 3-2, 32 x 5 = 3-34, 32 x 6 = 4-24, 32 x 7 = 5-14, 32 x 8 = 6-4, 32 x 9 = 6-36, 32 x 10 = 7-26, 32 x 11 = 8-16, 32 x 12 = 9-6, 32 x 13 = 9-38, 32 x 14 = 10-28, 32 x 15 = 11-18, 32 x 16 = 12-8, 32 x 17 = 12-40, 32 x 18 = 13-30, 32 x 19 = 14-20, 32 x 20 = 15-10, 32 x 21 = 16-0, 32 x 22 = 16-32, 32 x 23 = 17-22, 32 x 24 = 18-12, 32 x 25 = 19-2, 32 x 26 = 19-34, 32 x 27 = 20-24, 32 x 28 = 21-14, 32 x 29 = 22-4, 32 x 30 = 22-36, 32 x 31 = 23-26, 32 x 32 = 24-16, 32 x 33 = 25-6, 32 x 34 = 25-38, 32 x 35 = 26-28, 32 x 36 = 27-18, 32 x 37 = 28-8, 32 x 38 = 28-40, 32 x 39 = 29-30, 32 x 40 = 30-20, 32 x 41 = 31-10, 
33 x 1 = 0-33, 33 x 2 = 1-24, 33 x 3 = 2-15, 33 x 4 = 3-6, 33 x 5 = 3-39, 33 x 6 = 4-30, 33 x 7 = 5-21, 33 x 8 = 6-12, 33 x 9 = 7-3, 33 x 10 = 7-36, 33 x 11 = 8-27, 33 x 12 = 9-18, 33 x 13 = 10-9, 33 x 14 = 11-0, 33 x 15 = 11-33, 33 x 16 = 12-24, 33 x 17 = 13-15, 33 x 18 = 14-6, 33 x 19 = 14-39, 33 x 20 = 15-30, 33 x 21 = 16-21, 33 x 22 = 17-12, 33 x 23 = 18-3, 33 x 24 = 18-36, 33 x 25 = 19-27, 33 x 26 = 20-18, 33 x 27 = 21-9, 33 x 28 = 22-0, 33 x 29 = 22-33, 33 x 30 = 23-24, 33 x 31 = 24-15, 33 x 32 = 25-6, 33 x 33 = 25-39, 33 x 34 = 26-30, 33 x 35 = 27-21, 33 x 36 = 28-12, 33 x 37 = 29-3, 33 x 38 = 29-36, 33 x 39 = 30-27, 33 x 40 = 31-18, 33 x 41 = 32-9, 
34 x 1 = 0-34, 34 x 2 = 1-26, 34 x 3 = 2-18, 34 x 4 = 3-10, 34 x 5 = 4-2, 34 x 6 = 4-36, 34 x 7 = 5-28, 34 x 8 = 6-20, 34 x 9 = 7-12, 34 x 10 = 8-4, 34 x 11 = 8-38, 34 x 12 = 9-30, 34 x 13 = 10-22, 34 x 14 = 11-14, 34 x 15 = 12-6, 34 x 16 = 12-40, 34 x 17 = 13-32, 34 x 18 = 14-24, 34 x 19 = 15-16, 34 x 20 = 16-8, 34 x 21 = 17-0, 34 x 22 = 17-34, 34 x 23 = 18-26, 34 x 24 = 19-18, 34 x 25 = 20-10, 34 x 26 = 21-2, 34 x 27 = 21-36, 34 x 28 = 22-28, 34 x 29 = 23-20, 34 x 30 = 24-12, 34 x 31 = 25-4, 34 x 32 = 25-38, 34 x 33 = 26-30, 34 x 34 = 27-22, 34 x 35 = 28-14, 34 x 36 = 29-6, 34 x 37 = 29-40, 34 x 38 = 30-32, 34 x 39 = 31-24, 34 x 40 = 32-16, 34 x 41 = 33-8, 
35 x 1 = 0-35, 35 x 2 = 1-28, 35 x 3 = 2-21, 35 x 4 = 3-14, 35 x 5 = 4-7, 35 x 6 = 5-0, 35 x 7 = 5-35, 35 x 8 = 6-28, 35 x 9 = 7-21, 35 x 10 = 8-14, 35 x 11 = 9-7, 35 x 12 = 10-0, 35 x 13 = 10-35, 35 x 14 = 11-28, 35 x 15 = 12-21, 35 x 16 = 13-14, 35 x 17 = 14-7, 35 x 18 = 15-0, 35 x 19 = 15-35, 35 x 20 = 16-28, 35 x 21 = 17-21, 35 x 22 = 18-14, 35 x 23 = 19-7, 35 x 24 = 20-0, 35 x 25 = 20-35, 35 x 26 = 21-28, 35 x 27 = 22-21, 35 x 28 = 23-14, 35 x 29 = 24-7, 35 x 30 = 25-0, 35 x 31 = 25-35, 35 x 32 = 26-28, 35 x 33 = 27-21, 35 x 34 = 28-14, 35 x 35 = 29-7, 35 x 36 = 30-0, 35 x 37 = 30-35, 35 x 38 = 31-28, 35 x 39 = 32-21, 35 x 40 = 33-14, 35 x 41 = 34-7, 
36 x 1 = 0-36, 36 x 2 = 1-30, 36 x 3 = 2-24, 36 x 4 = 3-18, 36 x 5 = 4-12, 36 x 6 = 5-6, 36 x 7 = 6-0, 36 x 8 = 6-36, 36 x 9 = 7-30, 36 x 10 = 8-24, 36 x 11 = 9-18, 36 x 12 = 10-12, 36 x 13 = 11-6, 36 x 14 = 12-0, 36 x 15 = 12-36, 36 x 16 = 13-30, 36 x 17 = 14-24, 36 x 18 = 15-18, 36 x 19 = 16-12, 36 x 20 = 17-6, 36 x 21 = 18-0, 36 x 22 = 18-36, 36 x 23 = 19-30, 36 x 24 = 20-24, 36 x 25 = 21-18, 36 x 26 = 22-12, 36 x 27 = 23-6, 36 x 28 = 24-0, 36 x 29 = 24-36, 36 x 30 = 25-30, 36 x 31 = 26-24, 36 x 32 = 27-18, 36 x 33 = 28-12, 36 x 34 = 29-6, 36 x 35 = 30-0, 36 x 36 = 30-36, 36 x 37 = 31-30, 36 x 38 = 32-24, 36 x 39 = 33-18, 36 x 40 = 34-12, 36 x 41 = 35-6, 
37 x 1 = 0-37, 37 x 2 = 1-32, 37 x 3 = 2-27, 37 x 4 = 3-22, 37 x 5 = 4-17, 37 x 6 = 5-12, 37 x 7 = 6-7, 37 x 8 = 7-2, 37 x 9 = 7-39, 37 x 10 = 8-34, 37 x 11 = 9-29, 37 x 12 = 10-24, 37 x 13 = 11-19, 37 x 14 = 12-14, 37 x 15 = 13-9, 37 x 16 = 14-4, 37 x 17 = 14-41, 37 x 18 = 15-36, 37 x 19 = 16-31, 37 x 20 = 17-26, 37 x 21 = 18-21, 37 x 22 = 19-16, 37 x 23 = 20-11, 37 x 24 = 21-6, 37 x 25 = 22-1, 37 x 26 = 22-38, 37 x 27 = 23-33, 37 x 28 = 24-28, 37 x 29 = 25-23, 37 x 30 = 26-18, 37 x 31 = 27-13, 37 x 32 = 28-8, 37 x 33 = 29-3, 37 x 34 = 29-40, 37 x 35 = 30-35, 37 x 36 = 31-30, 37 x 37 = 32-25, 37 x 38 = 33-20, 37 x 39 = 34-15, 37 x 40 = 35-10, 37 x 41 = 36-5, 
38 x 1 = 0-38, 38 x 2 = 1-34, 38 x 3 = 2-30, 38 x 4 = 3-26, 38 x 5 = 4-22, 38 x 6 = 5-18, 38 x 7 = 6-14, 38 x 8 = 7-10, 38 x 9 = 8-6, 38 x 10 = 9-2, 38 x 11 = 9-40, 38 x 12 = 10-36, 38 x 13 = 11-32, 38 x 14 = 12-28, 38 x 15 = 13-24, 38 x 16 = 14-20, 38 x 17 = 15-16, 38 x 18 = 16-12, 38 x 19 = 17-8, 38 x 20 = 18-4, 38 x 21 = 19-0, 38 x 22 = 19-38, 38 x 23 = 20-34, 38 x 24 = 21-30, 38 x 25 = 22-26, 38 x 26 = 23-22, 38 x 27 = 24-18, 38 x 28 = 25-14, 38 x 29 = 26-10, 38 x 30 = 27-6, 38 x 31 = 28-2, 38 x 32 = 28-40, 38 x 33 = 29-36, 38 x 34 = 30-32, 38 x 35 = 31-28, 38 x 36 = 32-24, 38 x 37 = 33-20, 38 x 38 = 34-16, 38 x 39 = 35-12, 38 x 40 = 36-8, 38 x 41 = 37-4, 
39 x 1 = 0-39, 39 x 2 = 1-36, 39 x 3 = 2-33, 39 x 4 = 3-30, 39 x 5 = 4-27, 39 x 6 = 5-24, 39 x 7 = 6-21, 39 x 8 = 7-18, 39 x 9 = 8-15, 39 x 10 = 9-12, 39 x 11 = 10-9, 39 x 12 = 11-6, 39 x 13 = 12-3, 39 x 14 = 13-0, 39 x 15 = 13-39, 39 x 16 = 14-36, 39 x 17 = 15-33, 39 x 18 = 16-30, 39 x 19 = 17-27, 39 x 20 = 18-24, 39 x 21 = 19-21, 39 x 22 = 20-18, 39 x 23 = 21-15, 39 x 24 = 22-12, 39 x 25 = 23-9, 39 x 26 = 24-6, 39 x 27 = 25-3, 39 x 28 = 26-0, 39 x 29 = 26-39, 39 x 30 = 27-36, 39 x 31 = 28-33, 39 x 32 = 29-30, 39 x 33 = 30-27, 39 x 34 = 31-24, 39 x 35 = 32-21, 39 x 36 = 33-18, 39 x 37 = 34-15, 39 x 38 = 35-12, 39 x 39 = 36-9, 39 x 40 = 37-6, 39 x 41 = 38-3, 
40 x 1 = 0-40, 40 x 2 = 1-38, 40 x 3 = 2-36, 40 x 4 = 3-34, 40 x 5 = 4-32, 40 x 6 = 5-30, 40 x 7 = 6-28, 40 x 8 = 7-26, 40 x 9 = 8-24, 40 x 10 = 9-22, 40 x 11 = 10-20, 40 x 12 = 11-18, 40 x 13 = 12-16, 40 x 14 = 13-14, 40 x 15 = 14-12, 40 x 16 = 15-10, 40 x 17 = 16-8, 40 x 18 = 17-6, 40 x 19 = 18-4, 40 x 20 = 19-2, 40 x 21 = 20-0, 40 x 22 = 20-40, 40 x 23 = 21-38, 40 x 24 = 22-36, 40 x 25 = 23-34, 40 x 26 = 24-32, 40 x 27 = 25-30, 40 x 28 = 26-28, 40 x 29 = 27-26, 40 x 30 = 28-24, 40 x 31 = 29-22, 40 x 32 = 30-20, 40 x 33 = 31-18, 40 x 34 = 32-16, 40 x 35 = 33-14, 40 x 36 = 34-12, 40 x 37 = 35-10, 40 x 38 = 36-8, 40 x 39 = 37-6, 40 x 40 = 38-4, 40 x 41 = 39-2, 
41 x 1 = 0-41, 41 x 2 = 1-40, 41 x 3 = 2-39, 41 x 4 = 3-38, 41 x 5 = 4-37, 41 x 6 = 5-36, 41 x 7 = 6-35, 41 x 8 = 7-34, 41 x 9 = 8-33, 41 x 10 = 9-32, 41 x 11 = 10-31, 41 x 12 = 11-30, 41 x 13 = 12-29, 41 x 14 = 13-28, 41 x 15 = 14-27, 41 x 16 = 15-26, 41 x 17 = 16-25, 41 x 18 = 17-24, 41 x 19 = 18-23, 41 x 20 = 19-22, 41 x 21 = 20-21, 41 x 22 = 21-20, 41 x 23 = 22-19, 41 x 24 = 23-18, 41 x 25 = 24-17, 41 x 26 = 25-16, 41 x 27 = 26-15, 41 x 28 = 27-14, 41 x 29 = 28-13, 41 x 30 = 29-12, 41 x 31 = 30-11, 41 x 32 = 31-10, 41 x 33 = 32-9, 41 x 34 = 33-8, 41 x 35 = 34-7, 41 x 36 = 35-6, 41 x 37 = 36-5, 41 x 38 = 37-4, 41 x 39 = 38-3, 41 x 40 = 39-2, 41 x 41 = 40-1, 
