11 x 1 = 0-11, 11 x 2 = 0-22, 11 x 3 = 0-33, 11 x 4 = 0-44, 11 x 5 = 0-55, 11 x 6 = 0-66, 11 x 7 = 0-77, 11 x 8 = 0-88, 11 x 9 = 0-99, 11 x 10 = 1-10, 11 x 11 = 1-21, 11 x 12 = 1-32, 11 x 13 = 1-43, 11 x 14 = 1-54, 11 x 15 = 1-65, 11 x 16 = 1-76, 11 x 17 = 1-87, 11 x 18 = 1-98, 11 x 19 = 2-9, 11 x 20 = 2-20, 11 x 21 = 2-31, 11 x 22 = 2-42, 11 x 23 = 2-53, 11 x 24 = 2-64, 11 x 25 = 2-75, 11 x 26 = 2-86, 11 x 27 = 2-97, 11 x 28 = 3-8, 11 x 29 = 3-19, 11 x 30 = 3-30, 11 x 31 = 3-41, 11 x 32 = 3-52, 11 x 33 = 3-63, 11 x 34 = 3-74, 11 x 35 = 3-85, 11 x 36 = 3-96, 11 x 37 = 4-7, 11 x 38 = 4-18, 11 x 39 = 4-29, 11 x 40 = 4-40, 11 x 41 = 4-51, 11 x 42 = 4-62, 11 x 43 = 4-73, 11 x 44 = 4-84, 11 x 45 = 4-95, 11 x 46 = 5-6, 11 x 47 = 5-17, 11 x 48 = 5-28, 11 x 49 = 5-39, 11 x 50 = 5-50, 11 x 51 = 5-61, 11 x 52 = 5-72, 11 x 53 = 5-83, 11 x 54 = 5-94, 11 x 55 = 6-5, 11 x 56 = 6-16, 11 x 57 = 6-27, 11 x 58 = 6-38, 11 x 59 = 6-49, 11 x 60 = 6-60, 11 x 61 = 6-71, 11 x 62 = 6-82, 11 x 63 = 6-93, 11 x 64 = 7-4, 11 x 65 = 7-15, 11 x 66 = 7-26, 11 x 67 = 7-37, 11 x 68 = 7-48, 11 x 69 = 7-59, 11 x 70 = 7-70, 11 x 71 = 7-81, 11 x 72 = 7-92, 11 x 73 = 8-3, 11 x 74 = 8-14, 11 x 75 = 8-25, 11 x 76 = 8-36, 11 x 77 = 8-47, 11 x 78 = 8-58, 11 x 79 = 8-69, 11 x 80 = 8-80, 11 x 81 = 8-91, 11 x 82 = 9-2, 11 x 83 = 9-13, 11 x 84 = 9-24, 11 x 85 = 9-35, 11 x 86 = 9-46, 11 x 87 = 9-57, 11 x 88 = 9-68, 11 x 89 = 9-79, 11 x 90 = 9-90, 11 x 91 = 10-1, 11 x 92 = 10-12, 11 x 93 = 10-23, 11 x 94 = 10-34, 11 x 95 = 10-45, 11 x 96 = 10-56, 11 x 97 = 10-67, 11 x 98 = 10-78, 11 x 99 = 10-89, 
12 x 1 = 0-12, 12 x 2 = 0-24, 12 x 3 = 0-36, 12 x 4 = 0-48, 12 x 5 = 0-60, 12 x 6 = 0-72, 12 x 7 = 0-84, 12 x 8 = 0-96, 12 x 9 = 1-8, 12 x 10 = 1-20, 12 x 11 = 1-32, 12 x 12 = 1-44, 12 x 13 = 1-56, 12 x 14 = 1-68, 12 x 15 = 1-80, 12 x 16 = 1-92, 12 x 17 = 2-4, 12 x 18 = 2-16, 12 x 19 = 2-28, 12 x 20 = 2-40, 12 x 21 = 2-52, 12 x 22 = 2-64, 12 x 23 = 2-76, 12 x 24 = 2-88, 12 x 25 = 3-0, 12 x 26 = 3-12, 12 x 27 = 3-24, 12 x 28 = 3-36, 12 x 29 = 3-48, 12 x 30 = 3-60, 12 x 31 = 3-72, 12 x 32 = 3-84, 12 x 33 = 3-96, 12 x 34 = 4-8, 12 x 35 = 4-20, 12 x 36 = 4-32, 12 x 37 = 4-44, 12 x 38 = 4-56, 12 x 39 = 4-68, 12 x 40 = 4-80, 12 x 41 = 4-92, 12 x 42 = 5-4, 12 x 43 = 5-16, 12 x 44 = 5-28, 12 x 45 = 5-40, 12 x 46 = 5-52, 12 x 47 = 5-64, 12 x 48 = 5-76, 12 x 49 = 5-88, 12 x 50 = 6-0, 12 x 51 = 6-12, 12 x 52 = 6-24, 12 x 53 = 6-36, 12 x 54 = 6-48, 12 x 55 = 6-60, 12 x 56 = 6-72, 12 x 57 = 6-84, 12 x 58 = 6-96, 12 x 59 = 7-8, 12 x 60 = 7-20, 12 x 61 = 7-32, 12 x 62 = 7-44, 12 x 63 = 7-56, 12 x 64 = 7-68, 12 x 65 = 7-80, 12 x 66 = 7-92, 12 x 67 = 8-4, 12 x 68 = 8-16, 12 x 69 = 8-28, 12 x 70 = 8-40, 12 x 71 = 8-52, 12 x 72 = 8-64, 12 x 73 = 8-76, 12 x 74 = 8-88, 12 x 75 = 9-0, 12 x 76 = 9-12, 12 x 77 = 9-24, 12 x 78 = 9-36, 12 x 79 = 9-48, 12 x 80 = 9-60, 12 x 81 = 9-72, 12 x 82 = 9-84, 12 x 83 = 9-96, 12 x 84 = 10-8, 12 x 85 = 10-20, 12 x 86 = 10-32, 12 x 87 = 10-44, 12 x 88 = 10-56, 12 x 89 = 10-68, 12 x 90 = 10-80, 12 x 91 = 10-92, 12 x 92 = 11-4, 12 x 93 = 11-16, 12 x 94 = 11-28, 12 x 95 = 11-40, 12 x 96 = 11-52, 12 x 97 = 11-64, 12 x 98 = 11-76, 12 x 99 = 11-88, 
13 x 1 = 0-13, 13 x 2 = 0-26, 13 x 3 = 0-39, 13 x 4 = 0-52, 13 x 5 = 0-65, 13 x 6 = 0-78, 13 x 7 = 0-91, 13 x 8 = 1-4, 13 x 9 = 1-17, 13 x 10 = 1-30, 13 x 11 = 1-43, 13 x 12 = 1-56, 13 x 13 = 1-69, 13 x 14 = 1-82, 13 x 15 = 1-95, 13 x 16 = 2-8, 13 x 17 = 2-21, 13 x 18 = 2-34, 13 x 19 = 2-47, 13 x 20 = 2-60, 13 x 21 = 2-73, 13 x 22 = 2-86, 13 x 23 = 2-99, 13 x 24 = 3-12, 13 x 25 = 3-25, 13 x 26 = 3-38, 13 x 27 = 3-51, 13 x 28 = 3-64, 13 x 29 = 3-77, 13 x 30 = 3-90, 13 x 31 = 4-3, 13 x 32 = 4-16, 13 x 33 = 4-29, 13 x 34 = 4-42, 13 x 35 = 4-55, 13 x 36 = 4-68, 13 x 37 = 4-81, 13 x 38 = 4-94, 13 x 39 = 5-7, 13 x 40 = 5-20, 13 x 41 = 5-33, 13 x 42 = 5-46, 13 x 43 = 5-59, 13 x 44 = 5-72, 13 x 45 = 5-85, 13 x 46 = 5-98, 13 x 47 = 6-11, 13 x 48 = 6-24, 13 x 49 = 6-37, 13 x 50 = 6-50, 13 x 51 = 6-63, 13 x 52 = 6-76, 13 x 53 = 6-89, 13 x 54 = 7-2, 13 x 55 = 7-15, 13 x 56 = 7-28, 13 x 57 = 7-41, 13 x 58 = 7-54, 13 x 59 = 7-67, 13 x 60 = 7-80, 13 x 61 = 7-93, 13 x 62 = 8-6, 13 x 63 = 8-19, 13 x 64 = 8-32, 13 x 65 = 8-45, 13 x 66 = 8-58, 13 x 67 = 8-71, 13 x 68 = 8-84, 13 x 69 = 8-97, 13 x 70 = 9-10, 13 x 71 = 9-23, 13 x 72 = 9-36, 13 x 73 = 9-49, 13 x 74 = 9-62, 13 x 75 = 9-75, 13 x 76 = 9-88, 13 x 77 = 10-1, 13 x 78 = 10-14, 13 x 79 = 10-27, 13 x 80 = 10-40, 13 x 81 = 10-53, 13 x 82 = 10-66, 13 x 83 = 10-79, 13 x 84 = 10-92, 13 x 85 = 11-5, 13 x 86 = 11-18, 13 x 87 = 11-31, 13 x 88 = 11-44, 13 x 89 = 11-57, 13 x 90 = 11-70, 13 x 91 = 11-83, 13 x 92 = 11-96, 13 x 93 = 12-9, 13 x 94 = 12-22, 13 x 95 = 12-35, 13 x 96 = 12-48, 13 x 97 = 12-61, 13 x 98 = 12-74, 13 x 99 = 12-87, 
14 x 1 = 0-14, 14 x 2 = 0-28, 14 x 3 = 0-42, 14 x 4 = 0-56, 14 x 5 = 0-70, 14 x 6 = 0-84, 14 x 7 = 0-98, 14 x 8 = 1-12, 14 x 9 = 1-26, 14 x 10 = 1-40, 14 x 11 = 1-54, 14 x 12 = 1-68, 14 x 13 = 1-82, 14 x 14 = 1-96, 14 x 15 = 2-10, 14 x 16 = 2-24, 14 x 17 = 2-38, 14 x 18 = 2-52, 14 x 19 = 2-66, 14 x 20 = 2-80, 14 x 21 = 2-94, 14 x 22 = 3-8, 14 x 23 = 3-22, 14 x 24 = 3-36, 14 x 25 = 3-50, 14 x 26 = 3-64, 14 x 27 = 3-78, 14 x 28 = 3-92, 14 x 29 = 4-6, 14 x 30 = 4-20, 14 x 31 = 4-34, 14 x 32 = 4-48, 14 x 33 = 4-62, 14 x 34 = 4-76, 14 x 35 = 4-90, 14 x 36 = 5-4, 14 x 37 = 5-18, 14 x 38 = 5-32, 14 x 39 = 5-46, 14 x 40 = 5-60, 14 x 41 = 5-74, 14 x 42 = 5-88, 14 x 43 = 6-2, 14 x 44 = 6-16, 14 x 45 = 6-30, 14 x 46 = 6-44, 14 x 47 = 6-58, 14 x 48 = 6-72, 14 x 49 = 6-86, 14 x 50 = 7-0, 14 x 51 = 7-14, 14 x 52 = 7-28, 14 x 53 = 7-42, 14 x 54 = 7-56, 14 x 55 = 7-70, 14 x 56 = 7-84, 14 x 57 = 7-98, 14 x 58 = 8-12, 14 x 59 = 8-26, 14 x 60 = 8-40, 14 x 61 = 8-54, 14 x 62 = 8-68, 14 x 63 = 8-82, 14 x 64 = 8-96, 14 x 65 = 9-10, 14 x 66 = 9-24, 14 x 67 = 9-38, 14 x 68 = 9-52, 14 x 69 = 9-66, 14 x 70 = 9-80, 14 x 71 = 9-94, 14 x 72 = 10-8, 14 x 73 = 10-22, 14 x 74 = 10-36, 14 x 75 = 10-50, 14 x 76 = 10-64, 14 x 77 = 10-78, 14 x 78 = 10-92, 14 x 79 = 11-6, 14 x 80 = 11-20, 14 x 81 = 11-34, 14 x 82 = 11-48, 14 x 83 = 11-62, 14 x 84 = 11-76, 14 x 85 = 11-90, 14 x 86 = 12-4, 14 x 87 = 12-18, 14 x 88 = 12-32, 14 x 89 = 12-46, 14 x 90 = 12-60, 14 x 91 = 12-74, 14 x 92 = 12-88, 14 x 93 = 13-2, 14 x 94 = 13-16, 14 x 95 = 13-30, 14 x 96 = 13-44, 14 x 97 = 13-58, 14 x 98 = 13-72, 14 x 99 = 13-86, 
15 x 1 = 0-15, 15 x 2 = 0-30, 15 x 3 = 0-45, 15 x 4 = 0-60, 15 x 5 = 0-75, 15 x 6 = 0-90, 15 x 7 = 1-5, 15 x 8 = 1-20, 15 x 9 = 1-35, 15 x 10 = 1-50, 15 x 11 = 1-65, 15 x 12 = 1-80, 15 x 13 = 1-95, 15 x 14 = 2-10, 15 x 15 = 2-25, 15 x 16 = 2-40, 15 x 17 = 2-55, 15 x 18 = 2-70, 15 x 19 = 2-85, 15 x 20 = 3-0, 15 x 21 = 3-15, 15 x 22 = 3-30, 15 x 23 = 3-45, 15 x 24 = 3-60, 15 x 25 = 3-75, 15 x 26 = 3-90, 15 x 27 = 4-5, 15 x 28 = 4-20, 15 x 29 = 4-35, 15 x 30 = 4-50, 15 x 31 = 4-65, 15 x 32 = 4-80, 15 x 33 = 4-95, 15 x 34 = 5-10, 15 x 35 = 5-25, 15 x 36 = 5-40, 15 x 37 = 5-55, 15 x 38 = 5-70, 15 x 39 = 5-85, 15 x 40 = 6-0, 15 x 41 = 6-15, 15 x 42 = 6-30, 15 x 43 = 6-45, 15 x 44 = 6-60, 15 x 45 = 6-75, 15 x 46 = 6-90, 15 x 47 = 7-5, 15 x 48 = 7-20, 15 x 49 = 7-35, 15 x 50 = 7-50, 15 x 51 = 7-65, 15 x 52 = 7-80, 15 x 53 = 7-95, 15 x 54 = 8-10, 15 x 55 = 8-25, 15 x 56 = 8-40, 15 x 57 = 8-55, 15 x 58 = 8-70, 15 x 59 = 8-85, 15 x 60 = 9-0, 15 x 61 = 9-15, 15 x 62 = 9-30, 15 x 63 = 9-45, 15 x 64 = 9-60, 15 x 65 = 9-75, 15 x 66 = 9-90, 15 x 67 = 10-5, 15 x 68 = 10-20, 15 x 69 = 10-35, 15 x 70 = 10-50, 15 x 71 = 10-65, 15 x 72 = 10-80, 15 x 73 = 10-95, 15 x 74 = 11-10, 15 x 75 = 11-25, 15 x 76 = 11-40, 15 x 77 = 11-55, 15 x 78 = 11-70, 15 x 79 = 11-85, 15 x 80 = 12-0, 15 x 81 = 12-15, 15 x 82 = 12-30, 15 x 83 = 12-45, 15 x 84 = 12-60, 15 x 85 = 12-75, 15 x 86 = 12-90, 15 x 87 = 13-5, 15 x 88 = 13-20, 15 x 89 = 13-35, 15 x 90 = 13-50, 15 x 91 = 13-65, 15 x 92 = 13-80, 15 x 93 = 13-95, 15 x 94 = 14-10, 15 x 95 = 14-25, 15 x 96 = 14-40, 15 x 97 = 14-55, 15 x 98 = 14-70, 15 x 99 = 14-85, 
16 x 1 = 0-16, 16 x 2 = 0-32, 16 x 3 = 0-48, 16 x 4 = 0-64, 16 x 5 = 0-80, 16 x 6 = 0-96, 16 x 7 = 1-12, 16 x 8 = 1-28, 16 x 9 = 1-44, 16 x 10 = 1-60, 16 x 11 = 1-76, 16 x 12 = 1-92, 16 x 13 = 2-8, 16 x 14 = 2-24, 16 x 15 = 2-40, 16 x 16 = 2-56, 16 x 17 = 2-72, 16 x 18 = 2-88, 16 x 19 = 3-4, 16 x 20 = 3-20, 16 x 21 = 3-36, 16 x 22 = 3-52, 16 x 23 = 3-68, 16 x 24 = 3-84, 16 x 25 = 4-0, 16 x 26 = 4-16, 16 x 27 = 4-32, 16 x 28 = 4-48, 16 x 29 = 4-64, 16 x 30 = 4-80, 16 x 31 = 4-96, 16 x 32 = 5-12, 16 x 33 = 5-28, 16 x 34 = 5-44, 16 x 35 = 5-60, 16 x 36 = 5-76, 16 x 37 = 5-92, 16 x 38 = 6-8, 16 x 39 = 6-24, 16 x 40 = 6-40, 16 x 41 = 6-56, 16 x 42 = 6-72, 16 x 43 = 6-88, 16 x 44 = 7-4, 16 x 45 = 7-20, 16 x 46 = 7-36, 16 x 47 = 7-52, 16 x 48 = 7-68, 16 x 49 = 7-84, 16 x 50 = 8-0, 16 x 51 = 8-16, 16 x 52 = 8-32, 16 x 53 = 8-48, 16 x 54 = 8-64, 16 x 55 = 8-80, 16 x 56 = 8-96, 16 x 57 = 9-12, 16 x 58 = 9-28, 16 x 59 = 9-44, 16 x 60 = 9-60, 16 x 61 = 9-76, 16 x 62 = 9-92, 16 x 63 = 10-8, 16 x 64 = 10-24, 16 x 65 = 10-40, 16 x 66 = 10-56, 16 x 67 = 10-72, 16 x 68 = 10-88, 16 x 69 = 11-4, 16 x 70 = 11-20, 16 x 71 = 11-36, 16 x 72 = 11-52, 16 x 73 = 11-68, 16 x 74 = 11-84, 16 x 75 = 12-0, 16 x 76 = 12-16, 16 x 77 = 12-32, 16 x 78 = 12-48, 16 x 79 = 12-64, 16 x 80 = 12-80, 16 x 81 = 12-96, 16 x 82 = 13-12, 16 x 83 = 13-28, 16 x 84 = 13-44, 16 x 85 = 13-60, 16 x 86 = 13-76, 16 x 87 = 13-92, 16 x 88 = 14-8, 16 x 89 = 14-24, 16 x 90 = 14-40, 16 x 91 = 14-56, 16 x 92 = 14-72, 16 x 93 = 14-88, 16 x 94 = 15-4, 16 x 95 = 15-20, 16 x 96 = 15-36, 16 x 97 = 15-52, 16 x 98 = 15-68, 16 x 99 = 15-84, 
17 x 1 = 0-17, 17 x 2 = 0-34, 17 x 3 = 0-51, 17 x 4 = 0-68, 17 x 5 = 0-85, 17 x 6 = 1-2, 17 x 7 = 1-19, 17 x 8 = 1-36, 17 x 9 = 1-53, 17 x 10 = 1-70, 17 x 11 = 1-87, 17 x 12 = 2-4, 17 x 13 = 2-21, 17 x 14 = 2-38, 17 x 15 = 2-55, 17 x 16 = 2-72, 17 x 17 = 2-89, 17 x 18 = 3-6, 17 x 19 = 3-23, 17 x 20 = 3-40, 17 x 21 = 3-57, 17 x 22 = 3-74, 17 x 23 = 3-91, 17 x 24 = 4-8, 17 x 25 = 4-25, 17 x 26 = 4-42, 17 x 27 = 4-59, 17 x 28 = 4-76, 17 x 29 = 4-93, 17 x 30 = 5-10, 17 x 31 = 5-27, 17 x 32 = 5-44, 17 x 33 = 5-61, 17 x 34 = 5-78, 17 x 35 = 5-95, 17 x 36 = 6-12, 17 x 37 = 6-29, 17 x 38 = 6-46, 17 x 39 = 6-63, 17 x 40 = 6-80, 17 x 41 = 6-97, 17 x 42 = 7-14, 17 x 43 = 7-31, 17 x 44 = 7-48, 17 x 45 = 7-65, 17 x 46 = 7-82, 17 x 47 = 7-99, 17 x 48 = 8-16, 17 x 49 = 8-33, 17 x 50 = 8-50, 17 x 51 = 8-67, 17 x 52 = 8-84, 17 x 53 = 9-1, 17 x 54 = 9-18, 17 x 55 = 9-35, 17 x 56 = 9-52, 17 x 57 = 9-69, 17 x 58 = 9-86, 17 x 59 = 10-3, 17 x 60 = 10-20, 17 x 61 = 10-37, 17 x 62 = 10-54, 17 x 63 = 10-71, 17 x 64 = 10-88, 17 x 65 = 11-5, 17 x 66 = 11-22, 17 x 67 = 11-39, 17 x 68 = 11-56, 17 x 69 = 11-73, 17 x 70 = 11-90, 17 x 71 = 12-7, 17 x 72 = 12-24, 17 x 73 = 12-41, 17 x 74 = 12-58, 17 x 75 = 12-75, 17 x 76 = 12-92, 17 x 77 = 13-9, 17 x 78 = 13-26, 17 x 79 = 13-43, 17 x 80 = 13-60, 17 x 81 = 13-77, 17 x 82 = 13-94, 17 x 83 = 14-11, 17 x 84 = 14-28, 17 x 85 = 14-45, 17 x 86 = 14-62, 17 x 87 = 14-79, 17 x 88 = 14-96, 17 x 89 = 15-13, 17 x 90 = 15-30, 17 x 91 = 15-47, 17 x 92 = 15-64, 17 x 93 = 15-81, 17 x 94 = 15-98, 17 x 95 = 16-15, 17 x 96 = 16-32, 17 x 97 = 16-49, 17 x 98 = 16-66, 17 x 99 = 16-83, 
18 x 1 = 0-18, 18 x 2 = 0-36, 18 x 3 = 0-54, 18 x 4 = 0-72, 18 x 5 = 0-90, 18 x 6 = 1-8, 18 x 7 = 1-26, 18 x 8 = 1-44, 18 x 9 = 1-62, 18 x 10 = 1-80, 18 x 11 = 1-98, 18 x 12 = 2-16, 18 x 13 = 2-34, 18 x 14 = 2-52, 18 x 15 = 2-70, 18 x 16 = 2-88, 18 x 17 = 3-6, 18 x 18 = 3-24, 18 x 19 = 3-42, 18 x 20 = 3-60, 18 x 21 = 3-78, 18 x 22 = 3-96, 18 x 23 = 4-14, 18 x 24 = 4-32, 18 x 25 = 4-50, 18 x 26 = 4-68, 18 x 27 = 4-86, 18 x 28 = 5-4, 18 x 29 = 5-22, 18 x 30 = 5-40, 18 x 31 = 5-58, 18 x 32 = 5-76, 18 x 33 = 5-94, 18 x 34 = 6-12, 18 x 35 = 6-30, 18 x 36 = 6-48, 18 x 37 = 6-66, 18 x 38 = 6-84, 18 x 39 = 7-2, 18 x 40 = 7-20, 18 x 41 = 7-38, 18 x 42 = 7-56, 18 x 43 = 7-74, 18 x 44 = 7-92, 18 x 45 = 8-10, 18 x 46 = 8-28, 18 x 47 = 8-46, 18 x 48 = 8-64, 18 x 49 = 8-82, 18 x 50 = 9-0, 18 x 51 = 9-18, 18 x 52 = 9-36, 18 x 53 = 9-54, 18 x 54 = 9-72, 18 x 55 = 9-90, 18 x 56 = 10-8, 18 x 57 = 10-26, 18 x 58 = 10-44, 18 x 59 = 10-62, 18 x 60 = 10-80, 18 x 61 = 10-98, 18 x 62 = 11-16, 18 x 63 = 11-34, 18 x 64 = 11-52, 18 x 65 = 11-70, 18 x 66 = 11-88, 18 x 67 = 12-6, 18 x 68 = 12-24, 18 x 69 = 12-42, 18 x 70 = 12-60, 18 x 71 = 12-78, 18 x 72 = 12-96, 18 x 73 = 13-14, 18 x 74 = 13-32, 18 x 75 = 13-50, 18 x 76 = 13-68, 18 x 77 = 13-86, 18 x 78 = 14-4, 18 x 79 = 14-22, 18 x 80 = 14-40, 18 x 81 = 14-58, 18 x 82 = 14-76, 18 x 83 = 14-94, 18 x 84 = 15-12, 18 x 85 = 15-30, 18 x 86 = 15-48, 18 x 87 = 15-66, 18 x 88 = 15-84, 18 x 89 = 16-2, 18 x 90 = 16-20, 18 x 91 = 16-38, 18 x 92 = 16-56, 18 x 93 = 16-74, 18 x 94 = 16-92, 18 x 95 = 17-10, 18 x 96 = 17-28, 18 x 97 = 17-46, 18 x 98 = 17-64, 18 x 99 = 17-82, 
19 x 1 = 0-19, 19 x 2 = 0-38, 19 x 3 = 0-57, 19 x 4 = 0-76, 19 x 5 = 0-95, 19 x 6 = 1-14, 19 x 7 = 1-33, 19 x 8 = 1-52, 19 x 9 = 1-71, 19 x 10 = 1-90, 19 x 11 = 2-9, 19 x 12 = 2-28, 19 x 13 = 2-47, 19 x 14 = 2-66, 19 x 15 = 2-85, 19 x 16 = 3-4, 19 x 17 = 3-23, 19 x 18 = 3-42, 19 x 19 = 3-61, 19 x 20 = 3-80, 19 x 21 = 3-99, 19 x 22 = 4-18, 19 x 23 = 4-37, 19 x 24 = 4-56, 19 x 25 = 4-75, 19 x 26 = 4-94, 19 x 27 = 5-13, 19 x 28 = 5-32, 19 x 29 = 5-51, 19 x 30 = 5-70, 19 x 31 = 5-89, 19 x 32 = 6-8, 19 x 33 = 6-27, 19 x 34 = 6-46, 19 x 35 = 6-65, 19 x 36 = 6-84, 19 x 37 = 7-3, 19 x 38 = 7-22, 19 x 39 = 7-41, 19 x 40 = 7-60, 19 x 41 = 7-79, 19 x 42 = 7-98, 19 x 43 = 8-17, 19 x 44 = 8-36, 19 x 45 = 8-55, 19 x 46 = 8-74, 19 x 47 = 8-93, 19 x 48 = 9-12, 19 x 49 = 9-31, 19 x 50 = 9-50, 19 x 51 = 9-69, 19 x 52 = 9-88, 19 x 53 = 10-7, 19 x 54 = 10-26, 19 x 55 = 10-45, 19 x 56 = 10-64, 19 x 57 = 10-83, 19 x 58 = 11-2, 19 x 59 = 11-21, 19 x 60 = 11-40, 19 x 61 = 11-59, 19 x 62 = 11-78, 19 x 63 = 11-97, 19 x 64 = 12-16, 19 x 65 = 12-35, 19 x 66 = 12-54, 19 x 67 = 12-73, 19 x 68 = 12-92, 19 x 69 = 13-11, 19 x 70 = 13-30, 19 x 71 = 13-49, 19 x 72 = 13-68, 19 x 73 = 13-87, 19 x 74 = 14-6, 19 x 75 = 14-25, 19 x 76 = 14-44, 19 x 77 = 14-63, 19 x 78 = 14-82, 19 x 79 = 15-1, 19 x 80 = 15-20, 19 x 81 = 15-39, 19 x 82 = 15-58, 19 x 83 = 15-77, 19 x 84 = 15-96, 19 x 85 = 16-15, 19 x 86 = 16-34, 19 x 87 = 16-53, 19 x 88 = 16-72, 19 x 89 = 16-91, 19 x 90 = 17-10, 19 x 91 = 17-29, 19 x 92 = 17-48, 19 x 93 = 17-67, 19 x 94 = 17-86, 19 x 95 = 18-5, 19 x 96 = 18-24, 19 x 97 = 18-43, 19 x 98 = 18-62, 19 x 99 = 18-81, 
20 x 1 = 0-20, 20 x 2 = 0-40, 20 x 3 = 0-60, 20 x 4 = 0-80, 20 x 5 = 1-0, 20 x 6 = 1-20, 20 x 7 = 1-40, 20 x 8 = 1-60, 20 x 9 = 1-80, 20 x 10 = 2-0, 20 x 11 = 2-20, 20 x 12 = 2-40, 20 x 13 = 2-60, 20 x 14 = 2-80, 20 x 15 = 3-0, 20 x 16 = 3-20, 20 x 17 = 3-40, 20 x 18 = 3-60, 20 x 19 = 3-80, 20 x 20 = 4-0, 20 x 21 = 4-20, 20 x 22 = 4-40, 20 x 23 = 4-60, 20 x 24 = 4-80, 20 x 25 = 5-0, 20 x 26 = 5-20, 20 x 27 = 5-40, 20 x 28 = 5-60, 20 x 29 = 5-80, 20 x 30 = 6-0, 20 x 31 = 6-20, 20 x 32 = 6-40, 20 x 33 = 6-60, 20 x 34 = 6-80, 20 x 35 = 7-0, 20 x 36 = 7-20, 20 x 37 = 7-40, 20 x 38 = 7-60, 20 x 39 = 7-80, 20 x 40 = 8-0, 20 x 41 = 8-20, 20 x 42 = 8-40, 20 x 43 = 8-60, 20 x 44 = 8-80, 20 x 45 = 9-0, 20 x 46 = 9-20, 20 x 47 = 9-40, 20 x 48 = 9-60, 20 x 49 = 9-80, 20 x 50 = 10-0, 20 x 51 = 10-20, 20 x 52 = 10-40, 20 x 53 = 10-60, 20 x 54 = 10-80, 20 x 55 = 11-0, 20 x 56 = 11-20, 20 x 57 = 11-40, 20 x 58 = 11-60, 20 x 59 = 11-80, 20 x 60 = 12-0, 20 x 61 = 12-20, 20 x 62 = 12-40, 20 x 63 = 12-60, 20 x 64 = 12-80, 20 x 65 = 13-0, 20 x 66 = 13-20, 20 x 67 = 13-40, 20 x 68 = 13-60, 20 x 69 = 13-80, 20 x 70 = 14-0, 20 x 71 = 14-20, 20 x 72 = 14-40, 20 x 73 = 14-60, 20 x 74 = 14-80, 20 x 75 = 15-0, 20 x 76 = 15-20, 20 x 77 = 15-40, 20 x 78 = 15-60, 20 x 79 = 15-80, 20 x 80 = 16-0, 20 x 81 = 16-20, 20 x 82 = 16-40, 20 x 83 = 16-60, 20 x 84 = 16-80, 20 x 85 = 17-0, 20 x 86 = 17-20, 20 x 87 = 17-40, 20 x 88 = 17-60, 20 x 89 = 17-80, 20 x 90 = 18-0, 20 x 91 = 18-20, 20 x 92 = 18-40, 20 x 93 = 18-60, 20 x 94 = 18-80, 20 x 95 = 19-0, 20 x 96 = 19-20, 20 x 97 = 19-40, 20 x 98 = 19-60, 20 x 99 = 19-80, 
