21 x 1 = 0-21, 21 x 2 = 0-42, 21 x 3 = 0-63, 21 x 4 = 0-84, 21 x 5 = 1-5, 21 x 6 = 1-26, 21 x 7 = 1-47, 21 x 8 = 1-68, 21 x 9 = 1-89, 21 x 10 = 2-10, 21 x 11 = 2-31, 21 x 12 = 2-52, 21 x 13 = 2-73, 21 x 14 = 2-94, 21 x 15 = 3-15, 21 x 16 = 3-36, 21 x 17 = 3-57, 21 x 18 = 3-78, 21 x 19 = 3-99, 21 x 20 = 4-20, 21 x 21 = 4-41, 21 x 22 = 4-62, 21 x 23 = 4-83, 21 x 24 = 5-4, 21 x 25 = 5-25, 21 x 26 = 5-46, 21 x 27 = 5-67, 21 x 28 = 5-88, 21 x 29 = 6-9, 21 x 30 = 6-30, 21 x 31 = 6-51, 21 x 32 = 6-72, 21 x 33 = 6-93, 21 x 34 = 7-14, 21 x 35 = 7-35, 21 x 36 = 7-56, 21 x 37 = 7-77, 21 x 38 = 7-98, 21 x 39 = 8-19, 21 x 40 = 8-40, 21 x 41 = 8-61, 21 x 42 = 8-82, 21 x 43 = 9-3, 21 x 44 = 9-24, 21 x 45 = 9-45, 21 x 46 = 9-66, 21 x 47 = 9-87, 21 x 48 = 10-8, 21 x 49 = 10-29, 21 x 50 = 10-50, 21 x 51 = 10-71, 21 x 52 = 10-92, 21 x 53 = 11-13, 21 x 54 = 11-34, 21 x 55 = 11-55, 21 x 56 = 11-76, 21 x 57 = 11-97, 21 x 58 = 12-18, 21 x 59 = 12-39, 21 x 60 = 12-60, 21 x 61 = 12-81, 21 x 62 = 13-2, 21 x 63 = 13-23, 21 x 64 = 13-44, 21 x 65 = 13-65, 21 x 66 = 13-86, 21 x 67 = 14-7, 21 x 68 = 14-28, 21 x 69 = 14-49, 21 x 70 = 14-70, 21 x 71 = 14-91, 21 x 72 = 15-12, 21 x 73 = 15-33, 21 x 74 = 15-54, 21 x 75 = 15-75, 21 x 76 = 15-96, 21 x 77 = 16-17, 21 x 78 = 16-38, 21 x 79 = 16-59, 21 x 80 = 16-80, 21 x 81 = 17-1, 21 x 82 = 17-22, 21 x 83 = 17-43, 21 x 84 = 17-64, 21 x 85 = 17-85, 21 x 86 = 18-6, 21 x 87 = 18-27, 21 x 88 = 18-48, 21 x 89 = 18-69, 21 x 90 = 18-90, 21 x 91 = 19-11, 21 x 92 = 19-32, 21 x 93 = 19-53, 21 x 94 = 19-74, 21 x 95 = 19-95, 21 x 96 = 20-16, 21 x 97 = 20-37, 21 x 98 = 20-58, 21 x 99 = 20-79, 
22 x 1 = 0-22, 22 x 2 = 0-44, 22 x 3 = 0-66, 22 x 4 = 0-88, 22 x 5 = 1-10, 22 x 6 = 1-32, 22 x 7 = 1-54, 22 x 8 = 1-76, 22 x 9 = 1-98, 22 x 10 = 2-20, 22 x 11 = 2-42, 22 x 12 = 2-64, 22 x 13 = 2-86, 22 x 14 = 3-8, 22 x 15 = 3-30, 22 x 16 = 3-52, 22 x 17 = 3-74, 22 x 18 = 3-96, 22 x 19 = 4-18, 22 x 20 = 4-40, 22 x 21 = 4-62, 22 x 22 = 4-84, 22 x 23 = 5-6, 22 x 24 = 5-28, 22 x 25 = 5-50, 22 x 26 = 5-72, 22 x 27 = 5-94, 22 x 28 = 6-16, 22 x 29 = 6-38, 22 x 30 = 6-60, 22 x 31 = 6-82, 22 x 32 = 7-4, 22 x 33 = 7-26, 22 x 34 = 7-48, 22 x 35 = 7-70, 22 x 36 = 7-92, 22 x 37 = 8-14, 22 x 38 = 8-36, 22 x 39 = 8-58, 22 x 40 = 8-80, 22 x 41 = 9-2, 22 x 42 = 9-24, 22 x 43 = 9-46, 22 x 44 = 9-68, 22 x 45 = 9-90, 22 x 46 = 10-12, 22 x 47 = 10-34, 22 x 48 = 10-56, 22 x 49 = 10-78, 22 x 50 = 11-0, 22 x 51 = 11-22, 22 x 52 = 11-44, 22 x 53 = 11-66, 22 x 54 = 11-88, 22 x 55 = 12-10, 22 x 56 = 12-32, 22 x 57 = 12-54, 22 x 58 = 12-76, 22 x 59 = 12-98, 22 x 60 = 13-20, 22 x 61 = 13-42, 22 x 62 = 13-64, 22 x 63 = 13-86, 22 x 64 = 14-8, 22 x 65 = 14-30, 22 x 66 = 14-52, 22 x 67 = 14-74, 22 x 68 = 14-96, 22 x 69 = 15-18, 22 x 70 = 15-40, 22 x 71 = 15-62, 22 x 72 = 15-84, 22 x 73 = 16-6, 22 x 74 = 16-28, 22 x 75 = 16-50, 22 x 76 = 16-72, 22 x 77 = 16-94, 22 x 78 = 17-16, 22 x 79 = 17-38, 22 x 80 = 17-60, 22 x 81 = 17-82, 22 x 82 = 18-4, 22 x 83 = 18-26, 22 x 84 = 18-48, 22 x 85 = 18-70, 22 x 86 = 18-92, 22 x 87 = 19-14, 22 x 88 = 19-36, 22 x 89 = 19-58, 22 x 90 = 19-80, 22 x 91 = 20-2, 22 x 92 = 20-24, 22 x 93 = 20-46, 22 x 94 = 20-68, 22 x 95 = 20-90, 22 x 96 = 21-12, 22 x 97 = 21-34, 22 x 98 = 21-56, 22 x 99 = 21-78, 
23 x 1 = 0-23, 23 x 2 = 0-46, 23 x 3 = 0-69, 23 x 4 = 0-92, 23 x 5 = 1-15, 23 x 6 = 1-38, 23 x 7 = 1-61, 23 x 8 = 1-84, 23 x 9 = 2-7, 23 x 10 = 2-30, 23 x 11 = 2-53, 23 x 12 = 2-76, 23 x 13 = 2-99, 23 x 14 = 3-22, 23 x 15 = 3-45, 23 x 16 = 3-68, 23 x 17 = 3-91, 23 x 18 = 4-14, 23 x 19 = 4-37, 23 x 20 = 4-60, 23 x 21 = 4-83, 23 x 22 = 5-6, 23 x 23 = 5-29, 23 x 24 = 5-52, 23 x 25 = 5-75, 23 x 26 = 5-98, 23 x 27 = 6-21, 23 x 28 = 6-44, 23 x 29 = 6-67, 23 x 30 = 6-90, 23 x 31 = 7-13, 23 x 32 = 7-36, 23 x 33 = 7-59, 23 x 34 = 7-82, 23 x 35 = 8-5, 23 x 36 = 8-28, 23 x 37 = 8-51, 23 x 38 = 8-74, 23 x 39 = 8-97, 23 x 40 = 9-20, 23 x 41 = 9-43, 23 x 42 = 9-66, 23 x 43 = 9-89, 23 x 44 = 10-12, 23 x 45 = 10-35, 23 x 46 = 10-58, 23 x 47 = 10-81, 23 x 48 = 11-4, 23 x 49 = 11-27, 23 x 50 = 11-50, 23 x 51 = 11-73, 23 x 52 = 11-96, 23 x 53 = 12-19, 23 x 54 = 12-42, 23 x 55 = 12-65, 23 x 56 = 12-88, 23 x 57 = 13-11, 23 x 58 = 13-34, 23 x 59 = 13-57, 23 x 60 = 13-80, 23 x 61 = 14-3, 23 x 62 = 14-26, 23 x 63 = 14-49, 23 x 64 = 14-72, 23 x 65 = 14-95, 23 x 66 = 15-18, 23 x 67 = 15-41, 23 x 68 = 15-64, 23 x 69 = 15-87, 23 x 70 = 16-10, 23 x 71 = 16-33, 23 x 72 = 16-56, 23 x 73 = 16-79, 23 x 74 = 17-2, 23 x 75 = 17-25, 23 x 76 = 17-48, 23 x 77 = 17-71, 23 x 78 = 17-94, 23 x 79 = 18-17, 23 x 80 = 18-40, 23 x 81 = 18-63, 23 x 82 = 18-86, 23 x 83 = 19-9, 23 x 84 = 19-32, 23 x 85 = 19-55, 23 x 86 = 19-78, 23 x 87 = 20-1, 23 x 88 = 20-24, 23 x 89 = 20-47, 23 x 90 = 20-70, 23 x 91 = 20-93, 23 x 92 = 21-16, 23 x 93 = 21-39, 23 x 94 = 21-62, 23 x 95 = 21-85, 23 x 96 = 22-8, 23 x 97 = 22-31, 23 x 98 = 22-54, 23 x 99 = 22-77, 
24 x 1 = 0-24, 24 x 2 = 0-48, 24 x 3 = 0-72, 24 x 4 = 0-96, 24 x 5 = 1-20, 24 x 6 = 1-44, 24 x 7 = 1-68, 24 x 8 = 1-92, 24 x 9 = 2-16, 24 x 10 = 2-40, 24 x 11 = 2-64, 24 x 12 = 2-88, 24 x 13 = 3-12, 24 x 14 = 3-36, 24 x 15 = 3-60, 24 x 16 = 3-84, 24 x 17 = 4-8, 24 x 18 = 4-32, 24 x 19 = 4-56, 24 x 20 = 4-80, 24 x 21 = 5-4, 24 x 22 = 5-28, 24 x 23 = 5-52, 24 x 24 = 5-76, 24 x 25 = 6-0, 24 x 26 = 6-24, 24 x 27 = 6-48, 24 x 28 = 6-72, 24 x 29 = 6-96, 24 x 30 = 7-20, 24 x 31 = 7-44, 24 x 32 = 7-68, 24 x 33 = 7-92, 24 x 34 = 8-16, 24 x 35 = 8-40, 24 x 36 = 8-64, 24 x 37 = 8-88, 24 x 38 = 9-12, 24 x 39 = 9-36, 24 x 40 = 9-60, 24 x 41 = 9-84, 24 x 42 = 10-8, 24 x 43 = 10-32, 24 x 44 = 10-56, 24 x 45 = 10-80, 24 x 46 = 11-4, 24 x 47 = 11-28, 24 x 48 = 11-52, 24 x 49 = 11-76, 24 x 50 = 12-0, 24 x 51 = 12-24, 24 x 52 = 12-48, 24 x 53 = 12-72, 24 x 54 = 12-96, 24 x 55 = 13-20, 24 x 56 = 13-44, 24 x 57 = 13-68, 24 x 58 = 13-92, 24 x 59 = 14-16, 24 x 60 = 14-40, 24 x 61 = 14-64, 24 x 62 = 14-88, 24 x 63 = 15-12, 24 x 64 = 15-36, 24 x 65 = 15-60, 24 x 66 = 15-84, 24 x 67 = 16-8, 24 x 68 = 16-32, 24 x 69 = 16-56, 24 x 70 = 16-80, 24 x 71 = 17-4, 24 x 72 = 17-28, 24 x 73 = 17-52, 24 x 74 = 17-76, 24 x 75 = 18-0, 24 x 76 = 18-24, 24 x 77 = 18-48, 24 x 78 = 18-72, 24 x 79 = 18-96, 24 x 80 = 19-20, 24 x 81 = 19-44, 24 x 82 = 19-68, 24 x 83 = 19-92, 24 x 84 = 20-16, 24 x 85 = 20-40, 24 x 86 = 20-64, 24 x 87 = 20-88, 24 x 88 = 21-12, 24 x 89 = 21-36, 24 x 90 = 21-60, 24 x 91 = 21-84, 24 x 92 = 22-8, 24 x 93 = 22-32, 24 x 94 = 22-56, 24 x 95 = 22-80, 24 x 96 = 23-4, 24 x 97 = 23-28, 24 x 98 = 23-52, 24 x 99 = 23-76, 
25 x 1 = 0-25, 25 x 2 = 0-50, 25 x 3 = 0-75, 25 x 4 = 1-0, 25 x 5 = 1-25, 25 x 6 = 1-50, 25 x 7 = 1-75, 25 x 8 = 2-0, 25 x 9 = 2-25, 25 x 10 = 2-50, 25 x 11 = 2-75, 25 x 12 = 3-0, 25 x 13 = 3-25, 25 x 14 = 3-50, 25 x 15 = 3-75, 25 x 16 = 4-0, 25 x 17 = 4-25, 25 x 18 = 4-50, 25 x 19 = 4-75, 25 x 20 = 5-0, 25 x 21 = 5-25, 25 x 22 = 5-50, 25 x 23 = 5-75, 25 x 24 = 6-0, 25 x 25 = 6-25, 25 x 26 = 6-50, 25 x 27 = 6-75, 25 x 28 = 7-0, 25 x 29 = 7-25, 25 x 30 = 7-50, 25 x 31 = 7-75, 25 x 32 = 8-0, 25 x 33 = 8-25, 25 x 34 = 8-50, 25 x 35 = 8-75, 25 x 36 = 9-0, 25 x 37 = 9-25, 25 x 38 = 9-50, 25 x 39 = 9-75, 25 x 40 = 10-0, 25 x 41 = 10-25, 25 x 42 = 10-50, 25 x 43 = 10-75, 25 x 44 = 11-0, 25 x 45 = 11-25, 25 x 46 = 11-50, 25 x 47 = 11-75, 25 x 48 = 12-0, 25 x 49 = 12-25, 25 x 50 = 12-50, 25 x 51 = 12-75, 25 x 52 = 13-0, 25 x 53 = 13-25, 25 x 54 = 13-50, 25 x 55 = 13-75, 25 x 56 = 14-0, 25 x 57 = 14-25, 25 x 58 = 14-50, 25 x 59 = 14-75, 25 x 60 = 15-0, 25 x 61 = 15-25, 25 x 62 = 15-50, 25 x 63 = 15-75, 25 x 64 = 16-0, 25 x 65 = 16-25, 25 x 66 = 16-50, 25 x 67 = 16-75, 25 x 68 = 17-0, 25 x 69 = 17-25, 25 x 70 = 17-50, 25 x 71 = 17-75, 25 x 72 = 18-0, 25 x 73 = 18-25, 25 x 74 = 18-50, 25 x 75 = 18-75, 25 x 76 = 19-0, 25 x 77 = 19-25, 25 x 78 = 19-50, 25 x 79 = 19-75, 25 x 80 = 20-0, 25 x 81 = 20-25, 25 x 82 = 20-50, 25 x 83 = 20-75, 25 x 84 = 21-0, 25 x 85 = 21-25, 25 x 86 = 21-50, 25 x 87 = 21-75, 25 x 88 = 22-0, 25 x 89 = 22-25, 25 x 90 = 22-50, 25 x 91 = 22-75, 25 x 92 = 23-0, 25 x 93 = 23-25, 25 x 94 = 23-50, 25 x 95 = 23-75, 25 x 96 = 24-0, 25 x 97 = 24-25, 25 x 98 = 24-50, 25 x 99 = 24-75, 
26 x 1 = 0-26, 26 x 2 = 0-52, 26 x 3 = 0-78, 26 x 4 = 1-4, 26 x 5 = 1-30, 26 x 6 = 1-56, 26 x 7 = 1-82, 26 x 8 = 2-8, 26 x 9 = 2-34, 26 x 10 = 2-60, 26 x 11 = 2-86, 26 x 12 = 3-12, 26 x 13 = 3-38, 26 x 14 = 3-64, 26 x 15 = 3-90, 26 x 16 = 4-16, 26 x 17 = 4-42, 26 x 18 = 4-68, 26 x 19 = 4-94, 26 x 20 = 5-20, 26 x 21 = 5-46, 26 x 22 = 5-72, 26 x 23 = 5-98, 26 x 24 = 6-24, 26 x 25 = 6-50, 26 x 26 = 6-76, 26 x 27 = 7-2, 26 x 28 = 7-28, 26 x 29 = 7-54, 26 x 30 = 7-80, 26 x 31 = 8-6, 26 x 32 = 8-32, 26 x 33 = 8-58, 26 x 34 = 8-84, 26 x 35 = 9-10, 26 x 36 = 9-36, 26 x 37 = 9-62, 26 x 38 = 9-88, 26 x 39 = 10-14, 26 x 40 = 10-40, 26 x 41 = 10-66, 26 x 42 = 10-92, 26 x 43 = 11-18, 26 x 44 = 11-44, 26 x 45 = 11-70, 26 x 46 = 11-96, 26 x 47 = 12-22, 26 x 48 = 12-48, 26 x 49 = 12-74, 26 x 50 = 13-0, 26 x 51 = 13-26, 26 x 52 = 13-52, 26 x 53 = 13-78, 26 x 54 = 14-4, 26 x 55 = 14-30, 26 x 56 = 14-56, 26 x 57 = 14-82, 26 x 58 = 15-8, 26 x 59 = 15-34, 26 x 60 = 15-60, 26 x 61 = 15-86, 26 x 62 = 16-12, 26 x 63 = 16-38, 26 x 64 = 16-64, 26 x 65 = 16-90, 26 x 66 = 17-16, 26 x 67 = 17-42, 26 x 68 = 17-68, 26 x 69 = 17-94, 26 x 70 = 18-20, 26 x 71 = 18-46, 26 x 72 = 18-72, 26 x 73 = 18-98, 26 x 74 = 19-24, 26 x 75 = 19-50, 26 x 76 = 19-76, 26 x 77 = 20-2, 26 x 78 = 20-28, 26 x 79 = 20-54, 26 x 80 = 20-80, 26 x 81 = 21-6, 26 x 82 = 21-32, 26 x 83 = 21-58, 26 x 84 = 21-84, 26 x 85 = 22-10, 26 x 86 = 22-36, 26 x 87 = 22-62, 26 x 88 = 22-88, 26 x 89 = 23-14, 26 x 90 = 23-40, 26 x 91 = 23-66, 26 x 92 = 23-92, 26 x 93 = 24-18, 26 x 94 = 24-44, 26 x 95 = 24-70, 26 x 96 = 24-96, 26 x 97 = 25-22, 26 x 98 = 25-48, 26 x 99 = 25-74, 
27 x 1 = 0-27, 27 x 2 = 0-54, 27 x 3 = 0-81, 27 x 4 = 1-8, 27 x 5 = 1-35, 27 x 6 = 1-62, 27 x 7 = 1-89, 27 x 8 = 2-16, 27 x 9 = 2-43, 27 x 10 = 2-70, 27 x 11 = 2-97, 27 x 12 = 3-24, 27 x 13 = 3-51, 27 x 14 = 3-78, 27 x 15 = 4-5, 27 x 16 = 4-32, 27 x 17 = 4-59, 27 x 18 = 4-86, 27 x 19 = 5-13, 27 x 20 = 5-40, 27 x 21 = 5-67, 27 x 22 = 5-94, 27 x 23 = 6-21, 27 x 24 = 6-48, 27 x 25 = 6-75, 27 x 26 = 7-2, 27 x 27 = 7-29, 27 x 28 = 7-56, 27 x 29 = 7-83, 27 x 30 = 8-10, 27 x 31 = 8-37, 27 x 32 = 8-64, 27 x 33 = 8-91, 27 x 34 = 9-18, 27 x 35 = 9-45, 27 x 36 = 9-72, 27 x 37 = 9-99, 27 x 38 = 10-26, 27 x 39 = 10-53, 27 x 40 = 10-80, 27 x 41 = 11-7, 27 x 42 = 11-34, 27 x 43 = 11-61, 27 x 44 = 11-88, 27 x 45 = 12-15, 27 x 46 = 12-42, 27 x 47 = 12-69, 27 x 48 = 12-96, 27 x 49 = 13-23, 27 x 50 = 13-50, 27 x 51 = 13-77, 27 x 52 = 14-4, 27 x 53 = 14-31, 27 x 54 = 14-58, 27 x 55 = 14-85, 27 x 56 = 15-12, 27 x 57 = 15-39, 27 x 58 = 15-66, 27 x 59 = 15-93, 27 x 60 = 16-20, 27 x 61 = 16-47, 27 x 62 = 16-74, 27 x 63 = 17-1, 27 x 64 = 17-28, 27 x 65 = 17-55, 27 x 66 = 17-82, 27 x 67 = 18-9, 27 x 68 = 18-36, 27 x 69 = 18-63, 27 x 70 = 18-90, 27 x 71 = 19-17, 27 x 72 = 19-44, 27 x 73 = 19-71, 27 x 74 = 19-98, 27 x 75 = 20-25, 27 x 76 = 20-52, 27 x 77 = 20-79, 27 x 78 = 21-6, 27 x 79 = 21-33, 27 x 80 = 21-60, 27 x 81 = 21-87, 27 x 82 = 22-14, 27 x 83 = 22-41, 27 x 84 = 22-68, 27 x 85 = 22-95, 27 x 86 = 23-22, 27 x 87 = 23-49, 27 x 88 = 23-76, 27 x 89 = 24-3, 27 x 90 = 24-30, 27 x 91 = 24-57, 27 x 92 = 24-84, 27 x 93 = 25-11, 27 x 94 = 25-38, 27 x 95 = 25-65, 27 x 96 = 25-92, 27 x 97 = 26-19, 27 x 98 = 26-46, 27 x 99 = 26-73, 
28 x 1 = 0-28, 28 x 2 = 0-56, 28 x 3 = 0-84, 28 x 4 = 1-12, 28 x 5 = 1-40, 28 x 6 = 1-68, 28 x 7 = 1-96, 28 x 8 = 2-24, 28 x 9 = 2-52, 28 x 10 = 2-80, 28 x 11 = 3-8, 28 x 12 = 3-36, 28 x 13 = 3-64, 28 x 14 = 3-92, 28 x 15 = 4-20, 28 x 16 = 4-48, 28 x 17 = 4-76, 28 x 18 = 5-4, 28 x 19 = 5-32, 28 x 20 = 5-60, 28 x 21 = 5-88, 28 x 22 = 6-16, 28 x 23 = 6-44, 28 x 24 = 6-72, 28 x 25 = 7-0, 28 x 26 = 7-28, 28 x 27 = 7-56, 28 x 28 = 7-84, 28 x 29 = 8-12, 28 x 30 = 8-40, 28 x 31 = 8-68, 28 x 32 = 8-96, 28 x 33 = 9-24, 28 x 34 = 9-52, 28 x 35 = 9-80, 28 x 36 = 10-8, 28 x 37 = 10-36, 28 x 38 = 10-64, 28 x 39 = 10-92, 28 x 40 = 11-20, 28 x 41 = 11-48, 28 x 42 = 11-76, 28 x 43 = 12-4, 28 x 44 = 12-32, 28 x 45 = 12-60, 28 x 46 = 12-88, 28 x 47 = 13-16, 28 x 48 = 13-44, 28 x 49 = 13-72, 28 x 50 = 14-0, 28 x 51 = 14-28, 28 x 52 = 14-56, 28 x 53 = 14-84, 28 x 54 = 15-12, 28 x 55 = 15-40, 28 x 56 = 15-68, 28 x 57 = 15-96, 28 x 58 = 16-24, 28 x 59 = 16-52, 28 x 60 = 16-80, 28 x 61 = 17-8, 28 x 62 = 17-36, 28 x 63 = 17-64, 28 x 64 = 17-92, 28 x 65 = 18-20, 28 x 66 = 18-48, 28 x 67 = 18-76, 28 x 68 = 19-4, 28 x 69 = 19-32, 28 x 70 = 19-60, 28 x 71 = 19-88, 28 x 72 = 20-16, 28 x 73 = 20-44, 28 x 74 = 20-72, 28 x 75 = 21-0, 28 x 76 = 21-28, 28 x 77 = 21-56, 28 x 78 = 21-84, 28 x 79 = 22-12, 28 x 80 = 22-40, 28 x 81 = 22-68, 28 x 82 = 22-96, 28 x 83 = 23-24, 28 x 84 = 23-52, 28 x 85 = 23-80, 28 x 86 = 24-8, 28 x 87 = 24-36, 28 x 88 = 24-64, 28 x 89 = 24-92, 28 x 90 = 25-20, 28 x 91 = 25-48, 28 x 92 = 25-76, 28 x 93 = 26-4, 28 x 94 = 26-32, 28 x 95 = 26-60, 28 x 96 = 26-88, 28 x 97 = 27-16, 28 x 98 = 27-44, 28 x 99 = 27-72, 
29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-16, 29 x 5 = 1-45, 29 x 6 = 1-74, 29 x 7 = 2-3, 29 x 8 = 2-32, 29 x 9 = 2-61, 29 x 10 = 2-90, 29 x 11 = 3-19, 29 x 12 = 3-48, 29 x 13 = 3-77, 29 x 14 = 4-6, 29 x 15 = 4-35, 29 x 16 = 4-64, 29 x 17 = 4-93, 29 x 18 = 5-22, 29 x 19 = 5-51, 29 x 20 = 5-80, 29 x 21 = 6-9, 29 x 22 = 6-38, 29 x 23 = 6-67, 29 x 24 = 6-96, 29 x 25 = 7-25, 29 x 26 = 7-54, 29 x 27 = 7-83, 29 x 28 = 8-12, 29 x 29 = 8-41, 29 x 30 = 8-70, 29 x 31 = 8-99, 29 x 32 = 9-28, 29 x 33 = 9-57, 29 x 34 = 9-86, 29 x 35 = 10-15, 29 x 36 = 10-44, 29 x 37 = 10-73, 29 x 38 = 11-2, 29 x 39 = 11-31, 29 x 40 = 11-60, 29 x 41 = 11-89, 29 x 42 = 12-18, 29 x 43 = 12-47, 29 x 44 = 12-76, 29 x 45 = 13-5, 29 x 46 = 13-34, 29 x 47 = 13-63, 29 x 48 = 13-92, 29 x 49 = 14-21, 29 x 50 = 14-50, 29 x 51 = 14-79, 29 x 52 = 15-8, 29 x 53 = 15-37, 29 x 54 = 15-66, 29 x 55 = 15-95, 29 x 56 = 16-24, 29 x 57 = 16-53, 29 x 58 = 16-82, 29 x 59 = 17-11, 29 x 60 = 17-40, 29 x 61 = 17-69, 29 x 62 = 17-98, 29 x 63 = 18-27, 29 x 64 = 18-56, 29 x 65 = 18-85, 29 x 66 = 19-14, 29 x 67 = 19-43, 29 x 68 = 19-72, 29 x 69 = 20-1, 29 x 70 = 20-30, 29 x 71 = 20-59, 29 x 72 = 20-88, 29 x 73 = 21-17, 29 x 74 = 21-46, 29 x 75 = 21-75, 29 x 76 = 22-4, 29 x 77 = 22-33, 29 x 78 = 22-62, 29 x 79 = 22-91, 29 x 80 = 23-20, 29 x 81 = 23-49, 29 x 82 = 23-78, 29 x 83 = 24-7, 29 x 84 = 24-36, 29 x 85 = 24-65, 29 x 86 = 24-94, 29 x 87 = 25-23, 29 x 88 = 25-52, 29 x 89 = 25-81, 29 x 90 = 26-10, 29 x 91 = 26-39, 29 x 92 = 26-68, 29 x 93 = 26-97, 29 x 94 = 27-26, 29 x 95 = 27-55, 29 x 96 = 27-84, 29 x 97 = 28-13, 29 x 98 = 28-42, 29 x 99 = 28-71, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-20, 30 x 5 = 1-50, 30 x 6 = 1-80, 30 x 7 = 2-10, 30 x 8 = 2-40, 30 x 9 = 2-70, 30 x 10 = 3-0, 30 x 11 = 3-30, 30 x 12 = 3-60, 30 x 13 = 3-90, 30 x 14 = 4-20, 30 x 15 = 4-50, 30 x 16 = 4-80, 30 x 17 = 5-10, 30 x 18 = 5-40, 30 x 19 = 5-70, 30 x 20 = 6-0, 30 x 21 = 6-30, 30 x 22 = 6-60, 30 x 23 = 6-90, 30 x 24 = 7-20, 30 x 25 = 7-50, 30 x 26 = 7-80, 30 x 27 = 8-10, 30 x 28 = 8-40, 30 x 29 = 8-70, 30 x 30 = 9-0, 30 x 31 = 9-30, 30 x 32 = 9-60, 30 x 33 = 9-90, 30 x 34 = 10-20, 30 x 35 = 10-50, 30 x 36 = 10-80, 30 x 37 = 11-10, 30 x 38 = 11-40, 30 x 39 = 11-70, 30 x 40 = 12-0, 30 x 41 = 12-30, 30 x 42 = 12-60, 30 x 43 = 12-90, 30 x 44 = 13-20, 30 x 45 = 13-50, 30 x 46 = 13-80, 30 x 47 = 14-10, 30 x 48 = 14-40, 30 x 49 = 14-70, 30 x 50 = 15-0, 30 x 51 = 15-30, 30 x 52 = 15-60, 30 x 53 = 15-90, 30 x 54 = 16-20, 30 x 55 = 16-50, 30 x 56 = 16-80, 30 x 57 = 17-10, 30 x 58 = 17-40, 30 x 59 = 17-70, 30 x 60 = 18-0, 30 x 61 = 18-30, 30 x 62 = 18-60, 30 x 63 = 18-90, 30 x 64 = 19-20, 30 x 65 = 19-50, 30 x 66 = 19-80, 30 x 67 = 20-10, 30 x 68 = 20-40, 30 x 69 = 20-70, 30 x 70 = 21-0, 30 x 71 = 21-30, 30 x 72 = 21-60, 30 x 73 = 21-90, 30 x 74 = 22-20, 30 x 75 = 22-50, 30 x 76 = 22-80, 30 x 77 = 23-10, 30 x 78 = 23-40, 30 x 79 = 23-70, 30 x 80 = 24-0, 30 x 81 = 24-30, 30 x 82 = 24-60, 30 x 83 = 24-90, 30 x 84 = 25-20, 30 x 85 = 25-50, 30 x 86 = 25-80, 30 x 87 = 26-10, 30 x 88 = 26-40, 30 x 89 = 26-70, 30 x 90 = 27-0, 30 x 91 = 27-30, 30 x 92 = 27-60, 30 x 93 = 27-90, 30 x 94 = 28-20, 30 x 95 = 28-50, 30 x 96 = 28-80, 30 x 97 = 29-10, 30 x 98 = 29-40, 30 x 99 = 29-70, 
