29 x 1 = 0-29, 29 x 2 = 0-58, 29 x 3 = 0-87, 29 x 4 = 1-10, 29 x 5 = 1-39, 29 x 6 = 1-68, 29 x 7 = 1-97, 29 x 8 = 2-20, 29 x 9 = 2-49, 29 x 10 = 2-78, 29 x 11 = 3-1, 29 x 12 = 3-30, 29 x 13 = 3-59, 29 x 14 = 3-88, 29 x 15 = 4-11, 29 x 16 = 4-40, 29 x 17 = 4-69, 29 x 18 = 4-98, 29 x 19 = 5-21, 29 x 20 = 5-50, 29 x 21 = 5-79, 29 x 22 = 6-2, 29 x 23 = 6-31, 29 x 24 = 6-60, 29 x 25 = 6-89, 29 x 26 = 7-12, 29 x 27 = 7-41, 29 x 28 = 7-70, 29 x 29 = 7-99, 29 x 30 = 8-22, 29 x 31 = 8-51, 29 x 32 = 8-80, 29 x 33 = 9-3, 29 x 34 = 9-32, 29 x 35 = 9-61, 29 x 36 = 9-90, 29 x 37 = 10-13, 29 x 38 = 10-42, 29 x 39 = 10-71, 29 x 40 = 10-100, 29 x 41 = 11-23, 29 x 42 = 11-52, 29 x 43 = 11-81, 29 x 44 = 12-4, 29 x 45 = 12-33, 29 x 46 = 12-62, 29 x 47 = 12-91, 29 x 48 = 13-14, 29 x 49 = 13-43, 29 x 50 = 13-72, 29 x 51 = 13-101, 29 x 52 = 14-24, 29 x 53 = 14-53, 29 x 54 = 14-82, 29 x 55 = 15-5, 29 x 56 = 15-34, 29 x 57 = 15-63, 29 x 58 = 15-92, 29 x 59 = 16-15, 29 x 60 = 16-44, 29 x 61 = 16-73, 29 x 62 = 16-102, 29 x 63 = 17-25, 29 x 64 = 17-54, 29 x 65 = 17-83, 29 x 66 = 18-6, 29 x 67 = 18-35, 29 x 68 = 18-64, 29 x 69 = 18-93, 29 x 70 = 19-16, 29 x 71 = 19-45, 29 x 72 = 19-74, 29 x 73 = 19-103, 29 x 74 = 20-26, 29 x 75 = 20-55, 29 x 76 = 20-84, 29 x 77 = 21-7, 29 x 78 = 21-36, 29 x 79 = 21-65, 29 x 80 = 21-94, 29 x 81 = 22-17, 29 x 82 = 22-46, 29 x 83 = 22-75, 29 x 84 = 22-104, 29 x 85 = 23-27, 29 x 86 = 23-56, 29 x 87 = 23-85, 29 x 88 = 24-8, 29 x 89 = 24-37, 29 x 90 = 24-66, 29 x 91 = 24-95, 29 x 92 = 25-18, 29 x 93 = 25-47, 29 x 94 = 25-76, 29 x 95 = 25-105, 29 x 96 = 26-28, 29 x 97 = 26-57, 29 x 98 = 26-86, 29 x 99 = 27-9, 29 x 100 = 27-38, 29 x 101 = 27-67, 29 x 102 = 27-96, 29 x 103 = 28-19, 29 x 104 = 28-48, 29 x 105 = 28-77, 
30 x 1 = 0-30, 30 x 2 = 0-60, 30 x 3 = 0-90, 30 x 4 = 1-14, 30 x 5 = 1-44, 30 x 6 = 1-74, 30 x 7 = 1-104, 30 x 8 = 2-28, 30 x 9 = 2-58, 30 x 10 = 2-88, 30 x 11 = 3-12, 30 x 12 = 3-42, 30 x 13 = 3-72, 30 x 14 = 3-102, 30 x 15 = 4-26, 30 x 16 = 4-56, 30 x 17 = 4-86, 30 x 18 = 5-10, 30 x 19 = 5-40, 30 x 20 = 5-70, 30 x 21 = 5-100, 30 x 22 = 6-24, 30 x 23 = 6-54, 30 x 24 = 6-84, 30 x 25 = 7-8, 30 x 26 = 7-38, 30 x 27 = 7-68, 30 x 28 = 7-98, 30 x 29 = 8-22, 30 x 30 = 8-52, 30 x 31 = 8-82, 30 x 32 = 9-6, 30 x 33 = 9-36, 30 x 34 = 9-66, 30 x 35 = 9-96, 30 x 36 = 10-20, 30 x 37 = 10-50, 30 x 38 = 10-80, 30 x 39 = 11-4, 30 x 40 = 11-34, 30 x 41 = 11-64, 30 x 42 = 11-94, 30 x 43 = 12-18, 30 x 44 = 12-48, 30 x 45 = 12-78, 30 x 46 = 13-2, 30 x 47 = 13-32, 30 x 48 = 13-62, 30 x 49 = 13-92, 30 x 50 = 14-16, 30 x 51 = 14-46, 30 x 52 = 14-76, 30 x 53 = 15-0, 30 x 54 = 15-30, 30 x 55 = 15-60, 30 x 56 = 15-90, 30 x 57 = 16-14, 30 x 58 = 16-44, 30 x 59 = 16-74, 30 x 60 = 16-104, 30 x 61 = 17-28, 30 x 62 = 17-58, 30 x 63 = 17-88, 30 x 64 = 18-12, 30 x 65 = 18-42, 30 x 66 = 18-72, 30 x 67 = 18-102, 30 x 68 = 19-26, 30 x 69 = 19-56, 30 x 70 = 19-86, 30 x 71 = 20-10, 30 x 72 = 20-40, 30 x 73 = 20-70, 30 x 74 = 20-100, 30 x 75 = 21-24, 30 x 76 = 21-54, 30 x 77 = 21-84, 30 x 78 = 22-8, 30 x 79 = 22-38, 30 x 80 = 22-68, 30 x 81 = 22-98, 30 x 82 = 23-22, 30 x 83 = 23-52, 30 x 84 = 23-82, 30 x 85 = 24-6, 30 x 86 = 24-36, 30 x 87 = 24-66, 30 x 88 = 24-96, 30 x 89 = 25-20, 30 x 90 = 25-50, 30 x 91 = 25-80, 30 x 92 = 26-4, 30 x 93 = 26-34, 30 x 94 = 26-64, 30 x 95 = 26-94, 30 x 96 = 27-18, 30 x 97 = 27-48, 30 x 98 = 27-78, 30 x 99 = 28-2, 30 x 100 = 28-32, 30 x 101 = 28-62, 30 x 102 = 28-92, 30 x 103 = 29-16, 30 x 104 = 29-46, 30 x 105 = 29-76, 
31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-18, 31 x 5 = 1-49, 31 x 6 = 1-80, 31 x 7 = 2-5, 31 x 8 = 2-36, 31 x 9 = 2-67, 31 x 10 = 2-98, 31 x 11 = 3-23, 31 x 12 = 3-54, 31 x 13 = 3-85, 31 x 14 = 4-10, 31 x 15 = 4-41, 31 x 16 = 4-72, 31 x 17 = 4-103, 31 x 18 = 5-28, 31 x 19 = 5-59, 31 x 20 = 5-90, 31 x 21 = 6-15, 31 x 22 = 6-46, 31 x 23 = 6-77, 31 x 24 = 7-2, 31 x 25 = 7-33, 31 x 26 = 7-64, 31 x 27 = 7-95, 31 x 28 = 8-20, 31 x 29 = 8-51, 31 x 30 = 8-82, 31 x 31 = 9-7, 31 x 32 = 9-38, 31 x 33 = 9-69, 31 x 34 = 9-100, 31 x 35 = 10-25, 31 x 36 = 10-56, 31 x 37 = 10-87, 31 x 38 = 11-12, 31 x 39 = 11-43, 31 x 40 = 11-74, 31 x 41 = 11-105, 31 x 42 = 12-30, 31 x 43 = 12-61, 31 x 44 = 12-92, 31 x 45 = 13-17, 31 x 46 = 13-48, 31 x 47 = 13-79, 31 x 48 = 14-4, 31 x 49 = 14-35, 31 x 50 = 14-66, 31 x 51 = 14-97, 31 x 52 = 15-22, 31 x 53 = 15-53, 31 x 54 = 15-84, 31 x 55 = 16-9, 31 x 56 = 16-40, 31 x 57 = 16-71, 31 x 58 = 16-102, 31 x 59 = 17-27, 31 x 60 = 17-58, 31 x 61 = 17-89, 31 x 62 = 18-14, 31 x 63 = 18-45, 31 x 64 = 18-76, 31 x 65 = 19-1, 31 x 66 = 19-32, 31 x 67 = 19-63, 31 x 68 = 19-94, 31 x 69 = 20-19, 31 x 70 = 20-50, 31 x 71 = 20-81, 31 x 72 = 21-6, 31 x 73 = 21-37, 31 x 74 = 21-68, 31 x 75 = 21-99, 31 x 76 = 22-24, 31 x 77 = 22-55, 31 x 78 = 22-86, 31 x 79 = 23-11, 31 x 80 = 23-42, 31 x 81 = 23-73, 31 x 82 = 23-104, 31 x 83 = 24-29, 31 x 84 = 24-60, 31 x 85 = 24-91, 31 x 86 = 25-16, 31 x 87 = 25-47, 31 x 88 = 25-78, 31 x 89 = 26-3, 31 x 90 = 26-34, 31 x 91 = 26-65, 31 x 92 = 26-96, 31 x 93 = 27-21, 31 x 94 = 27-52, 31 x 95 = 27-83, 31 x 96 = 28-8, 31 x 97 = 28-39, 31 x 98 = 28-70, 31 x 99 = 28-101, 31 x 100 = 29-26, 31 x 101 = 29-57, 31 x 102 = 29-88, 31 x 103 = 30-13, 31 x 104 = 30-44, 31 x 105 = 30-75, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-22, 32 x 5 = 1-54, 32 x 6 = 1-86, 32 x 7 = 2-12, 32 x 8 = 2-44, 32 x 9 = 2-76, 32 x 10 = 3-2, 32 x 11 = 3-34, 32 x 12 = 3-66, 32 x 13 = 3-98, 32 x 14 = 4-24, 32 x 15 = 4-56, 32 x 16 = 4-88, 32 x 17 = 5-14, 32 x 18 = 5-46, 32 x 19 = 5-78, 32 x 20 = 6-4, 32 x 21 = 6-36, 32 x 22 = 6-68, 32 x 23 = 6-100, 32 x 24 = 7-26, 32 x 25 = 7-58, 32 x 26 = 7-90, 32 x 27 = 8-16, 32 x 28 = 8-48, 32 x 29 = 8-80, 32 x 30 = 9-6, 32 x 31 = 9-38, 32 x 32 = 9-70, 32 x 33 = 9-102, 32 x 34 = 10-28, 32 x 35 = 10-60, 32 x 36 = 10-92, 32 x 37 = 11-18, 32 x 38 = 11-50, 32 x 39 = 11-82, 32 x 40 = 12-8, 32 x 41 = 12-40, 32 x 42 = 12-72, 32 x 43 = 12-104, 32 x 44 = 13-30, 32 x 45 = 13-62, 32 x 46 = 13-94, 32 x 47 = 14-20, 32 x 48 = 14-52, 32 x 49 = 14-84, 32 x 50 = 15-10, 32 x 51 = 15-42, 32 x 52 = 15-74, 32 x 53 = 16-0, 32 x 54 = 16-32, 32 x 55 = 16-64, 32 x 56 = 16-96, 32 x 57 = 17-22, 32 x 58 = 17-54, 32 x 59 = 17-86, 32 x 60 = 18-12, 32 x 61 = 18-44, 32 x 62 = 18-76, 32 x 63 = 19-2, 32 x 64 = 19-34, 32 x 65 = 19-66, 32 x 66 = 19-98, 32 x 67 = 20-24, 32 x 68 = 20-56, 32 x 69 = 20-88, 32 x 70 = 21-14, 32 x 71 = 21-46, 32 x 72 = 21-78, 32 x 73 = 22-4, 32 x 74 = 22-36, 32 x 75 = 22-68, 32 x 76 = 22-100, 32 x 77 = 23-26, 32 x 78 = 23-58, 32 x 79 = 23-90, 32 x 80 = 24-16, 32 x 81 = 24-48, 32 x 82 = 24-80, 32 x 83 = 25-6, 32 x 84 = 25-38, 32 x 85 = 25-70, 32 x 86 = 25-102, 32 x 87 = 26-28, 32 x 88 = 26-60, 32 x 89 = 26-92, 32 x 90 = 27-18, 32 x 91 = 27-50, 32 x 92 = 27-82, 32 x 93 = 28-8, 32 x 94 = 28-40, 32 x 95 = 28-72, 32 x 96 = 28-104, 32 x 97 = 29-30, 32 x 98 = 29-62, 32 x 99 = 29-94, 32 x 100 = 30-20, 32 x 101 = 30-52, 32 x 102 = 30-84, 32 x 103 = 31-10, 32 x 104 = 31-42, 32 x 105 = 31-74, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 0-99, 33 x 4 = 1-26, 33 x 5 = 1-59, 33 x 6 = 1-92, 33 x 7 = 2-19, 33 x 8 = 2-52, 33 x 9 = 2-85, 33 x 10 = 3-12, 33 x 11 = 3-45, 33 x 12 = 3-78, 33 x 13 = 4-5, 33 x 14 = 4-38, 33 x 15 = 4-71, 33 x 16 = 4-104, 33 x 17 = 5-31, 33 x 18 = 5-64, 33 x 19 = 5-97, 33 x 20 = 6-24, 33 x 21 = 6-57, 33 x 22 = 6-90, 33 x 23 = 7-17, 33 x 24 = 7-50, 33 x 25 = 7-83, 33 x 26 = 8-10, 33 x 27 = 8-43, 33 x 28 = 8-76, 33 x 29 = 9-3, 33 x 30 = 9-36, 33 x 31 = 9-69, 33 x 32 = 9-102, 33 x 33 = 10-29, 33 x 34 = 10-62, 33 x 35 = 10-95, 33 x 36 = 11-22, 33 x 37 = 11-55, 33 x 38 = 11-88, 33 x 39 = 12-15, 33 x 40 = 12-48, 33 x 41 = 12-81, 33 x 42 = 13-8, 33 x 43 = 13-41, 33 x 44 = 13-74, 33 x 45 = 14-1, 33 x 46 = 14-34, 33 x 47 = 14-67, 33 x 48 = 14-100, 33 x 49 = 15-27, 33 x 50 = 15-60, 33 x 51 = 15-93, 33 x 52 = 16-20, 33 x 53 = 16-53, 33 x 54 = 16-86, 33 x 55 = 17-13, 33 x 56 = 17-46, 33 x 57 = 17-79, 33 x 58 = 18-6, 33 x 59 = 18-39, 33 x 60 = 18-72, 33 x 61 = 18-105, 33 x 62 = 19-32, 33 x 63 = 19-65, 33 x 64 = 19-98, 33 x 65 = 20-25, 33 x 66 = 20-58, 33 x 67 = 20-91, 33 x 68 = 21-18, 33 x 69 = 21-51, 33 x 70 = 21-84, 33 x 71 = 22-11, 33 x 72 = 22-44, 33 x 73 = 22-77, 33 x 74 = 23-4, 33 x 75 = 23-37, 33 x 76 = 23-70, 33 x 77 = 23-103, 33 x 78 = 24-30, 33 x 79 = 24-63, 33 x 80 = 24-96, 33 x 81 = 25-23, 33 x 82 = 25-56, 33 x 83 = 25-89, 33 x 84 = 26-16, 33 x 85 = 26-49, 33 x 86 = 26-82, 33 x 87 = 27-9, 33 x 88 = 27-42, 33 x 89 = 27-75, 33 x 90 = 28-2, 33 x 91 = 28-35, 33 x 92 = 28-68, 33 x 93 = 28-101, 33 x 94 = 29-28, 33 x 95 = 29-61, 33 x 96 = 29-94, 33 x 97 = 30-21, 33 x 98 = 30-54, 33 x 99 = 30-87, 33 x 100 = 31-14, 33 x 101 = 31-47, 33 x 102 = 31-80, 33 x 103 = 32-7, 33 x 104 = 32-40, 33 x 105 = 32-73, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 0-102, 34 x 4 = 1-30, 34 x 5 = 1-64, 34 x 6 = 1-98, 34 x 7 = 2-26, 34 x 8 = 2-60, 34 x 9 = 2-94, 34 x 10 = 3-22, 34 x 11 = 3-56, 34 x 12 = 3-90, 34 x 13 = 4-18, 34 x 14 = 4-52, 34 x 15 = 4-86, 34 x 16 = 5-14, 34 x 17 = 5-48, 34 x 18 = 5-82, 34 x 19 = 6-10, 34 x 20 = 6-44, 34 x 21 = 6-78, 34 x 22 = 7-6, 34 x 23 = 7-40, 34 x 24 = 7-74, 34 x 25 = 8-2, 34 x 26 = 8-36, 34 x 27 = 8-70, 34 x 28 = 8-104, 34 x 29 = 9-32, 34 x 30 = 9-66, 34 x 31 = 9-100, 34 x 32 = 10-28, 34 x 33 = 10-62, 34 x 34 = 10-96, 34 x 35 = 11-24, 34 x 36 = 11-58, 34 x 37 = 11-92, 34 x 38 = 12-20, 34 x 39 = 12-54, 34 x 40 = 12-88, 34 x 41 = 13-16, 34 x 42 = 13-50, 34 x 43 = 13-84, 34 x 44 = 14-12, 34 x 45 = 14-46, 34 x 46 = 14-80, 34 x 47 = 15-8, 34 x 48 = 15-42, 34 x 49 = 15-76, 34 x 50 = 16-4, 34 x 51 = 16-38, 34 x 52 = 16-72, 34 x 53 = 17-0, 34 x 54 = 17-34, 34 x 55 = 17-68, 34 x 56 = 17-102, 34 x 57 = 18-30, 34 x 58 = 18-64, 34 x 59 = 18-98, 34 x 60 = 19-26, 34 x 61 = 19-60, 34 x 62 = 19-94, 34 x 63 = 20-22, 34 x 64 = 20-56, 34 x 65 = 20-90, 34 x 66 = 21-18, 34 x 67 = 21-52, 34 x 68 = 21-86, 34 x 69 = 22-14, 34 x 70 = 22-48, 34 x 71 = 22-82, 34 x 72 = 23-10, 34 x 73 = 23-44, 34 x 74 = 23-78, 34 x 75 = 24-6, 34 x 76 = 24-40, 34 x 77 = 24-74, 34 x 78 = 25-2, 34 x 79 = 25-36, 34 x 80 = 25-70, 34 x 81 = 25-104, 34 x 82 = 26-32, 34 x 83 = 26-66, 34 x 84 = 26-100, 34 x 85 = 27-28, 34 x 86 = 27-62, 34 x 87 = 27-96, 34 x 88 = 28-24, 34 x 89 = 28-58, 34 x 90 = 28-92, 34 x 91 = 29-20, 34 x 92 = 29-54, 34 x 93 = 29-88, 34 x 94 = 30-16, 34 x 95 = 30-50, 34 x 96 = 30-84, 34 x 97 = 31-12, 34 x 98 = 31-46, 34 x 99 = 31-80, 34 x 100 = 32-8, 34 x 101 = 32-42, 34 x 102 = 32-76, 34 x 103 = 33-4, 34 x 104 = 33-38, 34 x 105 = 33-72, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 0-105, 35 x 4 = 1-34, 35 x 5 = 1-69, 35 x 6 = 1-104, 35 x 7 = 2-33, 35 x 8 = 2-68, 35 x 9 = 2-103, 35 x 10 = 3-32, 35 x 11 = 3-67, 35 x 12 = 3-102, 35 x 13 = 4-31, 35 x 14 = 4-66, 35 x 15 = 4-101, 35 x 16 = 5-30, 35 x 17 = 5-65, 35 x 18 = 5-100, 35 x 19 = 6-29, 35 x 20 = 6-64, 35 x 21 = 6-99, 35 x 22 = 7-28, 35 x 23 = 7-63, 35 x 24 = 7-98, 35 x 25 = 8-27, 35 x 26 = 8-62, 35 x 27 = 8-97, 35 x 28 = 9-26, 35 x 29 = 9-61, 35 x 30 = 9-96, 35 x 31 = 10-25, 35 x 32 = 10-60, 35 x 33 = 10-95, 35 x 34 = 11-24, 35 x 35 = 11-59, 35 x 36 = 11-94, 35 x 37 = 12-23, 35 x 38 = 12-58, 35 x 39 = 12-93, 35 x 40 = 13-22, 35 x 41 = 13-57, 35 x 42 = 13-92, 35 x 43 = 14-21, 35 x 44 = 14-56, 35 x 45 = 14-91, 35 x 46 = 15-20, 35 x 47 = 15-55, 35 x 48 = 15-90, 35 x 49 = 16-19, 35 x 50 = 16-54, 35 x 51 = 16-89, 35 x 52 = 17-18, 35 x 53 = 17-53, 35 x 54 = 17-88, 35 x 55 = 18-17, 35 x 56 = 18-52, 35 x 57 = 18-87, 35 x 58 = 19-16, 35 x 59 = 19-51, 35 x 60 = 19-86, 35 x 61 = 20-15, 35 x 62 = 20-50, 35 x 63 = 20-85, 35 x 64 = 21-14, 35 x 65 = 21-49, 35 x 66 = 21-84, 35 x 67 = 22-13, 35 x 68 = 22-48, 35 x 69 = 22-83, 35 x 70 = 23-12, 35 x 71 = 23-47, 35 x 72 = 23-82, 35 x 73 = 24-11, 35 x 74 = 24-46, 35 x 75 = 24-81, 35 x 76 = 25-10, 35 x 77 = 25-45, 35 x 78 = 25-80, 35 x 79 = 26-9, 35 x 80 = 26-44, 35 x 81 = 26-79, 35 x 82 = 27-8, 35 x 83 = 27-43, 35 x 84 = 27-78, 35 x 85 = 28-7, 35 x 86 = 28-42, 35 x 87 = 28-77, 35 x 88 = 29-6, 35 x 89 = 29-41, 35 x 90 = 29-76, 35 x 91 = 30-5, 35 x 92 = 30-40, 35 x 93 = 30-75, 35 x 94 = 31-4, 35 x 95 = 31-39, 35 x 96 = 31-74, 35 x 97 = 32-3, 35 x 98 = 32-38, 35 x 99 = 32-73, 35 x 100 = 33-2, 35 x 101 = 33-37, 35 x 102 = 33-72, 35 x 103 = 34-1, 35 x 104 = 34-36, 35 x 105 = 34-71, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-2, 36 x 4 = 1-38, 36 x 5 = 1-74, 36 x 6 = 2-4, 36 x 7 = 2-40, 36 x 8 = 2-76, 36 x 9 = 3-6, 36 x 10 = 3-42, 36 x 11 = 3-78, 36 x 12 = 4-8, 36 x 13 = 4-44, 36 x 14 = 4-80, 36 x 15 = 5-10, 36 x 16 = 5-46, 36 x 17 = 5-82, 36 x 18 = 6-12, 36 x 19 = 6-48, 36 x 20 = 6-84, 36 x 21 = 7-14, 36 x 22 = 7-50, 36 x 23 = 7-86, 36 x 24 = 8-16, 36 x 25 = 8-52, 36 x 26 = 8-88, 36 x 27 = 9-18, 36 x 28 = 9-54, 36 x 29 = 9-90, 36 x 30 = 10-20, 36 x 31 = 10-56, 36 x 32 = 10-92, 36 x 33 = 11-22, 36 x 34 = 11-58, 36 x 35 = 11-94, 36 x 36 = 12-24, 36 x 37 = 12-60, 36 x 38 = 12-96, 36 x 39 = 13-26, 36 x 40 = 13-62, 36 x 41 = 13-98, 36 x 42 = 14-28, 36 x 43 = 14-64, 36 x 44 = 14-100, 36 x 45 = 15-30, 36 x 46 = 15-66, 36 x 47 = 15-102, 36 x 48 = 16-32, 36 x 49 = 16-68, 36 x 50 = 16-104, 36 x 51 = 17-34, 36 x 52 = 17-70, 36 x 53 = 18-0, 36 x 54 = 18-36, 36 x 55 = 18-72, 36 x 56 = 19-2, 36 x 57 = 19-38, 36 x 58 = 19-74, 36 x 59 = 20-4, 36 x 60 = 20-40, 36 x 61 = 20-76, 36 x 62 = 21-6, 36 x 63 = 21-42, 36 x 64 = 21-78, 36 x 65 = 22-8, 36 x 66 = 22-44, 36 x 67 = 22-80, 36 x 68 = 23-10, 36 x 69 = 23-46, 36 x 70 = 23-82, 36 x 71 = 24-12, 36 x 72 = 24-48, 36 x 73 = 24-84, 36 x 74 = 25-14, 36 x 75 = 25-50, 36 x 76 = 25-86, 36 x 77 = 26-16, 36 x 78 = 26-52, 36 x 79 = 26-88, 36 x 80 = 27-18, 36 x 81 = 27-54, 36 x 82 = 27-90, 36 x 83 = 28-20, 36 x 84 = 28-56, 36 x 85 = 28-92, 36 x 86 = 29-22, 36 x 87 = 29-58, 36 x 88 = 29-94, 36 x 89 = 30-24, 36 x 90 = 30-60, 36 x 91 = 30-96, 36 x 92 = 31-26, 36 x 93 = 31-62, 36 x 94 = 31-98, 36 x 95 = 32-28, 36 x 96 = 32-64, 36 x 97 = 32-100, 36 x 98 = 33-30, 36 x 99 = 33-66, 36 x 100 = 33-102, 36 x 101 = 34-32, 36 x 102 = 34-68, 36 x 103 = 34-104, 36 x 104 = 35-34, 36 x 105 = 35-70, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-5, 37 x 4 = 1-42, 37 x 5 = 1-79, 37 x 6 = 2-10, 37 x 7 = 2-47, 37 x 8 = 2-84, 37 x 9 = 3-15, 37 x 10 = 3-52, 37 x 11 = 3-89, 37 x 12 = 4-20, 37 x 13 = 4-57, 37 x 14 = 4-94, 37 x 15 = 5-25, 37 x 16 = 5-62, 37 x 17 = 5-99, 37 x 18 = 6-30, 37 x 19 = 6-67, 37 x 20 = 6-104, 37 x 21 = 7-35, 37 x 22 = 7-72, 37 x 23 = 8-3, 37 x 24 = 8-40, 37 x 25 = 8-77, 37 x 26 = 9-8, 37 x 27 = 9-45, 37 x 28 = 9-82, 37 x 29 = 10-13, 37 x 30 = 10-50, 37 x 31 = 10-87, 37 x 32 = 11-18, 37 x 33 = 11-55, 37 x 34 = 11-92, 37 x 35 = 12-23, 37 x 36 = 12-60, 37 x 37 = 12-97, 37 x 38 = 13-28, 37 x 39 = 13-65, 37 x 40 = 13-102, 37 x 41 = 14-33, 37 x 42 = 14-70, 37 x 43 = 15-1, 37 x 44 = 15-38, 37 x 45 = 15-75, 37 x 46 = 16-6, 37 x 47 = 16-43, 37 x 48 = 16-80, 37 x 49 = 17-11, 37 x 50 = 17-48, 37 x 51 = 17-85, 37 x 52 = 18-16, 37 x 53 = 18-53, 37 x 54 = 18-90, 37 x 55 = 19-21, 37 x 56 = 19-58, 37 x 57 = 19-95, 37 x 58 = 20-26, 37 x 59 = 20-63, 37 x 60 = 20-100, 37 x 61 = 21-31, 37 x 62 = 21-68, 37 x 63 = 21-105, 37 x 64 = 22-36, 37 x 65 = 22-73, 37 x 66 = 23-4, 37 x 67 = 23-41, 37 x 68 = 23-78, 37 x 69 = 24-9, 37 x 70 = 24-46, 37 x 71 = 24-83, 37 x 72 = 25-14, 37 x 73 = 25-51, 37 x 74 = 25-88, 37 x 75 = 26-19, 37 x 76 = 26-56, 37 x 77 = 26-93, 37 x 78 = 27-24, 37 x 79 = 27-61, 37 x 80 = 27-98, 37 x 81 = 28-29, 37 x 82 = 28-66, 37 x 83 = 28-103, 37 x 84 = 29-34, 37 x 85 = 29-71, 37 x 86 = 30-2, 37 x 87 = 30-39, 37 x 88 = 30-76, 37 x 89 = 31-7, 37 x 90 = 31-44, 37 x 91 = 31-81, 37 x 92 = 32-12, 37 x 93 = 32-49, 37 x 94 = 32-86, 37 x 95 = 33-17, 37 x 96 = 33-54, 37 x 97 = 33-91, 37 x 98 = 34-22, 37 x 99 = 34-59, 37 x 100 = 34-96, 37 x 101 = 35-27, 37 x 102 = 35-64, 37 x 103 = 35-101, 37 x 104 = 36-32, 37 x 105 = 36-69, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-8, 38 x 4 = 1-46, 38 x 5 = 1-84, 38 x 6 = 2-16, 38 x 7 = 2-54, 38 x 8 = 2-92, 38 x 9 = 3-24, 38 x 10 = 3-62, 38 x 11 = 3-100, 38 x 12 = 4-32, 38 x 13 = 4-70, 38 x 14 = 5-2, 38 x 15 = 5-40, 38 x 16 = 5-78, 38 x 17 = 6-10, 38 x 18 = 6-48, 38 x 19 = 6-86, 38 x 20 = 7-18, 38 x 21 = 7-56, 38 x 22 = 7-94, 38 x 23 = 8-26, 38 x 24 = 8-64, 38 x 25 = 8-102, 38 x 26 = 9-34, 38 x 27 = 9-72, 38 x 28 = 10-4, 38 x 29 = 10-42, 38 x 30 = 10-80, 38 x 31 = 11-12, 38 x 32 = 11-50, 38 x 33 = 11-88, 38 x 34 = 12-20, 38 x 35 = 12-58, 38 x 36 = 12-96, 38 x 37 = 13-28, 38 x 38 = 13-66, 38 x 39 = 13-104, 38 x 40 = 14-36, 38 x 41 = 14-74, 38 x 42 = 15-6, 38 x 43 = 15-44, 38 x 44 = 15-82, 38 x 45 = 16-14, 38 x 46 = 16-52, 38 x 47 = 16-90, 38 x 48 = 17-22, 38 x 49 = 17-60, 38 x 50 = 17-98, 38 x 51 = 18-30, 38 x 52 = 18-68, 38 x 53 = 19-0, 38 x 54 = 19-38, 38 x 55 = 19-76, 38 x 56 = 20-8, 38 x 57 = 20-46, 38 x 58 = 20-84, 38 x 59 = 21-16, 38 x 60 = 21-54, 38 x 61 = 21-92, 38 x 62 = 22-24, 38 x 63 = 22-62, 38 x 64 = 22-100, 38 x 65 = 23-32, 38 x 66 = 23-70, 38 x 67 = 24-2, 38 x 68 = 24-40, 38 x 69 = 24-78, 38 x 70 = 25-10, 38 x 71 = 25-48, 38 x 72 = 25-86, 38 x 73 = 26-18, 38 x 74 = 26-56, 38 x 75 = 26-94, 38 x 76 = 27-26, 38 x 77 = 27-64, 38 x 78 = 27-102, 38 x 79 = 28-34, 38 x 80 = 28-72, 38 x 81 = 29-4, 38 x 82 = 29-42, 38 x 83 = 29-80, 38 x 84 = 30-12, 38 x 85 = 30-50, 38 x 86 = 30-88, 38 x 87 = 31-20, 38 x 88 = 31-58, 38 x 89 = 31-96, 38 x 90 = 32-28, 38 x 91 = 32-66, 38 x 92 = 32-104, 38 x 93 = 33-36, 38 x 94 = 33-74, 38 x 95 = 34-6, 38 x 96 = 34-44, 38 x 97 = 34-82, 38 x 98 = 35-14, 38 x 99 = 35-52, 38 x 100 = 35-90, 38 x 101 = 36-22, 38 x 102 = 36-60, 38 x 103 = 36-98, 38 x 104 = 37-30, 38 x 105 = 37-68, 
